X_0,Y_0,Z_0,Time_list_0,X_1,Y_1,Z_1,Time_list_1,X_2,Y_2,Z_2,Time_list_2,X_3,Y_3,Z_3,Time_list_3,X_4,Y_4,Z_4,Time_list_4,X_5,Y_5,Z_5,Time_list_5,X_6,Y_6,Z_6,Time_list_6,X_7,Y_7,Z_7,Time_list_7,X_8,Y_8,Z_8,Time_list_8,X_9,Y_9,Z_9,Time_list_9
-16.7454,2.13823,47.5512,0.11,-9.91124,9.28394,47.5512,0.11,2.80727,-0.738544,47.5512,0.11,-5.00181,13.3211,47.5512,0.11,10.8557,8.29279,47.5512,0.11,-11.3708,13.1311,47.5512,0.11,7.27596,0.495943,47.5512,0.11,-6.57485,-16.2812,47.5512,0.11,-13.7333,-4.55311,47.5512,0.11,-11.8445,-11.2229,47.5512,0.11
-16.7577,2.14023,42.3573,0.12,-9.912,9.26643,42.3573,0.12,2.80599,-0.745251,42.3573,0.12,-5.00314,13.3336,42.3573,0.12,10.8655,8.30031,42.3573,0.12,-11.3898,13.1651,42.3573,0.12,7.30112,0.50026,42.3573,0.12,-6.57901,-16.2929,42.3573,0.12,-13.7449,-4.55661,42.3573,0.12,-11.8535,-11.2317,42.3573,0.12
-16.77,2.14224,37.1633,0.13,-9.9134,9.25064,37.1633,0.13,2.80517,-0.751867,37.1633,0.13,-5.00454,13.3461,37.1633,0.13,10.8752,8.30782,37.1633,0.13,-11.4082,13.1973,37.1633,0.13,7.32582,0.504463,37.1633,0.13,-6.58318,-16.3046,37.1633,0.13,-13.7564,-4.56011,37.1633,0.13,-11.8625,-11.2405,37.1633,0.13
-16.7824,2.14424,31.9693,0.14,-9.91533,9.23634,31.9693,0.14,2.80477,-0.758401,31.9693,0.14,-5.006,13.3586,31.9693,0.14,10.8849,8.31534,31.9693,0.14,-11.4259,13.2281,31.9693,0.14,7.35009,0.50856,31.9693,0.14,-6.58734,-16.3163,31.9693,0.14,-13.768,-4.56361,31.9693,0.14,-11.8715,-11.2493,31.9693,0.14
-16.7947,2.14623,26.7754,0.15,-9.91775,9.22335,26.7754,0.15,2.80476,-0.764859,26.7754,0.15,-5.00752,13.371,26.7754,0.15,10.8947,8.32285,26.7754,0.15,-11.4431,13.2576,26.7754,0.15,7.37395,0.512559,26.7754,0.15,-6.59151,-16.3279,26.7754,0.15,-13.7796,-4.56712,26.7754,0.15,-11.8805,-11.2581,26.7754,0.15
-16.807,2.14823,21.5814,0.16,-9.92058,9.21152,21.5814,0.16,2.80513,-0.771246,21.5814,0.16,-5.00908,13.3835,21.5814,0.16,10.9044,8.33037,21.5814,0.16,-11.4598,13.286,21.5814,0.16,7.39744,0.516465,21.5814,0.16,-6.59568,-16.3396,21.5814,0.16,-13.7912,-4.57063,21.5814,0.16,-11.8895,-11.2669,21.5814,0.16
-16.8193,2.15022,16.3875,0.17,-9.92379,9.20072,16.3875,0.17,2.80585,-0.777567,16.3875,0.17,-5.0107,13.3959,16.3875,0.17,10.9142,8.33789,16.3875,0.17,-11.4761,13.3133,16.3875,0.17,7.42057,0.520284,16.3875,0.17,-6.59986,-16.3513,16.3875,0.17,-13.8027,-4.57414,16.3875,0.17,-11.8985,-11.2757,16.3875,0.17
-16.8316,2.15221,11.1935,0.18,-9.92733,9.19084,11.1935,0.18,2.80689,-0.783828,11.1935,0.18,-5.01237,13.4083,11.1935,0.18,10.9239,8.34541,11.1935,0.18,-11.4921,13.3397,11.1935,0.18,7.44337,0.524022,11.1935,0.18,-6.60403,-16.3629,11.1935,0.18,-13.8143,-4.57765,11.1935,0.18,-11.9075,-11.2845,11.1935,0.18
-16.8439,2.1542,5.99953,0.19,-9.93117,9.1818,5.99953,0.19,2.80824,-0.790032,5.99953,0.19,-5.01408,13.4206,5.99953,0.19,10.9336,8.35293,5.99953,0.19,-11.5077,13.3653,5.99953,0.19,7.46585,0.527684,5.99953,0.19,-6.60821,-16.3746,5.99953,0.19,-13.8259,-4.58117,5.99953,0.19,-11.9165,-11.2933,5.99953,0.19
-16.8563,2.15618,85.1464,0.2,-9.93528,9.17351,85.1464,0.2,2.80988,-0.796184,85.1464,0.2,-5.01583,13.433,85.1464,0.2,10.9434,8.36044,85.1464,0.2,-11.5229,13.3902,85.1464,0.2,7.48803,0.531273,85.1464,0.2,-6.61239,-16.3863,85.1464,0.2,-13.8375,-4.58469,85.1464,0.2,-11.9255,-11.3021,85.1464,0.2
-16.8686,2.15817,84.4524,0.21,-9.93964,9.16592,84.4524,0.21,2.8118,-0.802287,84.4524,0.21,-5.01763,13.4453,84.4524,0.21,10.9531,8.36796,84.4524,0.21,-11.5379,13.4144,84.4524,0.21,7.50994,0.534795,84.4524,0.21,-6.61657,-16.3979,84.4524,0.21,-13.8491,-4.58821,84.4524,0.21,-11.9345,-11.3109,84.4524,0.21
-16.8809,2.16015,79.1032,0.22,-9.94422,9.15895,79.1032,0.22,2.81397,-0.808343,79.1032,0.22,-5.01946,13.4577,79.1032,0.22,10.9628,8.37548,79.1032,0.22,-11.5526,13.438,79.1032,0.22,7.53157,0.538252,79.1032,0.22,-6.62075,-16.4096,79.1032,0.22,-13.8606,-4.59173,79.1032,0.22,-11.9435,-11.3197,79.1032,0.22
-16.8932,2.16213,73.9146,0.23,-9.949,9.15257,73.9146,0.23,2.81639,-0.814357,73.9146,0.23,-5.02134,13.47,73.9146,0.23,10.9726,8.383,73.9146,0.23,-11.5671,13.461,73.9146,0.23,7.55296,0.541648,73.9146,0.23,-6.62493,-16.4212,73.9146,0.23,-13.8722,-4.59525,73.9146,0.23,-11.9525,-11.3285,73.9146,0.23
-16.9055,2.1641,68.7205,0.24,-9.95398,9.14672,68.7205,0.24,2.81905,-0.82033,68.7205,0.24,-5.02325,13.4823,68.7205,0.24,10.9823,8.39052,68.7205,0.24,-11.5814,13.4835,68.7205,0.24,7.57411,0.544986,68.7205,0.24,-6.62912,-16.4329,68.7205,0.24,-13.8838,-4.59878,68.7205,0.24,-11.9615,-11.3372,68.7205,0.24
-16.9178,2.16607,63.5265,0.25,-9.95912,9.14137,63.5265,0.25,2.82192,-0.826266,63.5265,0.25,-5.0252,13.4946,63.5265,0.25,10.992,8.39804,63.5265,0.25,-11.5954,13.5054,63.5265,0.25,7.59502,0.548269,63.5265,0.25,-6.63331,-16.4445,63.5265,0.25,-13.8954,-4.60231,63.5265,0.25,-11.9705,-11.346,63.5265,0.25
-16.9301,2.16804,58.3325,0.26,-9.96443,9.13648,58.3325,0.26,2.82501,-0.832166,58.3325,0.26,-5.02718,13.5068,58.3325,0.26,11.0018,8.40556,58.3325,0.26,-11.6093,13.527,58.3325,0.26,7.61573,0.551499,58.3325,0.26,-6.6375,-16.4562,58.3325,0.26,-13.907,-4.60584,58.3325,0.26,-11.9795,-11.3548,58.3325,0.26
-16.9424,2.17001,53.1386,0.27,-9.96989,9.13202,53.1386,0.27,2.8283,-0.838032,53.1386,0.27,-5.02919,13.5191,53.1386,0.27,11.0115,8.41308,53.1386,0.27,-11.6229,13.5481,53.1386,0.27,7.63622,0.55468,53.1386,0.27,-6.64169,-16.4678,53.1386,0.27,-13.9185,-4.60937,53.1386,0.27,-11.9885,-11.3636,53.1386,0.27
-16.9547,2.17198,47.9446,0.28,-9.97549,9.12796,47.9446,0.28,2.83178,-0.843867,47.9446,0.28,-5.03124,13.5313,47.9446,0.28,11.0212,8.4206,47.9446,0.28,-11.6364,13.5689,47.9446,0.28,7.65652,0.557813,47.9446,0.28,-6.64589,-16.4795,47.9446,0.28,-13.9301,-4.61291,47.9446,0.28,-11.9975,-11.3724,47.9446,0.28
-16.967,2.17394,42.7507,0.29,-9.98121,9.12427,42.7507,0.29,2.83545,-0.849672,42.7507,0.29,-5.03332,13.5435,42.7507,0.29,11.031,8.42812,42.7507,0.29,-11.6498,13.5892,42.7507,0.29,7.67662,0.560901,42.7507,0.29,-6.65008,-16.4911,42.7507,0.29,-13.9417,-4.61644,42.7507,0.29,-12.0065,-11.3811,42.7507,0.29
-16.9793,2.1759,37.5567,0.3,-9.98706,9.12094,37.5567,0.3,2.83929,-0.85545,37.5567,0.3,-5.03542,13.5558,37.5567,0.3,11.0407,8.43564,37.5567,0.3,-11.663,13.6093,37.5567,0.3,7.69655,0.563945,37.5567,0.3,-6.65428,-16.5028,37.5567,0.3,-13.9533,-4.61998,37.5567,0.3,-12.0155,-11.3899,37.5567,0.3
-16.9916,2.17786,32.3627,0.31,-9.99302,9.11794,32.3627,0.31,2.8433,-0.8612,32.3627,0.31,-5.03756,13.568,32.3627,0.31,11.0504,8.44316,32.3627,0.31,-11.676,13.629,32.3627,0.31,7.7163,0.566948,32.3627,0.31,-6.65848,-16.5144,32.3627,0.31,-13.9649,-4.62352,32.3627,0.31,-12.0245,-11.3987,32.3627,0.31
-17.0039,2.17982,27.1688,0.32,-9.99909,9.11525,27.1688,0.32,2.84747,-0.866926,27.1688,0.32,-5.03972,13.5802,27.1688,0.32,11.0602,8.45069,27.1688,0.32,-11.6889,13.6484,27.1688,0.32,7.73589,0.569912,27.1688,0.32,-6.66268,-16.526,27.1688,0.32,-13.9764,-4.62706,27.1688,0.32,-12.0335,-11.4074,27.1688,0.32
-17.0162,2.18177,21.9748,0.33,-10.0053,9.11285,21.9748,0.33,2.8518,-0.872628,21.9748,0.33,-5.04192,13.5923,21.9748,0.33,11.0699,8.45821,21.9748,0.33,-11.7017,13.6675,21.9748,0.33,7.75532,0.572837,21.9748,0.33,-6.66689,-16.5377,21.9748,0.33,-13.988,-4.63061,21.9748,0.33,-12.0424,-11.4162,21.9748,0.33
-17.0285,2.18373,16.7808,0.34,-10.0115,9.11073,16.7808,0.34,2.85627,-0.878308,16.7808,0.34,-5.04414,13.6045,16.7808,0.34,11.0796,8.46573,16.7808,0.34,-11.7144,13.6863,16.7808,0.34,7.77459,0.575726,16.7808,0.34,-6.67109,-16.5493,16.7808,0.34,-13.9996,-4.63416,16.7808,0.34,-12.0514,-11.4249,16.7808,0.34
-17.0408,2.18568,11.5869,0.35,-10.0179,9.10888,11.5869,0.35,2.86088,-0.883966,11.5869,0.35,-5.04638,13.6167,11.5869,0.35,11.0894,8.47325,11.5869,0.35,-11.7269,13.7049,11.5869,0.35,7.79372,0.578579,11.5869,0.35,-6.6753,-16.5609,11.5869,0.35,-14.0112,-4.6377,11.5869,0.35,-12.0604,-11.4337,11.5869,0.35
-17.0531,2.18762,6.39292,0.36,-10.0243,9.10728,6.39292,0.36,2.86563,-0.889604,6.39292,0.36,-5.04865,13.6288,6.39292,0.36,11.0991,8.48077,6.39292,0.36,-11.7394,13.7233,6.39292,0.36,7.81271,0.581399,6.39292,0.36,-6.67951,-16.5726,6.39292,0.36,-14.0227,-4.64126,6.39292,0.36,-12.0694,-11.4424,6.39292,0.36
-17.0654,2.18957,77.2307,0.37,-10.0308,9.10591,77.2307,0.37,2.87052,-0.895223,77.2307,0.37,-5.05095,13.641,77.2307,0.37,11.1088,8.48829,77.2307,0.37,-11.7517,13.7414,77.2307,0.37,7.83156,0.584187,77.2307,0.37,-6.68372,-16.5842,77.2307,0.37,-14.0343,-4.64481,77.2307,0.37,-12.0784,-11.4512,77.2307,0.37
-17.0777,2.19151,76.0933,0.38,-10.0374,9.10477,76.0933,0.38,2.87553,-0.900824,76.0933,0.38,-5.05327,13.6531,76.0933,0.38,11.1186,8.49581,76.0933,0.38,-11.7639,13.7593,76.0933,0.38,7.85027,0.586944,76.0933,0.38,-6.68793,-16.5958,76.0933,0.38,-14.0459,-4.64836,76.0933,0.38,-12.0874,-11.4599,76.0933,0.38
-17.09,2.19345,70.7594,0.39,-10.0441,9.10384,70.7594,0.39,2.88066,-0.906407,70.7594,0.39,-5.05561,13.6652,70.7594,0.39,11.1283,8.50333,70.7594,0.39,-11.7761,13.777,70.7594,0.39,7.86887,0.58967,70.7594,0.39,-6.69215,-16.6074,70.7594,0.39,-14.0575,-4.65192,70.7594,0.39,-12.0964,-11.4687,70.7594,0.39
-17.1023,2.19539,65.5703,0.4,-10.0508,9.10312,65.5703,0.4,2.88591,-0.911975,65.5703,0.4,-5.05797,13.6773,65.5703,0.4,11.138,8.51085,65.5703,0.4,-11.7881,13.7945,65.5703,0.4,7.88734,0.592368,65.5703,0.4,-6.69636,-16.6191,65.5703,0.4,-14.0691,-4.65548,65.5703,0.4,-12.1053,-11.4774,65.5703,0.4
-17.1146,2.19733,60.3762,0.41,-10.0576,9.10259,60.3762,0.41,2.89127,-0.917526,60.3762,0.41,-5.06036,13.6894,60.3762,0.41,11.1478,8.51837,60.3762,0.41,-11.8001,13.8118,60.3762,0.41,7.90569,0.595038,60.3762,0.41,-6.70058,-16.6307,60.3762,0.41,-14.0807,-4.65904,60.3762,0.41,-12.1143,-11.4862,60.3762,0.41
-17.1269,2.19927,55.1822,0.42,-10.0644,9.10225,55.1822,0.42,2.89674,-0.923062,55.1822,0.42,-5.06277,13.7015,55.1822,0.42,11.1575,8.52589,55.1822,0.42,-11.812,13.829,55.1822,0.42,7.92393,0.59768,55.1822,0.42,-6.7048,-16.6423,55.1822,0.42,-14.0922,-4.6626,55.1822,0.42,-12.1233,-11.4949,55.1822,0.42
-17.1391,2.2012,49.9883,0.43,-10.0714,9.10209,49.9883,0.43,2.90232,-0.928585,49.9883,0.43,-5.0652,13.7136,49.9883,0.43,11.1672,8.53341,49.9883,0.43,-11.8238,13.8459,49.9883,0.43,7.94205,0.600297,49.9883,0.43,-6.70902,-16.6539,49.9883,0.43,-14.1038,-4.66616,49.9883,0.43,-12.1323,-11.5036,49.9883,0.43
-17.1514,2.20313,44.7943,0.44,-10.0783,9.1021,44.7943,0.44,2.908,-0.934093,44.7943,0.44,-5.06765,13.7257,44.7943,0.44,11.177,8.54093,44.7943,0.44,-11.8355,13.8627,44.7943,0.44,7.96008,0.602889,44.7943,0.44,-6.71325,-16.6655,44.7943,0.44,-14.1154,-4.66973,44.7943,0.44,-12.1413,-11.5124,44.7943,0.44
-17.1637,2.20506,39.6003,0.45,-10.0853,9.10228,39.6003,0.45,2.91378,-0.939589,39.6003,0.45,-5.07012,13.7378,39.6003,0.45,11.1867,8.54845,39.6003,0.45,-11.8472,13.8793,39.6003,0.45,7.97799,0.605456,39.6003,0.45,-6.71747,-16.6771,39.6003,0.45,-14.127,-4.6733,39.6003,0.45,-12.1502,-11.5211,39.6003,0.45
-17.176,2.20698,34.4064,0.46,-10.0924,9.10261,34.4064,0.46,2.91965,-0.945073,34.4064,0.46,-5.07261,13.7498,34.4064,0.46,11.1964,8.55597,34.4064,0.46,-11.8588,13.8958,34.4064,0.46,7.99581,0.608001,34.4064,0.46,-6.7217,-16.6887,34.4064,0.46,-14.1386,-4.67686,34.4064,0.46,-12.1592,-11.5298,34.4064,0.46
-17.1883,2.20891,29.2124,0.47,-10.0995,9.10309,29.2124,0.47,2.92562,-0.950544,29.2124,0.47,-5.07512,13.7619,29.2124,0.47,11.2062,8.56349,29.2124,0.47,-11.8703,13.9122,29.2124,0.47,8.01353,0.610522,29.2124,0.47,-6.72593,-16.7004,29.2124,0.47,-14.1501,-4.68044,29.2124,0.47,-12.1682,-11.5385,29.2124,0.47
-17.2005,2.21083,24.0184,0.48,-10.1067,9.10372,24.0184,0.48,2.93168,-0.956005,24.0184,0.48,-5.07765,13.7739,24.0184,0.48,11.2159,8.57101,24.0184,0.48,-11.8817,13.9284,24.0184,0.48,8.03116,0.613021,24.0184,0.48,-6.73016,-16.712,24.0184,0.48,-14.1617,-4.68401,24.0184,0.48,-12.1772,-11.5473,24.0184,0.48
-17.2128,2.21275,18.8245,0.49,-10.1139,9.10449,18.8245,0.49,2.93782,-0.961455,18.8245,0.49,-5.0802,13.786,18.8245,0.49,11.2256,8.57853,18.8245,0.49,-11.8931,13.9444,18.8245,0.49,8.0487,0.615499,18.8245,0.49,-6.73439,-16.7236,18.8245,0.49,-14.1733,-4.68758,18.8245,0.49,-12.1861,-11.556,18.8245,0.49
-17.2251,2.21467,13.6305,0.5,-10.1212,9.1054,13.6305,0.5,2.94405,-0.966894,13.6305,0.5,-5.08276,13.798,13.6305,0.5,11.2354,8.58605,13.6305,0.5,-11.9045,13.9604,13.6305,0.5,8.06615,0.617957,13.6305,0.5,-6.73863,-16.7352,13.6305,0.5,-14.1849,-4.69116,13.6305,0.5,-12.1951,-11.5647,13.6305,0.5
-17.2374,2.21659,8.43656,0.51,-10.1285,9.10643,8.43656,0.51,2.95036,-0.972324,8.43656,0.51,-5.08535,13.81,8.43656,0.51,11.2451,8.59357,8.43656,0.51,-11.9157,13.9762,8.43656,0.51,8.08351,0.620394,8.43656,0.51,-6.74286,-16.7468,8.43656,0.51,-14.1965,-4.69474,8.43656,0.51,-12.2041,-11.5734,8.43656,0.51
-17.2496,2.2185,36.1671,0.52,-10.1358,9.10759,36.1671,0.52,2.95675,-0.977744,36.1671,0.52,-5.08795,13.822,36.1671,0.52,11.2548,8.60109,36.1671,0.52,-11.9269,13.9919,36.1671,0.52,8.10079,0.622812,36.1671,0.52,-6.7471,-16.7584,36.1671,0.52,-14.208,-4.69831,36.1671,0.52,-12.2131,-11.5821,36.1671,0.52
-17.2619,2.22041,32.7298,0.53,-10.1432,9.10886,32.7298,0.53,2.96322,-0.983156,32.7298,0.53,-5.09056,13.8341,32.7298,0.53,11.2645,8.60861,32.7298,0.53,-11.9381,14.0075,32.7298,0.53,8.11799,0.625212,32.7298,0.53,-6.75134,-16.77,32.7298,0.53,-14.2196,-4.7019,32.7298,0.53,-12.222,-11.5909,32.7298,0.53
-17.2742,2.22232,27.4752,0.54,-10.1506,9.11026,27.4752,0.54,2.96976,-0.988558,27.4752,0.54,-5.0932,13.8461,27.4752,0.54,11.2743,8.61613,27.4752,0.54,-11.9492,14.023,27.4752,0.54,8.13511,0.627593,27.4752,0.54,-6.75558,-16.7816,27.4752,0.54,-14.2312,-4.70548,27.4752,0.54,-12.231,-11.5996,27.4752,0.54
-17.2865,2.22423,22.2834,0.55,-10.1581,9.11177,22.2834,0.55,2.97638,-0.993953,22.2834,0.55,-5.09585,13.8581,22.2834,0.55,11.284,8.62365,22.2834,0.55,-11.9602,14.0383,22.2834,0.55,8.15215,0.629956,22.2834,0.55,-6.75982,-16.7931,22.2834,0.55,-14.2428,-4.70906,22.2834,0.55,-12.24,-11.6083,22.2834,0.55
-17.2987,2.22614,17.0893,0.56,-10.1656,9.11338,17.0893,0.56,2.98306,-0.999339,17.0893,0.56,-5.09851,13.87,17.0893,0.56,11.2937,8.63117,17.0893,0.56,-11.9713,14.0536,17.0893,0.56,8.16912,0.632302,17.0893,0.56,-6.76406,-16.8047,17.0893,0.56,-14.2544,-4.71265,17.0893,0.56,-12.2489,-11.617,17.0893,0.56
-17.311,2.22804,11.8954,0.57,-10.1731,9.1151,11.8954,0.57,2.98982,-1.00472,11.8954,0.57,-5.1012,13.882,11.8954,0.57,11.3034,8.63868,11.8954,0.57,-11.9822,14.0687,11.8954,0.57,8.18602,0.634631,11.8954,0.57,-6.76831,-16.8163,11.8954,0.57,-14.2659,-4.71624,11.8954,0.57,-12.2579,-11.6257,11.8954,0.57
-17.3233,2.22995,6.70141,0.58,-10.1806,9.11693,6.70141,0.58,2.99664,-1.01009,6.70141,0.58,-5.10389,13.894,6.70141,0.58,11.3132,8.6462,6.70141,0.58,-11.9931,14.0838,6.70141,0.58,8.20285,0.636943,6.70141,0.58,-6.77256,-16.8279,6.70141,0.58,-14.2775,-4.71982,6.70141,0.58,-12.2669,-11.6344,6.70141,0.58
-17.3355,2.23185,71.0261,0.59,-10.1882,9.11885,71.0261,0.59,3.00352,-1.01545,71.0261,0.59,-5.1066,13.906,71.0261,0.59,11.3229,8.65372,71.0261,0.59,-12.004,14.0988,71.0261,0.59,8.21961,0.63924,71.0261,0.59,-6.7768,-16.8395,71.0261,0.59,-14.2891,-4.72342,71.0261,0.59,-12.2758,-11.6431,71.0261,0.59
-17.3478,2.23375,69.5412,0.6,-10.1958,9.12086,69.5412,0.6,3.01047,-1.02081,69.5412,0.6,-5.10933,13.9179,69.5412,0.6,11.3326,8.66124,69.5412,0.6,-12.0148,14.1136,69.5412,0.6,8.2363,0.641522,69.5412,0.6,-6.78106,-16.8511,69.5412,0.6,-14.3007,-4.72701,69.5412,0.6,-12.2848,-11.6518,69.5412,0.6
-17.36,2.23564,64.2193,0.61,-10.2035,9.12297,64.2193,0.61,3.01748,-1.02616,64.2193,0.61,-5.11207,13.9299,64.2193,0.61,11.3424,8.66876,64.2193,0.61,-12.0256,14.1284,64.2193,0.61,8.25292,0.643788,64.2193,0.61,-6.78531,-16.8627,64.2193,0.61,-14.3123,-4.7306,64.2193,0.61,-12.2938,-11.6605,64.2193,0.61
-17.3723,2.23754,59.0297,0.62,-10.2111,9.12517,59.0297,0.62,3.02456,-1.03151,59.0297,0.62,-5.11483,13.9419,59.0297,0.62,11.3521,8.67627,59.0297,0.62,-12.0363,14.1431,59.0297,0.62,8.26949,0.64604,59.0297,0.62,-6.78956,-16.8743,59.0297,0.62,-14.3238,-4.7342,59.0297,0.62,-12.3027,-11.6692,59.0297,0.62
-17.3846,2.23943,53.8356,0.63,-10.2188,9.12746,53.8356,0.63,3.03169,-1.03685,53.8356,0.63,-5.1176,13.9538,53.8356,0.63,11.3618,8.68379,53.8356,0.63,-12.047,14.1578,53.8356,0.63,8.28599,0.648277,53.8356,0.63,-6.79381,-16.8858,53.8356,0.63,-14.3354,-4.73779,53.8356,0.63,-12.3117,-11.6779,53.8356,0.63
-17.3968,2.24133,48.6417,0.64,-10.2265,9.12983,48.6417,0.64,3.03887,-1.04218,48.6417,0.64,-5.12038,13.9657,48.6417,0.64,11.3715,8.69131,48.6417,0.64,-12.0576,14.1723,48.6417,0.64,8.30243,0.650501,48.6417,0.64,-6.79807,-16.8974,48.6417,0.64,-14.347,-4.74139,48.6417,0.64,-12.3206,-11.6866,48.6417,0.64
-17.4091,2.24322,43.4477,0.65,-10.2343,9.13228,43.4477,0.65,3.04612,-1.04751,43.4477,0.65,-5.12318,13.9777,43.4477,0.65,11.3813,8.69882,43.4477,0.65,-12.0682,14.1868,43.4477,0.65,8.31881,0.652711,43.4477,0.65,-6.80233,-16.909,43.4477,0.65,-14.3586,-4.74499,43.4477,0.65,-12.3296,-11.6952,43.4477,0.65
-17.4213,2.2451,38.2537,0.66,-10.2421,9.13481,38.2537,0.66,3.05342,-1.05283,38.2537,0.66,-5.12599,13.9896,38.2537,0.66,11.391,8.70634,38.2537,0.66,-12.0788,14.2012,38.2537,0.66,8.33513,0.654907,38.2537,0.66,-6.80659,-16.9206,38.2537,0.66,-14.3702,-4.74859,38.2537,0.66,-12.3386,-11.7039,38.2537,0.66
-17.4336,2.24699,33.0598,0.67,-10.2498,9.13742,33.0598,0.67,3.06077,-1.05815,33.0598,0.67,-5.12881,14.0015,33.0598,0.67,11.4007,8.71385,33.0598,0.67,-12.0894,14.2155,33.0598,0.67,8.3514,0.657091,33.0598,0.67,-6.81085,-16.9321,33.0598,0.67,-14.3818,-4.75219,33.0598,0.67,-12.3475,-11.7126,33.0598,0.67
-17.4459,2.24887,27.8658,0.68,-10.2577,9.1401,27.8658,0.68,3.06817,-1.06347,27.8658,0.68,-5.13165,14.0135,27.8658,0.68,11.4104,8.72137,27.8658,0.68,-12.0999,14.2297,27.8658,0.68,8.36761,0.659262,27.8658,0.68,-6.81511,-16.9437,27.8658,0.68,-14.3933,-4.7558,27.8658,0.68,-12.3565,-11.7213,27.8658,0.68
