X_0,Y_0,Z_0,Time_list_0,X_1,Y_1,Z_1,Time_list_1,X_2,Y_2,Z_2,Time_list_2,X_3,Y_3,Z_3,Time_list_3,X_4,Y_4,Z_4,Time_list_4,X_5,Y_5,Z_5,Time_list_5,X_6,Y_6,Z_6,Time_list_6,X_7,Y_7,Z_7,Time_list_7,X_8,Y_8,Z_8,Time_list_8,X_9,Y_9,Z_9,Time_list_9,Temperature_list,Speed_list
4.88033,1.09311,9.79799,0.0268,-2.39466,1.52639,9.79813,0.0268,-0.119252,-0.628018,9.79826,0.0268,-0.374453,3.38965,9.79822,0.0268,2.82262,3.15132,9.79826,0.0268,-4.49847,4.22933,9.7981,0.0268,2.4844,-0.177319,9.79818,0.0268,-1.10834,-3.93189,9.79824,0.0268,-3.96778,-1.11358,9.79797,0.0268,-3.92506,-3.41471,9.79797,0.0268,18053.4,
4.87973,1.09454,9.79796,0.0269,-2.39383,1.52653,9.79812,0.0269,-0.120193,-0.628921,9.79823,0.0269,-0.373015,3.38959,9.79819,0.0269,2.82093,3.15274,9.79823,0.0269,-4.49873,4.22807,9.79809,0.0269,2.48427,-0.178765,9.79816,0.0269,-1.10667,-3.93085,9.79822,0.0269,-3.9672,-1.11317,9.79794,0.0269,-3.92594,-3.41549,9.79794,0.0269,17927,
4.87912,1.09597,9.79793,0.027,-2.393,1.52667,9.7981,0.027,-0.121131,-0.629821,9.7982,0.027,-0.371583,3.38953,9.79816,0.027,2.81924,3.15416,9.7982,0.027,-4.49899,4.22682,9.79807,0.027,2.48413,-0.180208,9.79813,0.027,-1.10501,-3.9298,9.79819,0.027,-3.96662,-1.11277,9.79791,0.027,-3.92682,-3.41628,9.79791,0.027,17801.3,
4.87852,1.0974,9.79789,0.0271,-2.39217,1.52681,9.79807,0.0271,-0.122062,-0.630718,9.79816,0.0271,-0.370158,3.38947,9.79813,0.0271,2.81756,3.15557,9.79816,0.0271,-4.49924,4.22558,9.79804,0.0271,2.484,-0.181651,9.79809,0.0271,-1.10336,-3.92876,9.79815,0.0271,-3.96604,-1.11236,9.79788,0.0271,-3.9277,-3.41706,9.79787,0.0271,17673.3,
4.87792,1.09881,9.79786,0.0272,-2.39135,1.52696,9.79805,0.0272,-0.122984,-0.631612,9.79813,0.0272,-0.368741,3.38941,9.79809,0.0272,2.81589,3.15698,9.79812,0.0272,-4.49949,4.22434,9.79802,0.0272,2.48387,-0.183091,9.79806,0.0272,-1.10171,-3.92773,9.79812,0.0272,-3.96546,-1.11196,9.79784,0.0272,-3.92858,-3.41783,9.79784,0.0272,17545.8,
4.8773,1.10022,9.79782,0.0273,-2.39053,1.5271,9.79802,0.0273,-0.123895,-0.632503,9.79809,0.0273,-0.36733,3.38936,9.79805,0.0273,2.81422,3.15839,9.79808,0.0273,-4.49974,4.2231,9.79799,0.0273,2.48375,-0.18453,9.79802,0.0273,-1.10008,-3.9267,9.79808,0.0273,-3.96489,-1.11156,9.7978,0.0273,-3.92946,-3.4186,9.7978,0.0273,17419.7,
4.87669,1.10163,9.79778,0.0274,-2.38972,1.52724,9.79799,0.0274,-0.124796,-0.633391,9.79805,0.0274,-0.365925,3.38931,9.79802,0.0274,2.81255,3.15979,9.79804,0.0274,-4.49998,4.22187,9.79796,0.0274,2.48362,-0.185966,9.79798,0.0274,-1.09844,-3.92567,9.79805,0.0274,-3.96431,-1.11116,9.79776,0.0274,-3.93034,-3.41937,9.79776,0.0274,17294.6,
4.87606,1.10302,9.79774,0.0275,-2.3889,1.52739,9.79796,0.0275,-0.125687,-0.634276,9.79801,0.0275,-0.364528,3.38925,9.79798,0.0275,2.81089,3.16118,9.798,0.0275,-4.50022,4.22064,9.79793,0.0275,2.4835,-0.187402,9.79795,0.0275,-1.09682,-3.92464,9.79801,0.0275,-3.96374,-1.11077,9.79772,0.0275,-3.93121,-3.42013,9.79772,0.0275,17170.4,
4.87544,1.10441,9.7977,0.0276,-2.38809,1.52753,9.79793,0.0276,-0.12657,-0.635159,9.79797,0.0276,-0.363137,3.38921,9.79794,0.0276,2.80923,3.16258,9.79796,0.0276,-4.50045,4.21942,9.7979,0.0276,2.48338,-0.188835,9.79791,0.0276,-1.0952,-3.92362,9.79797,0.0276,-3.96317,-1.11037,9.79768,0.0276,-3.93209,-3.42088,9.79768,0.0276,17047.4,
4.8748,1.10579,9.79766,0.0277,-2.38728,1.52768,9.79789,0.0277,-0.127443,-0.636038,9.79793,0.0277,-0.361753,3.38916,9.7979,0.0277,2.80758,3.16397,9.79792,0.0277,-4.50068,4.2182,9.79787,0.0277,2.48327,-0.190267,9.79787,0.0277,-1.0936,-3.9226,9.79793,0.0277,-3.96259,-1.10998,9.79765,0.0277,-3.93296,-3.42163,9.79764,0.0277,16925.2,
4.87417,1.10717,9.79762,0.0278,-2.38648,1.52783,9.79786,0.0278,-0.128307,-0.636915,9.7979,0.0278,-0.360376,3.38912,9.79787,0.0278,2.80593,3.16535,9.79788,0.0278,-4.5009,4.21698,9.79783,0.0278,2.48316,-0.191697,9.79783,0.0278,-1.09199,-3.92159,9.7979,0.0278,-3.96202,-1.10959,9.79761,0.0278,-3.93383,-3.42238,9.7976,0.0278,16803.8,
4.87353,1.10853,9.79758,0.0279,-2.38568,1.52797,9.79783,0.0279,-0.129163,-0.637789,9.79786,0.0279,-0.359006,3.38908,9.79783,0.0279,2.80429,3.16673,9.79785,0.0279,-4.50112,4.21577,9.7978,0.0279,2.48305,-0.193126,9.7978,0.0279,-1.0904,-3.92058,9.79786,0.0279,-3.96145,-1.1092,9.79757,0.0279,-3.9347,-3.42312,9.79756,0.0279,16683.3,
4.87288,1.10989,9.79755,0.028,-2.38488,1.52812,9.79779,0.028,-0.130011,-0.638659,9.79783,0.028,-0.357643,3.38904,9.7978,0.028,2.80265,3.16811,9.79781,0.028,-4.50134,4.21457,9.79777,0.028,2.48294,-0.194552,9.79776,0.028,-1.08881,-3.91957,9.79783,0.028,-3.96089,-1.10881,9.79754,0.028,-3.93557,-3.42386,9.79753,0.028,16563.6,
4.87224,1.11125,9.79752,0.0281,-2.38408,1.52827,9.79776,0.0281,-0.13085,-0.639527,9.79779,0.0281,-0.356286,3.389,9.79776,0.0281,2.80102,3.16948,9.79778,0.0281,-4.50155,4.21337,9.79774,0.0281,2.48284,-0.195978,9.79773,0.0281,-1.08723,-3.91857,9.7978,0.0281,-3.96032,-1.10842,9.79751,0.0281,-3.93643,-3.4246,9.7975,0.0281,16444.6,
4.87158,1.11259,9.79748,0.0282,-2.38329,1.52842,9.79773,0.0282,-0.131682,-0.640392,9.79776,0.0282,-0.354936,3.38896,9.79773,0.0282,2.79939,3.17085,9.79775,0.0282,-4.50175,4.21217,9.79771,0.0282,2.48274,-0.197401,9.7977,0.0282,-1.08565,-3.91757,9.79777,0.0282,-3.95975,-1.10804,9.79748,0.0282,-3.9373,-3.42533,9.79747,0.0282,16327.1,
4.87093,1.11394,9.79746,0.0283,-2.3825,1.52857,9.7977,0.0283,-0.132506,-0.641254,9.79774,0.0283,-0.353592,3.38893,9.79771,0.0283,2.79777,3.17222,9.79772,0.0283,-4.50196,4.21097,9.79768,0.0283,2.48264,-0.198823,9.79768,0.0283,-1.08409,-3.91657,9.79774,0.0283,-3.95919,-1.10765,9.79745,0.0283,-3.93816,-3.42605,9.79744,0.0283,16210.7,
4.87027,1.11527,9.79743,0.0284,-2.38171,1.52872,9.79768,0.0284,-0.133322,-0.642113,9.79771,0.0284,-0.352256,3.3889,9.79768,0.0284,2.79615,3.17358,9.79769,0.0284,-4.50216,4.20979,9.79765,0.0284,2.48254,-0.200243,9.79765,0.0284,-1.08253,-3.91558,9.79772,0.0284,-3.95862,-1.10727,9.79742,0.0284,-3.93902,-3.42678,9.79741,0.0284,16095,
4.86961,1.1166,9.79741,0.0285,-2.38093,1.52887,9.79765,0.0285,-0.134131,-0.642969,9.79769,0.0285,-0.350926,3.38887,9.79766,0.0285,2.79454,3.17494,9.79767,0.0285,-4.50235,4.2086,9.79763,0.0285,2.48245,-0.201662,9.79763,0.0285,-1.08097,-3.91459,9.79769,0.0285,-3.95806,-1.10689,9.7974,0.0285,-3.93988,-3.42749,9.79739,0.0285,15980.3,
4.86895,1.11792,9.79739,0.0286,-2.38014,1.52902,9.79763,0.0286,-0.134933,-0.643822,9.79767,0.0286,-0.349603,3.38884,9.79764,0.0286,2.79293,3.17629,9.79765,0.0286,-4.50254,4.20742,9.79761,0.0286,2.48235,-0.203079,9.79761,0.0286,-1.07943,-3.9136,9.79768,0.0286,-3.9575,-1.10651,9.79739,0.0286,-3.94074,-3.42821,9.79737,0.0286,15866.4,
4.86828,1.11923,9.79738,0.0287,-2.37937,1.52918,9.79761,0.0287,-0.135728,-0.644672,9.79765,0.0287,-0.348286,3.38881,9.79763,0.0287,2.79133,3.17764,9.79764,0.0287,-4.50273,4.20624,9.79759,0.0287,2.48226,-0.204495,9.7976,0.0287,-1.07788,-3.91262,9.79766,0.0287,-3.95694,-1.10613,9.79737,0.0287,-3.9416,-3.42891,9.79736,0.0287,15753.6,
4.86762,1.12054,9.79737,0.0288,-2.37859,1.52933,9.79759,0.0288,-0.136517,-0.64552,9.79764,0.0288,-0.346977,3.38879,9.79761,0.0288,2.78973,3.17899,9.79763,0.0288,-4.50291,4.20507,9.79757,0.0288,2.48218,-0.205909,9.79759,0.0288,-1.07635,-3.91164,9.79765,0.0288,-3.95638,-1.10575,9.79736,0.0288,-3.94246,-3.42962,9.79735,0.0288,15641.8,
4.86695,1.12184,9.79736,0.0289,-2.37782,1.52948,9.79758,0.0289,-0.137298,-0.646364,9.79763,0.0289,-0.345674,3.38876,9.7976,0.0289,2.78814,3.18033,9.79762,0.0289,-4.50309,4.2039,9.79756,0.0289,2.48209,-0.207321,9.79758,0.0289,-1.07482,-3.91067,9.79764,0.0289,-3.95582,-1.10538,9.79735,0.0289,-3.94331,-3.43032,9.79734,0.0289,15531.5,
4.86627,1.12313,9.79735,0.029,-2.37705,1.52964,9.79757,0.029,-0.138074,-0.647205,9.79763,0.029,-0.344377,3.38874,9.7976,0.029,2.78655,3.18167,9.79761,0.029,-4.50326,4.20274,9.79755,0.029,2.48201,-0.208732,9.79758,0.029,-1.0733,-3.9097,9.79764,0.029,-3.95526,-1.105,9.79735,0.029,-3.94416,-3.43101,9.79733,0.029,15421.7,
4.8656,1.12442,9.79735,0.0291,-2.37628,1.52979,9.79756,0.0291,-0.138843,-0.648043,9.79763,0.0291,-0.343088,3.38872,9.7976,0.0291,2.78497,3.183,9.79761,0.0291,-4.50344,4.20158,9.79754,0.0291,2.48193,-0.210142,9.79758,0.0291,-1.07179,-3.90873,9.79764,0.0291,-3.9547,-1.10463,9.79735,0.0291,-3.94502,-3.43171,9.79733,0.0291,15313.3,
4.86492,1.1257,9.79735,0.0292,-2.37551,1.52995,9.79756,0.0292,-0.139606,-0.648879,9.79763,0.0292,-0.341805,3.38871,9.7976,0.0292,2.78339,3.18434,9.79761,0.0292,-4.5036,4.20042,9.79753,0.0292,2.48186,-0.21155,9.79758,0.0292,-1.07028,-3.90777,9.79764,0.0292,-3.95415,-1.10426,9.79735,0.0292,-3.94587,-3.4324,9.79733,0.0292,15205.3,
4.86425,1.12697,9.79736,0.0293,-2.37475,1.5301,9.79755,0.0293,-0.140363,-0.649711,9.79763,0.0293,-0.340528,3.38869,9.7976,0.0293,2.78182,3.18566,9.79762,0.0293,-4.50377,4.19927,9.79753,0.0293,2.48178,-0.212956,9.79758,0.0293,-1.06878,-3.90681,9.79764,0.0293,-3.95359,-1.10389,9.79736,0.0293,-3.94672,-3.43308,9.79734,0.0293,15098.9,
4.86357,1.12824,9.79737,0.0294,-2.37399,1.53026,9.79755,0.0294,-0.141114,-0.65054,9.79764,0.0294,-0.339259,3.38868,9.79761,0.0294,2.78025,3.18699,9.79762,0.0294,-4.50393,4.19812,9.79753,0.0294,2.48171,-0.214361,9.79759,0.0294,-1.06729,-3.90585,9.79765,0.0294,-3.95304,-1.10352,9.79737,0.0294,-3.94756,-3.43376,9.79735,0.0294,14993.7,
4.86289,1.1295,9.79738,0.0295,-2.37324,1.53042,9.79756,0.0295,-0.14186,-0.651367,9.79765,0.0295,-0.337996,3.38866,9.79762,0.0295,2.77869,3.18831,9.79763,0.0295,-4.50408,4.19698,9.79753,0.0295,2.48164,-0.215765,9.7976,0.0295,-1.0658,-3.90489,9.79766,0.0295,-3.95248,-1.10315,9.79738,0.0295,-3.94841,-3.43444,9.79736,0.0295,14889,
4.8622,1.13075,9.79739,0.0296,-2.37248,1.53057,9.79756,0.0296,-0.1426,-0.65219,9.79766,0.0296,-0.336739,3.38865,9.79763,0.0296,2.77713,3.18963,9.79765,0.0296,-4.50424,4.19584,9.79754,0.0296,2.48157,-0.217166,9.79761,0.0296,-1.06432,-3.90395,9.79767,0.0296,-3.95193,-1.10278,9.79739,0.0296,-3.94926,-3.43511,9.79737,0.0296,14786.2,
4.86152,1.132,9.79741,0.0297,-2.37173,1.53073,9.79757,0.0297,-0.143334,-0.653011,9.79767,0.0297,-0.335489,3.38864,9.79764,0.0297,2.77558,3.19094,9.79766,0.0297,-4.50439,4.19471,9.79755,0.0297,2.48151,-0.218567,9.79763,0.0297,-1.06284,-3.903,9.79769,0.0297,-3.95138,-1.10241,9.79741,0.0297,-3.9501,-3.43578,9.79739,0.0297,14683.6,
4.86083,1.13324,9.79742,0.0298,-2.37098,1.53089,9.79758,0.0298,-0.144064,-0.653828,9.79769,0.0298,-0.334246,3.38864,9.79766,0.0298,2.77404,3.19225,9.79768,0.0298,-4.50453,4.19357,9.79756,0.0298,2.48145,-0.219966,9.79764,0.0298,-1.06137,-3.90206,9.7977,0.0298,-3.95083,-1.10205,9.79742,0.0298,-3.95094,-3.43644,9.7974,0.0298,14581.5,
4.86015,1.13448,9.79744,0.0299,-2.37024,1.53105,9.79759,0.0299,-0.144788,-0.654643,9.79771,0.0299,-0.333009,3.38863,9.79767,0.0299,2.7725,3.19356,9.7977,0.0299,-4.50467,4.19245,9.79757,0.0299,2.48138,-0.221363,9.79766,0.0299,-1.05991,-3.90112,9.79772,0.0299,-3.95028,-1.10168,9.79744,0.0299,-3.95179,-3.4371,9.79742,0.0299,14480.7,
4.85946,1.13571,9.79746,0.03,-2.36949,1.53121,9.7976,0.03,-0.145507,-0.655454,9.79773,0.03,-0.331779,3.38863,9.79769,0.03,2.77096,3.19487,9.79772,0.03,-4.50481,4.19132,9.79758,0.03,2.48133,-0.222759,9.79768,0.03,-1.05845,-3.90018,9.79774,0.03,-3.94973,-1.10132,9.79746,0.03,-3.95263,-3.43776,9.79744,0.03,14380.1,
4.85877,1.13693,9.79749,0.0301,-2.36875,1.53137,9.79762,0.0301,-0.146221,-0.656263,9.79775,0.0301,-0.330555,3.38863,9.79771,0.0301,2.76943,3.19617,9.79774,0.0301,-4.50495,4.1902,9.79759,0.0301,2.48127,-0.224154,9.7977,0.0301,-1.057,-3.89925,9.79776,0.0301,-3.94919,-1.10096,9.79749,0.0301,-3.95346,-3.43841,9.79747,0.0301,14280.1,
4.85808,1.13815,9.79751,0.0302,-2.36801,1.53153,9.79763,0.0302,-0.146929,-0.657068,9.79777,0.0302,-0.329338,3.38863,9.79773,0.0302,2.76791,3.19747,9.79776,0.0302,-4.50508,4.18909,9.79761,0.0302,2.48122,-0.225547,9.79772,0.0302,-1.05556,-3.89832,9.79778,0.0302,-3.94864,-1.1006,9.79751,0.0302,-3.9543,-3.43906,9.79749,0.0302,14180.4,
4.85739,1.13935,9.79753,0.0303,-2.36728,1.53169,9.79765,0.0303,-0.147634,-0.657871,9.79779,0.0303,-0.328127,3.38863,9.79775,0.0303,2.76639,3.19876,9.79778,0.0303,-4.50521,4.18797,9.79763,0.0303,2.48116,-0.226939,9.79775,0.0303,-1.05412,-3.8974,9.7978,0.0303,-3.94809,-1.10024,9.79753,0.0303,-3.95514,-3.4397,9.79751,0.0303,14081.5,
4.8567,1.14056,9.79756,0.0304,-2.36655,1.53185,9.79767,0.0304,-0.148333,-0.658671,9.79781,0.0304,-0.326923,3.38863,9.79778,0.0304,2.76488,3.20005,9.79781,0.0304,-4.50533,4.18687,9.79765,0.0304,2.48111,-0.228329,9.79777,0.0304,-1.05269,-3.89648,9.79783,0.0304,-3.94755,-1.09988,9.79756,0.0304,-3.95597,-3.44034,9.79754,0.0304,13984,
4.85601,1.14175,9.79758,0.0305,-2.36582,1.53201,9.79769,0.0305,-0.149028,-0.659467,9.79784,0.0305,-0.325726,3.38863,9.7978,0.0305,2.76337,3.20134,9.79783,0.0305,-4.50545,4.18576,9.79766,0.0305,2.48107,-0.229718,9.79779,0.0305,-1.05126,-3.89556,9.79785,0.0305,-3.94701,-1.09952,9.79758,0.0305,-3.95681,-3.44098,9.79756,0.0305,13886.9,
4.85532,1.14295,9.7976,0.0306,-2.36509,1.53217,9.79771,0.0306,-0.149718,-0.660261,9.79786,0.0306,-0.324534,3.38864,9.79782,0.0306,2.76187,3.20263,9.79785,0.0306,-4.50557,4.18466,9.79768,0.0306,2.48102,-0.231106,9.79781,0.0306,-1.04984,-3.89464,9.79787,0.0306,-3.94646,-1.09916,9.79761,0.0306,-3.95764,-3.44162,9.79758,0.0306,13790.2,
4.85463,1.14413,9.79763,0.0307,-2.36437,1.53234,9.79773,0.0307,-0.150404,-0.661052,9.79788,0.0307,-0.32335,3.38864,9.79784,0.0307,2.76038,3.20391,9.79787,0.0307,-4.50568,4.18357,9.7977,0.0307,2.48098,-0.232492,9.79783,0.0307,-1.04843,-3.89373,9.79789,0.0307,-3.94592,-1.09881,9.79763,0.0307,-3.95847,-3.44225,9.79761,0.0307,13693.9,
4.85393,1.14531,9.79765,0.0308,-2.36364,1.5325,9.79774,0.0308,-0.151086,-0.661839,9.7979,0.0308,-0.322172,3.38865,9.79786,0.0308,2.75889,3.20519,9.79789,0.0308,-4.5058,4.18247,9.79772,0.0308,2.48094,-0.233877,9.79785,0.0308,-1.04702,-3.89283,9.79791,0.0308,-3.94538,-1.09845,9.79765,0.0308,-3.9593,-3.44287,9.79763,0.0308,13598.3,
4.85324,1.14648,9.79767,0.0309,-2.36293,1.53266,9.79776,0.0309,-0.151763,-0.662624,9.79792,0.0309,-0.321001,3.38866,9.79788,0.0309,2.7574,3.20646,9.79791,0.0309,-4.5059,4.18139,9.79774,0.0309,2.4809,-0.23526,9.79787,0.0309,-1.04562,-3.89192,9.79793,0.0309,-3.94484,-1.0981,9.79767,0.0309,-3.96013,-3.44349,9.79765,0.0309,13503.9,
4.85255,1.14764,9.79769,0.031,-2.36221,1.53283,9.79778,0.031,-0.152436,-0.663406,9.79794,0.031,-0.319836,3.38867,9.7979,0.031,2.75592,3.20774,9.79793,0.031,-4.50601,4.1803,9.79775,0.031,2.48086,-0.236643,9.79789,0.031,-1.04422,-3.89102,9.79795,0.031,-3.94431,-1.09774,9.79769,0.031,-3.96096,-3.44411,9.79767,0.031,13409.7,
4.85185,1.1488,9.79771,0.0311,-2.36149,1.53299,9.7978,0.0311,-0.153104,-0.664184,9.79796,0.0311,-0.318677,3.38869,9.79791,0.0311,2.75445,3.20901,9.79795,0.0311,-4.50611,4.17922,9.79777,0.0311,2.48083,-0.238024,9.79791,0.0311,-1.04283,-3.89013,9.79797,0.0311,-3.94377,-1.09739,9.79771,0.0311,-3.96179,-3.44473,9.79769,0.0311,13316.7,
4.85116,1.14996,9.79772,0.0312,-2.36078,1.53316,9.79781,0.0312,-0.153769,-0.66496,9.79797,0.0312,-0.317525,3.3887,9.79793,0.0312,2.75298,3.21028,9.79797,0.0312,-4.50621,4.17814,9.79779,0.0312,2.48079,-0.239403,9.79792,0.0312,-1.04145,-3.88924,9.79798,0.0312,-3.94323,-1.09704,9.79773,0.0312,-3.96262,-3.44534,9.79771,0.0312,13223.8,
4.85046,1.1511,9.79774,0.0313,-2.36007,1.53332,9.79783,0.0313,-0.15443,-0.665733,9.79799,0.0313,-0.316379,3.38872,9.79794,0.0313,2.75152,3.21154,9.79798,0.0313,-4.5063,4.17707,9.7978,0.0313,2.48076,-0.240781,9.79794,0.0313,-1.04007,-3.88835,9.798,0.0313,-3.9427,-1.09669,9.79774,0.0313,-3.96344,-3.44595,9.79772,0.0313,13132.2,
4.84977,1.15225,9.79775,0.0314,-2.35937,1.53349,9.79784,0.0314,-0.155086,-0.666502,9.798,0.0314,-0.31524,3.38873,9.79795,0.0314,2.75006,3.2128,9.79799,0.0314,-4.50639,4.176,9.79781,0.0314,2.48074,-0.242158,9.79795,0.0314,-1.0387,-3.88746,9.79801,0.0314,-3.94216,-1.09634,9.79775,0.0314,-3.96426,-3.44655,9.79774,0.0314,13040.9,
4.84907,1.15338,9.79776,0.0315,-2.35866,1.53366,9.79786,0.0315,-0.155739,-0.667269,9.79801,0.0315,-0.314107,3.38875,9.79797,0.0315,2.74861,3.21406,9.798,0.0315,-4.50648,4.17494,9.79783,0.0315,2.48071,-0.243534,9.79796,0.0315,-1.03733,-3.88658,9.79802,0.0315,-3.94163,-1.09599,9.79777,0.0315,-3.96509,-3.44715,9.79775,0.0315,12950.7,
4.84838,1.15451,9.79777,0.0316,-2.35796,1.53382,9.79787,0.0316,-0.156388,-0.668032,9.79802,0.0316,-0.312981,3.38877,9.79797,0.0316,2.74717,3.21531,9.79801,0.0316,-4.50657,4.17387,9.79784,0.0316,2.48068,-0.244908,9.79797,0.0316,-1.03597,-3.8857,9.79803,0.0316,-3.9411,-1.09564,9.79778,0.0316,-3.96591,-3.44775,9.79776,0.0316,12861.3,
4.84768,1.15563,9.79778,0.0317,-2.35726,1.53399,9.79788,0.0317,-0.157033,-0.668793,9.79802,0.0317,-0.31186,3.38879,9.79798,0.0317,2.74573,3.21657,9.79802,0.0317,-4.50665,4.17282,9.79785,0.0317,2.48066,-0.246281,9.79798,0.0317,-1.03461,-3.88483,9.79803,0.0317,-3.94057,-1.09529,9.79778,0.0317,-3.96673,-3.44835,9.79777,0.0317,12771.9,
4.84698,1.15675,9.79779,0.0318,-2.35657,1.53416,9.79789,0.0318,-0.157674,-0.66955,9.79803,0.0318,-0.310747,3.38881,9.79799,0.0318,2.74429,3.21782,9.79802,0.0318,-4.50673,4.17176,9.79785,0.0318,2.48064,-0.247653,9.79798,0.0318,-1.03326,-3.88395,9.79804,0.0318,-3.94003,-1.09495,9.79779,0.0318,-3.96755,-3.44894,9.79777,0.0318,12683.4,
4.84629,1.15786,9.79779,0.0319,-2.35588,1.53432,9.79789,0.0319,-0.158312,-0.670305,9.79803,0.0319,-0.309639,3.38884,9.79799,0.0319,2.74287,3.21906,9.79803,0.0319,-4.50681,4.17071,9.79786,0.0319,2.48062,-0.249023,9.79799,0.0319,-1.03192,-3.88309,9.79804,0.0319,-3.93951,-1.0946,9.79779,0.0319,-3.96837,-3.44952,9.79778,0.0319,12595.9,
4.84559,1.15896,9.79779,0.032,-2.35518,1.53449,9.7979,0.032,-0.158946,-0.671056,9.79803,0.032,-0.308538,3.38886,9.79799,0.032,2.74145,3.22031,9.79803,0.032,-4.50688,4.16966,9.79786,0.032,2.4806,-0.250392,9.79799,0.032,-1.03058,-3.88222,9.79804,0.032,-3.93898,-1.09425,9.79779,0.032,-3.96918,-3.45011,9.79778,0.032,12508.9,
4.8449,1.16006,9.79779,0.0321,-2.3545,1.53466,9.7979,0.0321,-0.159577,-0.671805,9.79803,0.0321,-0.307443,3.38889,9.79799,0.0321,2.74003,3.22155,9.79803,0.0321,-4.50695,4.16862,9.79787,0.0321,2.48059,-0.25176,9.79799,0.0321,-1.02925,-3.88136,9.79804,0.0321,-3.93845,-1.09391,9.79779,0.0321,-3.97,-3.45069,9.79778,0.0321,12422.7,
4.8442,1.16115,9.79779,0.0322,-2.35381,1.53483,9.7979,0.0322,-0.160204,-0.67255,9.79803,0.0322,-0.306355,3.38891,9.79799,0.0322,2.73862,3.22279,9.79802,0.0322,-4.50702,4.16758,9.79787,0.0322,2.48058,-0.253126,9.79798,0.0322,-1.02792,-3.8805,9.79804,0.0322,-3.93792,-1.09357,9.79779,0.0322,-3.97082,-3.45126,9.79778,0.0322,12337.4,
4.8435,1.16224,9.79779,0.0323,-2.35313,1.535,9.7979,0.0323,-0.160827,-0.673293,9.79802,0.0323,-0.305273,3.38894,9.79798,0.0323,2.73722,3.22403,9.79802,0.0323,-4.50708,4.16654,9.79787,0.0323,2.48057,-0.254492,9.79798,0.0323,-1.0266,-3.87965,9.79804,0.0323,-3.93739,-1.09322,9.79779,0.0323,-3.97163,-3.45184,9.79777,0.0323,12252.5,
4.84281,1.16332,9.79778,0.0324,-2.35245,1.53517,9.7979,0.0324,-0.161448,-0.674032,9.79802,0.0324,-0.304197,3.38897,9.79798,0.0324,2.73582,3.22526,9.79801,0.0324,-4.50714,4.16551,9.79787,0.0324,2.48056,-0.255856,9.79798,0.0324,-1.02528,-3.8788,9.79803,0.0324,-3.93687,-1.09288,9.79778,0.0324,-3.97244,-3.45241,9.79777,0.0324,12168.8,
4.84211,1.1644,9.79778,0.0325,-2.35177,1.53534,9.7979,0.0325,-0.162064,-0.674769,9.79801,0.0325,-0.303128,3.389,9.79797,0.0325,2.73442,3.22649,9.79801,0.0325,-4.5072,4.16448,9.79786,0.0325,2.48055,-0.257218,9.79797,0.0325,-1.02397,-3.87795,9.79802,0.0325,-3.93634,-1.09254,9.79777,0.0325,-3.97326,-3.45297,9.79776,0.0325,12085.7,
4.84142,1.16546,9.79777,0.0326,-2.35109,1.53551,9.7979,0.0326,-0.162678,-0.675502,9.798,0.0326,-0.302065,3.38903,9.79796,0.0326,2.73304,3.22772,9.798,0.0326,-4.50726,4.16346,9.79786,0.0326,2.48054,-0.25858,9.79796,0.0326,-1.02266,-3.87711,9.79802,0.0326,-3.93582,-1.0922,9.79777,0.0326,-3.97407,-3.45354,9.79776,0.0326,12002.4,
4.84072,1.16653,9.79776,0.0327,-2.35042,1.53568,9.79789,0.0327,-0.163288,-0.676232,9.79799,0.0327,-0.301008,3.38907,9.79796,0.0327,2.73166,3.22894,9.79799,0.0327,-4.50731,4.16244,9.79785,0.0327,2.48054,-0.25994,9.79795,0.0327,-1.02136,-3.87627,9.79801,0.0327,-3.9353,-1.09186,9.79776,0.0327,-3.97488,-3.4541,9.79775,0.0327,11919.8,
4.84003,1.16758,9.79775,0.0328,-2.34975,1.53585,9.79788,0.0328,-0.163895,-0.67696,9.79798,0.0328,-0.299957,3.3891,9.79795,0.0328,2.73028,3.23017,9.79798,0.0328,-4.50736,4.16142,9.79785,0.0328,2.48054,-0.261299,9.79794,0.0328,-1.02007,-3.87543,9.798,0.0328,-3.93478,-1.09152,9.79775,0.0328,-3.97569,-3.45465,9.79774,0.0328,11838.2,
4.83933,1.16864,9.79774,0.0329,-2.34908,1.53602,9.79788,0.0329,-0.164499,-0.677684,9.79797,0.0329,-0.298913,3.38914,9.79794,0.0329,2.72891,3.23139,9.79797,0.0329,-4.5074,4.16041,9.79784,0.0329,2.48054,-0.262657,9.79793,0.0329,-1.01878,-3.8746,9.79799,0.0329,-3.93426,-1.09118,9.79774,0.0329,-3.9765,-3.45521,9.79773,0.0329,11757.4,
4.83863,1.16968,9.79773,0.033,-2.34841,1.53619,9.79787,0.033,-0.165099,-0.678405,9.79796,0.033,-0.297875,3.38917,9.79792,0.033,2.72755,3.2326,9.79796,0.033,-4.50745,4.1594,9.79783,0.033,2.48054,-0.264014,9.79792,0.033,-1.01749,-3.87377,9.79798,0.033,-3.93374,-1.09085,9.79772,0.033,-3.9773,-3.45576,9.79772,0.033,11677.4,
