X_0,Y_0,Z_0,X_1,Y_1,Z_1,Time_list
-16.5169,2.10517,9.79856,-0.671082,-4.98837,9.79717,0.038
-16.5166,2.10513,9.79852,-0.671081,-4.98837,9.79717,0.0381
-16.5163,2.10509,9.79848,-0.67108,-4.98836,9.79719,0.0382
-16.516,2.10505,9.79844,-0.671079,-4.98835,9.79721,0.0383
-16.5157,2.10501,9.79839,-0.671078,-4.98835,9.79725,0.0384
-16.5154,2.10498,9.79835,-0.671077,-4.98834,9.7973,0.0385
-16.5151,2.10494,9.7983,-0.671076,-4.98833,9.79735,0.0386
-16.5148,2.1049,9.79825,-0.671075,-4.98833,9.79741,0.0387
-16.5145,2.10486,9.7982,-0.671074,-4.98832,9.79748,0.0388
-16.5142,2.10482,9.79816,-0.671073,-4.98831,9.79755,0.0389
-16.5139,2.10479,9.79811,-0.671072,-4.9883,9.79763,0.039
-16.5136,2.10475,9.79807,-0.671071,-4.9883,9.79771,0.0391
-16.5133,2.10471,9.79803,-0.67107,-4.98829,9.79779,0.0392
-16.513,2.10467,9.798,-0.671069,-4.98828,9.79788,0.0393
-16.5127,2.10463,9.79796,-0.671068,-4.98828,9.79796,0.0394
-16.5124,2.10459,9.79793,-0.671068,-4.98827,9.79804,0.0395
-16.5121,2.10456,9.79791,-0.671067,-4.98826,9.79813,0.0396
-16.5118,2.10452,9.79788,-0.671066,-4.98826,9.7982,0.0397
-16.5115,2.10448,9.79787,-0.671065,-4.98825,9.79828,0.0398
-16.5112,2.10444,9.79785,-0.671064,-4.98824,9.79835,0.0399
-16.5109,2.1044,9.79784,-0.671063,-4.98823,9.79841,0.04
-16.5106,2.10436,9.79783,-0.671062,-4.98823,9.79847,0.0401
-16.5103,2.10433,9.79783,-0.671061,-4.98822,9.79852,0.0402
-16.51,2.10429,9.79783,-0.67106,-4.98821,9.79857,0.0403
-16.5097,2.10425,9.79784,-0.671059,-4.98821,9.79861,0.0404
-16.5094,2.10421,9.79785,-0.671058,-4.9882,9.79864,0.0405
-16.5091,2.10417,9.79786,-0.671057,-4.98819,9.79867,0.0406
-16.5088,2.10414,9.79787,-0.671056,-4.98819,9.79869,0.0407
-16.5085,2.1041,9.79789,-0.671055,-4.98818,9.7987,0.0408
-16.5082,2.10406,9.79791,-0.671054,-4.98817,9.7987,0.0409
-16.5079,2.10402,9.79793,-0.671053,-4.98816,9.7987,0.041
-16.5076,2.10398,9.79796,-0.671052,-4.98816,9.79869,0.0411
-16.5073,2.10394,9.79798,-0.671052,-4.98815,9.79868,0.0412
-16.507,2.10391,9.79801,-0.671051,-4.98814,9.79865,0.0413
-16.5067,2.10387,9.79804,-0.67105,-4.98814,9.79863,0.0414
-16.5064,2.10383,9.79806,-0.671049,-4.98813,9.7986,0.0415
-16.5061,2.10379,9.79809,-0.671048,-4.98812,9.79856,0.0416
-16.5058,2.10375,9.79812,-0.671047,-4.98812,9.79852,0.0417
-16.5055,2.10372,9.79814,-0.671046,-4.98811,9.79848,0.0418
-16.5052,2.10368,9.79817,-0.671045,-4.9881,9.79844,0.0419
-16.5049,2.10364,9.79819,-0.671044,-4.98809,9.79839,0.042
-16.5046,2.1036,9.79821,-0.671043,-4.98809,9.79835,0.0421
-16.5043,2.10356,9.79823,-0.671042,-4.98808,9.7983,0.0422
-16.504,2.10352,9.79825,-0.671041,-4.98807,9.79825,0.0423
-16.5037,2.10349,9.79827,-0.67104,-4.98807,9.7982,0.0424
-16.5034,2.10345,9.79828,-0.671039,-4.98806,9.79816,0.0425
-16.5031,2.10341,9.7983,-0.671038,-4.98805,9.79811,0.0426
-16.5028,2.10337,9.79831,-0.671037,-4.98805,9.79807,0.0427
-16.5025,2.10333,9.79832,-0.671036,-4.98804,9.79803,0.0428
-16.5022,2.1033,9.79832,-0.671036,-4.98803,9.798,0.0429
-16.5019,2.10326,9.79832,-0.671035,-4.98802,9.79796,0.043
-16.5016,2.10322,9.79833,-0.671034,-4.98802,9.79793,0.0431
-16.5013,2.10318,9.79832,-0.671033,-4.98801,9.79791,0.0432
-16.501,2.10314,9.79832,-0.671032,-4.988,9.79788,0.0433
-16.5007,2.1031,9.79832,-0.671031,-4.988,9.79787,0.0434
-16.5004,2.10307,9.79831,-0.67103,-4.98799,9.79785,0.0435
-16.5001,2.10303,9.7983,-0.671029,-4.98798,9.79784,0.0436
-16.4998,2.10299,9.79829,-0.671028,-4.98798,9.79783,0.0437
-16.4995,2.10295,9.79828,-0.671027,-4.98797,9.79783,0.0438
-16.4992,2.10291,9.79827,-0.671026,-4.98796,9.79783,0.0439
-16.4989,2.10288,9.79825,-0.671025,-4.98795,9.79784,0.044
-16.4986,2.10284,9.79824,-0.671024,-4.98795,9.79785,0.0441
-16.4983,2.1028,9.79823,-0.671023,-4.98794,9.79786,0.0442
-16.498,2.10276,9.79821,-0.671022,-4.98793,9.79787,0.0443
-16.4977,2.10272,9.79819,-0.671021,-4.98793,9.79789,0.0444
-16.4974,2.10268,9.79818,-0.671021,-4.98792,9.79791,0.0445
-16.4971,2.10265,9.79816,-0.67102,-4.98791,9.79793,0.0446
-16.4968,2.10261,9.79815,-0.671019,-4.98791,9.79796,0.0447
-16.4965,2.10257,9.79814,-0.671018,-4.9879,9.79798,0.0448
-16.4962,2.10253,9.79812,-0.671017,-4.98789,9.79801,0.0449
-16.4959,2.10249,9.79811,-0.671016,-4.98788,9.79804,0.045
-16.4956,2.10246,9.7981,-0.671015,-4.98788,9.79806,0.0451
-16.4953,2.10242,9.79809,-0.671014,-4.98787,9.79809,0.0452
-16.495,2.10238,9.79808,-0.671013,-4.98786,9.79812,0.0453
-16.4947,2.10234,9.79807,-0.671012,-4.98786,9.79814,0.0454
-16.4945,2.1023,9.79806,-0.671011,-4.98785,9.79817,0.0455
-16.4942,2.10227,9.79806,-0.67101,-4.98784,9.79819,0.0456
-16.4939,2.10223,9.79805,-0.671009,-4.98784,9.79821,0.0457
-16.4936,2.10219,9.79805,-0.671008,-4.98783,9.79823,0.0458
-16.4933,2.10215,9.79805,-0.671007,-4.98782,9.79825,0.0459
-16.493,2.10211,9.79805,-0.671006,-4.98781,9.79827,0.046
-16.4927,2.10207,9.79805,-0.671005,-4.98781,9.79828,0.0461
-16.4924,2.10204,9.79805,-0.671005,-4.9878,9.7983,0.0462
-16.4921,2.102,9.79805,-0.671004,-4.98779,9.79831,0.0463
-16.4918,2.10196,9.79806,-0.671003,-4.98779,9.79832,0.0464
-16.4915,2.10192,9.79806,-0.671002,-4.98778,9.79832,0.0465
-16.4912,2.10188,9.79807,-0.671001,-4.98777,9.79832,0.0466
-16.4909,2.10185,9.79807,-0.671,-4.98777,9.79833,0.0467
-16.4906,2.10181,9.79808,-0.670999,-4.98776,9.79832,0.0468
-16.4903,2.10177,9.79809,-0.670998,-4.98775,9.79832,0.0469
-16.49,2.10173,9.7981,-0.670997,-4.98774,9.79832,0.047
-16.4897,2.10169,9.7981,-0.670996,-4.98774,9.79831,0.0471
-16.4894,2.10165,9.79811,-0.670995,-4.98773,9.7983,0.0472
-16.4891,2.10162,9.79812,-0.670994,-4.98772,9.79829,0.0473
-16.4888,2.10158,9.79813,-0.670993,-4.98772,9.79828,0.0474
-16.4885,2.10154,9.79814,-0.670992,-4.98771,9.79827,0.0475
-16.4882,2.1015,9.79815,-0.670991,-4.9877,9.79825,0.0476
-16.4879,2.10146,9.79815,-0.67099,-4.9877,9.79824,0.0477
-16.4876,2.10143,9.79816,-0.670989,-4.98769,9.79823,0.0478
-16.4873,2.10139,9.79817,-0.670989,-4.98768,9.79821,0.0479
-16.487,2.10135,9.79818,-0.670988,-4.98767,9.79819,0.048
-16.4867,2.10131,9.79818,-0.670987,-4.98767,9.79818,0.0481
-16.4864,2.10127,9.79819,-0.670986,-4.98766,9.79816,0.0482
-16.4861,2.10124,9.79819,-0.670985,-4.98765,9.79815,0.0483
-16.4858,2.1012,9.7982,-0.670984,-4.98765,9.79814,0.0484
-16.4855,2.10116,9.7982,-0.670983,-4.98764,9.79812,0.0485
-16.4852,2.10112,9.7982,-0.670982,-4.98763,9.79811,0.0486
-16.4849,2.10108,9.7982,-0.670981,-4.98763,9.7981,0.0487
-16.4846,2.10104,9.7982,-0.67098,-4.98762,9.79809,0.0488
-16.4843,2.10101,9.7982,-0.670979,-4.98761,9.79808,0.0489
-16.484,2.10097,9.7982,-0.670978,-4.98761,9.79807,0.049
-16.4837,2.10093,9.7982,-0.670977,-4.9876,9.79806,0.0491
-16.4834,2.10089,9.7982,-0.670976,-4.98759,9.79806,0.0492
-16.4831,2.10085,9.7982,-0.670975,-4.98758,9.79805,0.0493
-16.4828,2.10082,9.7982,-0.670974,-4.98758,9.79805,0.0494
-16.4825,2.10078,9.79819,-0.670974,-4.98757,9.79805,0.0495
-16.4822,2.10074,9.79819,-0.670973,-4.98756,9.79805,0.0496
-16.4819,2.1007,9.79819,-0.670972,-4.98756,9.79805,0.0497
-16.4816,2.10066,9.79818,-0.670971,-4.98755,9.79805,0.0498
-16.4813,2.10063,9.79818,-0.67097,-4.98754,9.79805,0.0499
-16.481,2.10059,9.79817,-0.670969,-4.98754,9.79806,0.05
-16.4807,2.10055,9.79817,-0.670968,-4.98753,9.79806,0.0501
-16.4804,2.10051,9.79816,-0.670967,-4.98752,9.79807,0.0502
-16.4801,2.10047,9.79816,-0.670966,-4.98751,9.79807,0.0503
-16.4798,2.10043,9.79815,-0.670965,-4.98751,9.79808,0.0504
-16.4795,2.1004,9.79815,-0.670964,-4.9875,9.79809,0.0505
-16.4792,2.10036,9.79814,-0.670963,-4.98749,9.7981,0.0506
-16.4789,2.10032,9.79814,-0.670962,-4.98749,9.7981,0.0507
-16.4786,2.10028,9.79813,-0.670961,-4.98748,9.79811,0.0508
-16.4783,2.10024,9.79813,-0.67096,-4.98747,9.79812,0.0509
-16.478,2.10021,9.79813,-0.670959,-4.98747,9.79813,0.051
-16.4777,2.10017,9.79812,-0.670959,-4.98746,9.79814,0.0511
-16.4774,2.10013,9.79812,-0.670958,-4.98745,9.79815,0.0512
-16.4771,2.10009,9.79812,-0.670957,-4.98744,9.79815,0.0513
-16.4768,2.10005,9.79812,-0.670956,-4.98744,9.79816,0.0514
-16.4765,2.10002,9.79812,-0.670955,-4.98743,9.79817,0.0515
-16.4762,2.09998,9.79812,-0.670954,-4.98742,9.79818,0.0516
-16.4759,2.09994,9.79811,-0.670953,-4.98742,9.79818,0.0517
-16.4756,2.0999,9.79811,-0.670952,-4.98741,9.79819,0.0518
-16.4753,2.09986,9.79812,-0.670951,-4.9874,9.79819,0.0519
-16.475,2.09983,9.79812,-0.67095,-4.9874,9.7982,0.052
-16.4747,2.09979,9.79812,-0.670949,-4.98739,9.7982,0.0521
-16.4744,2.09975,9.79812,-0.670948,-4.98738,9.7982,0.0522
-16.4741,2.09971,9.79812,-0.670947,-4.98737,9.7982,0.0523
-16.4738,2.09967,9.79812,-0.670946,-4.98737,9.7982,0.0524
-16.4735,2.09963,9.79812,-0.670945,-4.98736,9.7982,0.0525
-16.4732,2.0996,9.79813,-0.670944,-4.98735,9.7982,0.0526
-16.4729,2.09956,9.79813,-0.670943,-4.98735,9.7982,0.0527
-16.4726,2.09952,9.79813,-0.670943,-4.98734,9.7982,0.0528
-16.4723,2.09948,9.79813,-0.670942,-4.98733,9.7982,0.0529
-16.472,2.09944,9.79814,-0.670941,-4.98733,9.7982,0.053
-16.4717,2.09941,9.79814,-0.67094,-4.98732,9.79819,0.0531
-16.4714,2.09937,9.79814,-0.670939,-4.98731,9.79819,0.0532
-16.4711,2.09933,9.79814,-0.670938,-4.98731,9.79819,0.0533
-16.4708,2.09929,9.79815,-0.670937,-4.9873,9.79818,0.0534
-16.4705,2.09925,9.79815,-0.670936,-4.98729,9.79818,0.0535
-16.4702,2.09922,9.79815,-0.670935,-4.98728,9.79817,0.0536
-16.4699,2.09918,9.79815,-0.670934,-4.98728,9.79817,0.0537
-16.4696,2.09914,9.79816,-0.670933,-4.98727,9.79816,0.0538
-16.4693,2.0991,9.79816,-0.670932,-4.98726,9.79816,0.0539
-16.469,2.09906,9.79816,-0.670931,-4.98726,9.79815,0.054
-16.4687,2.09903,9.79816,-0.67093,-4.98725,9.79815,0.0541
-16.4684,2.09899,9.79816,-0.670929,-4.98724,9.79814,0.0542
-16.4681,2.09895,9.79816,-0.670928,-4.98724,9.79814,0.0543
-16.4678,2.09891,9.79816,-0.670928,-4.98723,9.79813,0.0544
-16.4675,2.09887,9.79817,-0.670927,-4.98722,9.79813,0.0545
-16.4672,2.09884,9.79817,-0.670926,-4.98721,9.79813,0.0546
-16.4669,2.0988,9.79817,-0.670925,-4.98721,9.79812,0.0547
-16.4666,2.09876,9.79817,-0.670924,-4.9872,9.79812,0.0548
-16.4663,2.09872,9.79817,-0.670923,-4.98719,9.79812,0.0549
-16.466,2.09868,9.79816,-0.670922,-4.98719,9.79812,0.055
-16.4657,2.09864,9.79816,-0.670921,-4.98718,9.79812,0.0551
-16.4654,2.09861,9.79816,-0.67092,-4.98717,9.79812,0.0552
-16.4651,2.09857,9.79816,-0.670919,-4.98717,9.79811,0.0553
-16.4649,2.09853,9.79816,-0.670918,-4.98716,9.79811,0.0554
-16.4646,2.09849,9.79816,-0.670917,-4.98715,9.79812,0.0555
-16.4643,2.09845,9.79816,-0.670916,-4.98714,9.79812,0.0556
-16.464,2.09842,9.79816,-0.670915,-4.98714,9.79812,0.0557
-16.4637,2.09838,9.79816,-0.670914,-4.98713,9.79812,0.0558
-16.4634,2.09834,9.79815,-0.670913,-4.98712,9.79812,0.0559
-16.4631,2.0983,9.79815,-0.670913,-4.98712,9.79812,0.056
-16.4628,2.09826,9.79815,-0.670912,-4.98711,9.79812,0.0561
-16.4625,2.09823,9.79815,-0.670911,-4.9871,9.79813,0.0562
-16.4622,2.09819,9.79815,-0.67091,-4.9871,9.79813,0.0563
-16.4619,2.09815,9.79815,-0.670909,-4.98709,9.79813,0.0564
-16.4616,2.09811,9.79814,-0.670908,-4.98708,9.79813,0.0565
-16.4613,2.09807,9.79814,-0.670907,-4.98708,9.79814,0.0566
-16.461,2.09804,9.79814,-0.670906,-4.98707,9.79814,0.0567
-16.4607,2.098,9.79814,-0.670905,-4.98706,9.79814,0.0568
-16.4604,2.09796,9.79814,-0.670904,-4.98705,9.79814,0.0569
-16.4601,2.09792,9.79814,-0.670903,-4.98705,9.79815,0.057
-16.4598,2.09788,9.79814,-0.670902,-4.98704,9.79815,0.0571
-16.4595,2.09785,9.79814,-0.670901,-4.98703,9.79815,0.0572
-16.4592,2.09781,9.79814,-0.6709,-4.98703,9.79815,0.0573
-16.4589,2.09777,9.79814,-0.670899,-4.98702,9.79816,0.0574
-16.4586,2.09773,9.79814,-0.670898,-4.98701,9.79816,0.0575
-16.4583,2.09769,9.79814,-0.670898,-4.98701,9.79816,0.0576
-16.458,2.09766,9.79814,-0.670897,-4.987,9.79816,0.0577
-16.4577,2.09762,9.79814,-0.670896,-4.98699,9.79816,0.0578
-16.4574,2.09758,9.79814,-0.670895,-4.98698,9.79816,0.0579
-16.4571,2.09754,9.79814,-0.670894,-4.98698,9.79816,0.058
-16.4568,2.0975,9.79814,-0.670893,-4.98697,9.79817,0.0581
-16.4565,2.09747,9.79814,-0.670892,-4.98696,9.79817,0.0582
-16.4562,2.09743,9.79814,-0.670891,-4.98696,9.79817,0.0583
-16.4559,2.09739,9.79814,-0.67089,-4.98695,9.79817,0.0584
-16.4556,2.09735,9.79814,-0.670889,-4.98694,9.79817,0.0585
-16.4553,2.09731,9.79814,-0.670888,-4.98694,9.79816,0.0586
-16.455,2.09728,9.79814,-0.670887,-4.98693,9.79816,0.0587
-16.4547,2.09724,9.79814,-0.670886,-4.98692,9.79816,0.0588
-16.4544,2.0972,9.79814,-0.670885,-4.98691,9.79816,0.0589
-16.4541,2.09716,9.79815,-0.670884,-4.98691,9.79816,0.059
-16.4538,2.09712,9.79815,-0.670883,-4.9869,9.79816,0.0591
-16.4535,2.09708,9.79815,-0.670883,-4.98689,9.79816,0.0592
-16.4532,2.09705,9.79815,-0.670882,-4.98689,9.79816,0.0593
-16.4529,2.09701,9.79815,-0.670881,-4.98688,9.79816,0.0594
-16.4526,2.09697,9.79815,-0.67088,-4.98687,9.79815,0.0595
-16.4523,2.09693,9.79815,-0.670879,-4.98687,9.79815,0.0596
-16.452,2.09689,9.79815,-0.670878,-4.98686,9.79815,0.0597
-16.4517,2.09686,9.79815,-0.670877,-4.98685,9.79815,0.0598
-16.4514,2.09682,9.79815,-0.670876,-4.98685,9.79815,0.0599
-16.4511,2.09678,9.79815,-0.670875,-4.98684,9.79815,0.06
-16.4508,2.09674,9.79815,-0.670874,-4.98683,9.79814,0.0601
-16.4505,2.0967,9.79815,-0.670873,-4.98682,9.79814,0.0602
-16.4502,2.09667,9.79815,-0.670872,-4.98682,9.79814,0.0603
-16.4499,2.09663,9.79815,-0.670871,-4.98681,9.79814,0.0604
-16.4496,2.09659,9.79815,-0.67087,-4.9868,9.79814,0.0605
-16.4493,2.09655,9.79815,-0.670869,-4.9868,9.79814,0.0606
-16.449,2.09651,9.79815,-0.670869,-4.98679,9.79814,0.0607
-16.4487,2.09648,9.79815,-0.670868,-4.98678,9.79814,0.0608
-16.4484,2.09644,9.79815,-0.670867,-4.98678,9.79814,0.0609
-16.4481,2.0964,9.79815,-0.670866,-4.98677,9.79814,0.061
-16.4478,2.09636,9.79815,-0.670865,-4.98676,9.79814,0.0611
-16.4475,2.09632,9.79815,-0.670864,-4.98675,9.79814,0.0612
-16.4472,2.09629,9.79815,-0.670863,-4.98675,9.79814,0.0613
-16.4469,2.09625,9.79815,-0.670862,-4.98674,9.79814,0.0614
-16.4466,2.09621,9.79815,-0.670861,-4.98673,9.79814,0.0615
-16.4464,2.09617,9.79815,-0.67086,-4.98673,9.79814,0.0616
-16.4461,2.09613,9.79815,-0.670859,-4.98672,9.79814,0.0617
-16.4458,2.0961,9.79815,-0.670858,-4.98671,9.79814,0.0618
-16.4455,2.09606,9.79815,-0.670857,-4.98671,9.79814,0.0619
-16.4452,2.09602,9.79815,-0.670856,-4.9867,9.79814,0.062
-16.4449,2.09598,9.79815,-0.670855,-4.98669,9.79814,0.0621
-16.4446,2.09594,9.79815,-0.670854,-4.98669,9.79814,0.0622
-16.4443,2.09591,9.79815,-0.670854,-4.98668,9.79814,0.0623
-16.444,2.09587,9.79815,-0.670853,-4.98667,9.79814,0.0624
-16.4437,2.09583,9.79815,-0.670852,-4.98666,9.79814,0.0625
-16.4434,2.09579,9.79815,-0.670851,-4.98666,9.79815,0.0626
-16.4431,2.09575,9.79814,-0.67085,-4.98665,9.79815,0.0627
-16.4428,2.09572,9.79814,-0.670849,-4.98664,9.79815,0.0628
-16.4425,2.09568,9.79814,-0.670848,-4.98664,9.79815,0.0629
-16.4422,2.09564,9.79814,-0.670847,-4.98663,9.79815,0.063
-16.4419,2.0956,9.79814,-0.670846,-4.98662,9.79815,0.0631
-16.4416,2.09556,9.79814,-0.670845,-4.98662,9.79815,0.0632
-16.4413,2.09553,9.79814,-0.670844,-4.98661,9.79815,0.0633
-16.441,2.09549,9.79814,-0.670843,-4.9866,9.79815,0.0634
-16.4407,2.09545,9.79814,-0.670842,-4.98659,9.79815,0.0635
-16.4404,2.09541,9.79814,-0.670841,-4.98659,9.79815,0.0636
-16.4401,2.09537,9.79814,-0.67084,-4.98658,9.79815,0.0637
-16.4398,2.09534,9.79814,-0.670839,-4.98657,9.79815,0.0638
-16.4395,2.0953,9.79814,-0.670839,-4.98657,9.79815,0.0639
-16.4392,2.09526,9.79814,-0.670838,-4.98656,9.79815,0.064
-16.4389,2.09522,9.79814,-0.670837,-4.98655,9.79815,0.0641
-16.4386,2.09519,9.79815,-0.670836,-4.98655,9.79815,0.0642
-16.4383,2.09515,9.79815,-0.670835,-4.98654,9.79815,0.0643
-16.438,2.09511,9.79815,-0.670834,-4.98653,9.79815,0.0644
-16.4377,2.09507,9.79815,-0.670833,-4.98653,9.79815,0.0645
-16.4374,2.09503,9.79815,-0.670832,-4.98652,9.79815,0.0646
-16.4371,2.095,9.79815,-0.670831,-4.98651,9.79815,0.0647
-16.4368,2.09496,9.79815,-0.67083,-4.9865,9.79815,0.0648
-16.4365,2.09492,9.79815,-0.670829,-4.9865,9.79815,0.0649
-16.4362,2.09488,9.79815,-0.670828,-4.98649,9.79815,0.065
-16.4359,2.09484,9.79815,-0.670827,-4.98648,9.79815,0.0651
-16.4356,2.09481,9.79815,-0.670826,-4.98648,9.79815,0.0652
-16.4353,2.09477,9.79815,-0.670825,-4.98647,9.79815,0.0653
-16.435,2.09473,9.79815,-0.670825,-4.98646,9.79815,0.0654
-16.4347,2.09469,9.79815,-0.670824,-4.98646,9.79815,0.0655
-16.4344,2.09465,9.79815,-0.670823,-4.98645,9.79815,0.0656
-16.4341,2.09462,9.79815,-0.670822,-4.98644,9.79815,0.0657
-16.4338,2.09458,9.79815,-0.670821,-4.98643,9.79815,0.0658
-16.4335,2.09454,9.79815,-0.67082,-4.98643,9.79815,0.0659
-16.4332,2.0945,9.79815,-0.670819,-4.98642,9.79815,0.066
-16.4329,2.09446,9.79815,-0.670818,-4.98641,9.79815,0.0661
-16.4326,2.09443,9.79815,-0.670817,-4.98641,9.79815,0.0662
-16.4323,2.09439,9.79815,-0.670816,-4.9864,9.79814,0.0663
-16.432,2.09435,9.79815,-0.670815,-4.98639,9.79814,0.0664
-16.4318,2.09431,9.79815,-0.670814,-4.98639,9.79814,0.0665
-16.4315,2.09427,9.79815,-0.670813,-4.98638,9.79814,0.0666
-16.4312,2.09424,9.79815,-0.670812,-4.98637,9.79814,0.0667
-16.4309,2.0942,9.79815,-0.670811,-4.98637,9.79814,0.0668
-16.4306,2.09416,9.79815,-0.67081,-4.98636,9.79814,0.0669
-16.4303,2.09412,9.79815,-0.67081,-4.98635,9.79814,0.067
-16.43,2.09408,9.79815,-0.670809,-4.98634,9.79814,0.0671
-16.4297,2.09405,9.79815,-0.670808,-4.98634,9.79814,0.0672
-16.4294,2.09401,9.79815,-0.670807,-4.98633,9.79814,0.0673
-16.4291,2.09397,9.79815,-0.670806,-4.98632,9.79814,0.0674
-16.4288,2.09393,9.79815,-0.670805,-4.98632,9.79814,0.0675
-16.4285,2.09389,9.79815,-0.670804,-4.98631,9.79814,0.0676
-16.4282,2.09386,9.79815,-0.670803,-4.9863,9.79814,0.0677
-16.4279,2.09382,9.79815,-0.670802,-4.9863,9.79815,0.0678
-16.4276,2.09378,9.79815,-0.670801,-4.98629,9.79815,0.0679
-16.4273,2.09374,9.79815,-0.6708,-4.98628,9.79815,0.068
-16.427,2.0937,9.79815,-0.670799,-4.98628,9.79815,0.0681
-16.4267,2.09367,9.79815,-0.670798,-4.98627,9.79815,0.0682
-16.4264,2.09363,9.79815,-0.670797,-4.98626,9.79815,0.0683
-16.4261,2.09359,9.79815,-0.670796,-4.98625,9.79815,0.0684
-16.4258,2.09355,9.79815,-0.670796,-4.98625,9.79815,0.0685
-16.4255,2.09352,9.79815,-0.670795,-4.98624,9.79815,0.0686
-16.4252,2.09348,9.79815,-0.670794,-4.98623,9.79815,0.0687
-16.4249,2.09344,9.79815,-0.670793,-4.98623,9.79815,0.0688
-16.4246,2.0934,9.79815,-0.670792,-4.98622,9.79815,0.0689
-16.4243,2.09336,9.79815,-0.670791,-4.98621,9.79815,0.069
-16.424,2.09333,9.79815,-0.67079,-4.98621,9.79815,0.0691
-16.4237,2.09329,9.79815,-0.670789,-4.9862,9.79815,0.0692
-16.4234,2.09325,9.79815,-0.670788,-4.98619,9.79815,0.0693
-16.4231,2.09321,9.79815,-0.670787,-4.98618,9.79815,0.0694
-16.4228,2.09317,9.79815,-0.670786,-4.98618,9.79815,0.0695
-16.4225,2.09314,9.79815,-0.670785,-4.98617,9.79815,0.0696
-16.4222,2.0931,9.79815,-0.670784,-4.98616,9.79815,0.0697
-16.4219,2.09306,9.79815,-0.670783,-4.98616,9.79815,0.0698
-16.4216,2.09302,9.79815,-0.670782,-4.98615,9.79815,0.0699
-16.4213,2.09298,9.79815,-0.670782,-4.98614,9.79815,0.07
-16.421,2.09295,9.79815,-0.670781,-4.98614,9.79815,0.0701
-16.4207,2.09291,9.79815,-0.67078,-4.98613,9.79815,0.0702
-16.4204,2.09287,9.79815,-0.670779,-4.98612,9.79815,0.0703
-16.4201,2.09283,9.79815,-0.670778,-4.98612,9.79815,0.0704
-16.4198,2.09279,9.79815,-0.670777,-4.98611,9.79815,0.0705
-16.4195,2.09276,9.79815,-0.670776,-4.9861,9.79815,0.0706
-16.4193,2.09272,9.79815,-0.670775,-4.98609,9.79815,0.0707
-16.419,2.09268,9.79815,-0.670774,-4.98609,9.79815,0.0708
-16.4187,2.09264,9.79815,-0.670773,-4.98608,9.79815,0.0709
-16.4184,2.0926,9.79815,-0.670772,-4.98607,9.79815,0.071
-16.4181,2.09257,9.79815,-0.670771,-4.98607,9.79815,0.0711
-16.4178,2.09253,9.79815,-0.67077,-4.98606,9.79815,0.0712
-16.4175,2.09249,9.79815,-0.670769,-4.98605,9.79815,0.0713
-16.4172,2.09245,9.79815,-0.670768,-4.98605,9.79815,0.0714
-16.4169,2.09242,9.79815,-0.670768,-4.98604,9.79815,0.0715
-16.4166,2.09238,9.79815,-0.670767,-4.98603,9.79815,0.0716
-16.4163,2.09234,9.79815,-0.670766,-4.98603,9.79815,0.0717
-16.416,2.0923,9.79815,-0.670765,-4.98602,9.79815,0.0718
-16.4157,2.09226,9.79815,-0.670764,-4.98601,9.79815,0.0719
-16.4154,2.09223,9.79815,-0.670763,-4.986,9.79815,0.072
-16.4151,2.09219,9.79815,-0.670762,-4.986,9.79815,0.0721
-16.4148,2.09215,9.79815,-0.670761,-4.98599,9.79815,0.0722
-16.4145,2.09211,9.79815,-0.67076,-4.98598,9.79815,0.0723
-16.4142,2.09207,9.79815,-0.670759,-4.98598,9.79815,0.0724
-16.4139,2.09204,9.79815,-0.670758,-4.98597,9.79815,0.0725
-16.4136,2.092,9.79815,-0.670757,-4.98596,9.79815,0.0726
-16.4133,2.09196,9.79815,-0.670756,-4.98596,9.79815,0.0727
-16.413,2.09192,9.79815,-0.670755,-4.98595,9.79815,0.0728
-16.4127,2.09188,9.79815,-0.670754,-4.98594,9.79815,0.0729
-16.4124,2.09185,9.79815,-0.670754,-4.98594,9.79815,0.073
-16.4121,2.09181,9.79815,-0.670753,-4.98593,9.79815,0.0731
-16.4118,2.09177,9.79815,-0.670752,-4.98592,9.79815,0.0732
-16.4115,2.09173,9.79815,-0.670751,-4.98591,9.79815,0.0733
-16.4112,2.0917,9.79815,-0.67075,-4.98591,9.79815,0.0734
-16.4109,2.09166,9.79815,-0.670749,-4.9859,9.79815,0.0735
-16.4106,2.09162,9.79815,-0.670748,-4.98589,9.79815,0.0736
-16.4103,2.09158,9.79815,-0.670747,-4.98589,9.79815,0.0737
-16.41,2.09154,9.79815,-0.670746,-4.98588,9.79815,0.0738
-16.4097,2.09151,9.79815,-0.670745,-4.98587,9.79815,0.0739
-16.4094,2.09147,9.79815,-0.670744,-4.98587,9.79815,0.074
-16.4091,2.09143,9.79815,-0.670743,-4.98586,9.79815,0.0741
-16.4088,2.09139,9.79815,-0.670742,-4.98585,9.79815,0.0742
-16.4085,2.09135,9.79815,-0.670741,-4.98584,9.79815,0.0743
-16.4083,2.09132,9.79815,-0.67074,-4.98584,9.79815,0.0744
-16.408,2.09128,9.79815,-0.67074,-4.98583,9.79815,0.0745
-16.4077,2.09124,9.79815,-0.670739,-4.98582,9.79815,0.0746
-16.4074,2.0912,9.79815,-0.670738,-4.98582,9.79815,0.0747
-16.4071,2.09117,9.79815,-0.670737,-4.98581,9.79815,0.0748
