X_0,Y_0,Z_0,Time_list_0,X_1,Y_1,Z_1,Time_list_1,X_2,Y_2,Z_2,Time_list_2,X_3,Y_3,Z_3,Time_list_3,X_4,Y_4,Z_4,Time_list_4,X_5,Y_5,Z_5,Time_list_5,X_6,Y_6,Z_6,Time_list_6,X_7,Y_7,Z_7,Time_list_7,X_8,Y_8,Z_8,Time_list_8,X_9,Y_9,Z_9,Time_list_9
-16.6252,2.11897,10.9007,0.0011,-0.671418,-4.99087,10.9007,0.0047,-10.8634,11.9641,10.9007,0.0083,-16.1674,-13.6201,10.9007,0.0119,16.2834,-1.81074,10.9007,0.0155,-4.07128,1.05496,10.9007,0.0191,-11.1259,5.43426,10.9007,0.0227,3.58895,9.44337,10.9007,0.0263,12.5317,7.55526,10.9007,0.0299,-11.9224,-1.26451,10.9007,0.0335
-16.6252,2.11897,10.8809,0.0012,-0.671424,-4.99092,10.8809,0.0048,-10.8634,11.9641,10.8809,0.0084,-16.1674,-13.6202,10.8809,0.012,16.2834,-1.81074,10.8809,0.0156,-4.07132,1.05497,10.8809,0.0192,-11.1259,5.43428,10.8809,0.0228,3.58897,9.44342,10.8809,0.0264,12.5318,7.55528,10.8809,0.03,-11.9224,-1.26452,10.8809,0.0336
-16.6253,2.11898,10.8595,0.0013,-0.671431,-4.99097,10.8595,0.0049,-10.8635,11.9642,10.8595,0.0085,-16.1674,-13.6202,10.8595,0.0121,16.2835,-1.81075,10.8595,0.0157,-4.07137,1.05499,10.8595,0.0193,-11.126,5.4343,10.8595,0.0229,3.58898,9.44346,10.8595,0.0265,12.5318,7.55531,10.8595,0.0301,-11.9225,-1.26454,10.8595,0.0337
-16.6253,2.11899,10.8367,0.0014,-0.671438,-4.99102,10.8367,0.005,-10.8635,11.9642,10.8367,0.0086,-16.1675,-13.6202,10.8367,0.0122,16.2835,-1.81075,10.8367,0.0158,-4.07143,1.055,10.8367,0.0194,-11.126,5.43432,10.8367,0.023,3.589,9.44351,10.8367,0.0266,12.5319,7.55533,10.8367,0.0302,-11.9225,-1.26455,10.8367,0.0338
-16.6254,2.11899,10.8126,0.0015,-0.671445,-4.99108,10.8126,0.0051,-10.8635,11.9642,10.8126,0.0087,-16.1675,-13.6203,10.8126,0.0123,16.2836,-1.81076,10.8126,0.0159,-4.07148,1.05502,10.8126,0.0195,-11.1261,5.43434,10.8126,0.0231,3.58902,9.44357,10.8126,0.0267,12.5319,7.55536,10.8126,0.0303,-11.9226,-1.26457,10.8126,0.0339
-16.6255,2.119,10.7872,0.0016,-0.671453,-4.99114,10.7872,0.0052,-10.8636,11.9643,10.7872,0.0088,-16.1676,-13.6203,10.7872,0.0124,16.2837,-1.81076,10.7872,0.016,-4.07154,1.05504,10.7872,0.0196,-11.1261,5.43437,10.7872,0.0232,3.58904,9.44362,10.7872,0.0268,12.532,7.55539,10.7872,0.0304,-11.9226,-1.26459,10.7872,0.034
-16.6255,2.11901,10.7605,0.0017,-0.671462,-4.9912,10.7605,0.0053,-10.8636,11.9643,10.7605,0.0089,-16.1676,-13.6204,10.7605,0.0125,16.2837,-1.81077,10.7605,0.0161,-4.0716,1.05506,10.7605,0.0197,-11.1262,5.43439,10.7605,0.0233,3.58907,9.44368,10.7605,0.0269,12.532,7.55543,10.7605,0.0305,-11.9227,-1.26461,10.7605,0.0341
-16.6256,2.11902,10.7327,0.0018,-0.67147,-4.99126,10.7327,0.0054,-10.8637,11.9644,10.7327,0.009,-16.1677,-13.6204,10.7327,0.0126,16.2838,-1.81078,10.7327,0.0162,-4.07167,1.05508,10.7327,0.0198,-11.1262,5.43442,10.7327,0.0234,3.58909,9.44374,10.7327,0.027,12.5321,7.55546,10.7327,0.0306,-11.9227,-1.26463,10.7327,0.0342
-16.6256,2.11903,10.7038,0.0019,-0.671479,-4.99133,10.7038,0.0055,-10.8637,11.9644,10.7038,0.0091,-16.1677,-13.6204,10.7038,0.0127,16.2839,-1.81079,10.7038,0.0163,-4.07174,1.0551,10.7038,0.0199,-11.1263,5.43445,10.7038,0.0235,3.58911,9.44381,10.7038,0.0271,12.5321,7.55549,10.7038,0.0307,-11.9228,-1.26465,10.7038,0.0343
-16.6257,2.11903,10.6737,0.002,-0.671489,-4.9914,10.6737,0.0056,-10.8638,11.9645,10.6737,0.0092,-16.1678,-13.6205,10.6737,0.0128,16.2839,-1.81079,10.6737,0.0164,-4.07181,1.05512,10.6738,0.02,-11.1263,5.43448,10.6738,0.0236,3.58914,9.44387,10.6737,0.0272,12.5322,7.55553,10.6737,0.0308,-11.9229,-1.26467,10.6738,0.0344
-16.6258,2.11904,10.6427,0.0021,-0.671498,-4.99147,10.6427,0.0057,-10.8638,11.9645,10.6427,0.0093,-16.1678,-13.6205,10.6427,0.0129,16.284,-1.8108,10.6427,0.0165,-4.07188,1.05514,10.6427,0.0201,-11.1264,5.43451,10.6428,0.0237,3.58917,9.44394,10.6427,0.0273,12.5323,7.55557,10.6427,0.0309,-11.9229,-1.26469,10.6428,0.0345
-16.6259,2.11905,10.6107,0.0022,-0.671508,-4.99155,10.6107,0.0058,-10.8639,11.9646,10.6107,0.0094,-16.1679,-13.6206,10.6107,0.013,16.2841,-1.81081,10.6107,0.0166,-4.07195,1.05516,10.6107,0.0202,-11.1264,5.43454,10.6108,0.0238,3.58919,9.44401,10.6107,0.0274,12.5323,7.55561,10.6107,0.031,-11.923,-1.26471,10.6108,0.0346
-16.6259,2.11906,10.5778,0.0023,-0.671519,-4.99162,10.5778,0.0059,-10.8639,11.9646,10.5778,0.0095,-16.168,-13.6206,10.5778,0.0131,16.2841,-1.81082,10.5778,0.0167,-4.07203,1.05519,10.5778,0.0203,-11.1265,5.43457,10.5779,0.0239,3.58922,9.44408,10.5778,0.0275,12.5324,7.55565,10.5778,0.0311,-11.923,-1.26474,10.5779,0.0347
-16.626,2.11907,10.544,0.0024,-0.671529,-4.9917,10.544,0.006,-10.864,11.9647,10.544,0.0096,-16.168,-13.6207,10.544,0.0132,16.2842,-1.81083,10.544,0.0168,-4.07211,1.05521,10.544,0.0204,-11.1266,5.4346,10.5441,0.024,3.58925,9.44416,10.544,0.0276,12.5325,7.55569,10.544,0.0312,-11.9231,-1.26476,10.5441,0.0348
-16.6261,2.11908,10.5094,0.0025,-0.67154,-4.99178,10.5094,0.0061,-10.864,11.9648,10.5094,0.0097,-16.1681,-13.6207,10.5094,0.0133,16.2843,-1.81084,10.5094,0.0169,-4.07219,1.05524,10.5094,0.0205,-11.1266,5.43463,10.5094,0.0241,3.58928,9.44423,10.5094,0.0277,12.5325,7.55573,10.5094,0.0313,-11.9232,-1.26479,10.5094,0.0349
-16.6262,2.11909,10.4739,0.0026,-0.671551,-4.99186,10.4739,0.0062,-10.8641,11.9648,10.4739,0.0098,-16.1681,-13.6208,10.4739,0.0134,16.2844,-1.81085,10.4739,0.017,-4.07227,1.05526,10.4739,0.0206,-11.1267,5.43467,10.474,0.0242,3.58931,9.44431,10.4739,0.0278,12.5326,7.55577,10.4739,0.0314,-11.9232,-1.26481,10.474,0.035
-16.6263,2.1191,10.4377,0.0027,-0.671563,-4.99195,10.4377,0.0063,-10.8641,11.9649,10.4377,0.0099,-16.1682,-13.6208,10.4377,0.0135,16.2845,-1.81086,10.4377,0.0171,-4.07236,1.05529,10.4377,0.0207,-11.1268,5.4347,10.4378,0.0243,3.58934,9.44439,10.4377,0.0279,12.5327,7.55582,10.4377,0.0315,-11.9233,-1.26484,10.4378,0.0351
-16.6264,2.11911,10.4008,0.0028,-0.671574,-4.99203,10.4008,0.0064,-10.8642,11.9649,10.4008,0.01,-16.1683,-13.6209,10.4008,0.0136,16.2846,-1.81086,10.4008,0.0172,-4.07244,1.05531,10.4008,0.0208,-11.1269,5.43474,10.4008,0.0244,3.58937,9.44447,10.4008,0.028,12.5327,7.55586,10.4008,0.0316,-11.9234,-1.26487,10.4009,0.0352
-16.6264,2.11913,10.3632,0.0029,-0.671586,-4.99212,10.3632,0.0065,-10.8642,11.965,10.3632,0.0101,-16.1683,-13.621,10.3632,0.0137,16.2846,-1.81087,10.3632,0.0173,-4.07253,1.05534,10.3632,0.0209,-11.1269,5.43477,10.3632,0.0245,3.5894,9.44455,10.3632,0.0281,12.5328,7.55591,10.3632,0.0317,-11.9235,-1.2649,10.3632,0.0353
-16.6265,2.11914,10.3249,0.003,-0.671598,-4.99221,10.3249,0.0066,-10.8643,11.9651,10.3249,0.0102,-16.1684,-13.621,10.3249,0.0138,16.2847,-1.81088,10.3249,0.0174,-4.07262,1.05537,10.3249,0.021,-11.127,5.43481,10.3249,0.0246,3.58943,9.44464,10.3249,0.0282,12.5329,7.55595,10.3249,0.0318,-11.9235,-1.26493,10.325,0.0354
-16.6266,2.11915,10.2859,0.0031,-0.67161,-4.9923,10.2859,0.0067,-10.8644,11.9651,10.2859,0.0103,-16.1685,-13.6211,10.2859,0.0139,16.2848,-1.81089,10.2859,0.0175,-4.07271,1.0554,10.286,0.0211,-11.1271,5.43484,10.286,0.0247,3.58946,9.44472,10.2859,0.0283,12.533,7.556,10.286,0.0319,-11.9236,-1.26495,10.286,0.0355
-16.6267,2.11916,10.2464,0.0032,-0.671622,-4.99239,10.2464,0.0068,-10.8644,11.9652,10.2464,0.0104,-16.1685,-13.6211,10.2464,0.014,16.2849,-1.8109,10.2464,0.0176,-4.07281,1.05542,10.2464,0.0212,-11.1271,5.43488,10.2465,0.0248,3.5895,9.44481,10.2464,0.0284,12.5331,7.55605,10.2464,0.032,-11.9237,-1.26498,10.2465,0.0356
-16.6268,2.11917,10.2063,0.0033,-0.671635,-4.99249,10.2063,0.0069,-10.8645,11.9653,10.2063,0.0105,-16.1686,-13.6212,10.2063,0.0141,16.285,-1.81092,10.2063,0.0177,-4.0729,1.05545,10.2063,0.0213,-11.1272,5.43492,10.2064,0.0249,3.58953,9.4449,10.2063,0.0285,12.5331,7.5561,10.2063,0.0321,-11.9238,-1.26501,10.2064,0.0357
-16.6269,2.11918,10.1657,0.0034,-0.671648,-4.99258,10.1657,0.007,-10.8646,11.9654,10.1657,0.0106,-16.1687,-13.6213,10.1657,0.0142,16.2851,-1.81093,10.1657,0.0178,-4.073,1.05548,10.1657,0.0214,-11.1273,5.43496,10.1657,0.025,3.58956,9.44499,10.1657,0.0286,12.5332,7.55615,10.1657,0.0322,-11.9238,-1.26505,10.1658,0.0358
-16.627,2.1192,10.1245,0.0035,-0.671661,-4.99268,10.1245,0.0071,-10.8646,11.9654,10.1245,0.0107,-16.1688,-13.6213,10.1245,0.0143,16.2852,-1.81094,10.1245,0.0179,-4.07309,1.05551,10.1245,0.0215,-11.1274,5.435,10.1246,0.0251,3.5896,9.44508,10.1245,0.0287,12.5333,7.5562,10.1245,0.0323,-11.9239,-1.26508,10.1246,0.0359
-16.6271,2.11921,10.0828,0.0036,-0.671674,-4.99277,10.0828,0.0072,-10.8647,11.9655,10.0828,0.0108,-16.1688,-13.6214,10.0828,0.0144,16.2853,-1.81095,10.0828,0.018,-4.07319,1.05554,10.0828,0.0216,-11.1275,5.43504,10.0829,0.0252,3.58963,9.44517,10.0828,0.0288,12.5334,7.55625,10.0828,0.0324,-11.924,-1.26511,10.0829,0.036
-16.6272,2.11922,10.0407,0.0037,-0.671687,-4.99287,10.0407,0.0073,-10.8648,11.9656,10.0407,0.0109,-16.1689,-13.6214,10.0407,0.0145,16.2854,-1.81096,10.0407,0.0181,-4.07329,1.05557,10.0407,0.0217,-11.1275,5.43508,10.0407,0.0253,3.58967,9.44526,10.0407,0.0289,12.5335,7.5563,10.0407,0.0325,-11.9241,-1.26514,10.0408,0.0361
-16.6273,2.11923,9.99806,0.0038,-0.6717,-4.99297,9.99806,0.0074,-10.8648,11.9656,9.99806,0.011,-16.169,-13.6215,9.99806,0.0146,16.2855,-1.81097,9.99806,0.0182,-4.07339,1.0556,9.99808,0.0218,-11.1276,5.43512,9.99813,0.0254,3.5897,9.44535,9.99806,0.029,12.5336,7.55635,9.99806,0.0326,-11.9242,-1.26517,9.99818,0.0362
-16.6274,2.11925,9.95503,0.0039,-0.671714,-4.99307,9.95503,0.0075,-10.8649,11.9657,9.95503,0.0111,-16.1691,-13.6216,9.95503,0.0147,16.2856,-1.81098,9.95503,0.0183,-4.07349,1.05563,9.95505,0.0219,-11.1277,5.43516,9.95511,0.0255,3.58974,9.44545,9.95503,0.0291,12.5336,7.5564,9.95503,0.0327,-11.9243,-1.26521,9.95515,0.0363
-16.6275,2.11926,9.91176,0.004,-0.671727,-4.99317,9.91176,0.0076,-10.865,11.9658,9.91176,0.0112,-16.1691,-13.6216,9.91176,0.0148,16.2857,-1.81099,9.91176,0.0184,-4.07359,1.05567,9.91178,0.022,-11.1278,5.4352,9.91184,0.0256,3.58977,9.44554,9.91176,0.0292,12.5337,7.55645,9.91176,0.0328,-11.9243,-1.26524,9.91189,0.0364
-16.6276,2.11927,9.86871,0.0041,-0.671741,-4.99327,9.86871,0.0077,-10.865,11.9659,9.86871,0.0113,-16.1692,-13.6217,9.86871,0.0149,16.2858,-1.811,9.86871,0.0185,-4.07369,1.0557,9.86873,0.0221,-11.1279,5.43524,9.86879,0.0257,3.58981,9.44564,9.86871,0.0293,12.5338,7.55651,9.86871,0.0329,-11.9244,-1.26527,9.86883,0.0365
-16.6277,2.11929,9.8263,0.0042,-0.671755,-4.99338,9.8263,0.0078,-10.8651,11.966,9.8263,0.0114,-16.1693,-13.6218,9.8263,0.015,16.2859,-1.81101,9.8263,0.0186,-4.0738,1.05573,9.82632,0.0222,-11.128,5.43528,9.82638,0.0258,3.58985,9.44574,9.8263,0.0294,12.5339,7.55656,9.8263,0.033,-11.9245,-1.26531,9.82642,0.0366
-16.6278,2.1193,9.78494,0.0043,-0.671769,-4.99348,9.78494,0.0079,-10.8652,11.966,9.78494,0.0115,-16.1694,-13.6218,9.78494,0.0151,16.286,-1.81103,9.78494,0.0187,-4.0739,1.05576,9.78496,0.0223,-11.128,5.43532,9.78502,0.0259,3.58989,9.44583,9.78494,0.0295,12.534,7.55662,9.78495,0.0331,-11.9246,-1.26534,9.78507,0.0367
-16.6279,2.11931,9.74503,0.0044,-0.671783,-4.99358,9.74503,0.008,-10.8652,11.9661,9.74503,0.0116,-16.1695,-13.6219,9.74503,0.0152,16.2861,-1.81104,9.74503,0.0188,-4.07401,1.05579,9.74505,0.0224,-11.1281,5.43537,9.74511,0.026,3.58992,9.44593,9.74503,0.0296,12.5341,7.55667,9.74503,0.0332,-11.9247,-1.26538,9.74515,0.0368
-16.628,2.11933,9.7069,0.0045,-0.671797,-4.99369,9.7069,0.0081,-10.8653,11.9662,9.7069,0.0117,-16.1695,-13.622,9.7069,0.0153,16.2862,-1.81105,9.7069,0.0189,-4.07411,1.05582,9.70692,0.0225,-11.1282,5.43541,9.70698,0.0261,3.58996,9.44603,9.7069,0.0297,12.5342,7.55672,9.70691,0.0333,-11.9248,-1.26541,9.70702,0.0369
-16.6281,2.11934,9.67089,0.0046,-0.671811,-4.9938,9.67089,0.0082,-10.8654,11.9663,9.67089,0.0118,-16.1696,-13.622,9.67089,0.0154,16.2863,-1.81106,9.67089,0.019,-4.07422,1.05586,9.67091,0.0226,-11.1283,5.43545,9.67096,0.0262,3.59,9.44613,9.67089,0.0298,12.5343,7.55678,9.67089,0.0334,-11.9249,-1.26545,9.671,0.037
-16.6282,2.11935,9.63727,0.0047,-0.671825,-4.9939,9.63727,0.0083,-10.8655,11.9663,9.63727,0.0119,-16.1697,-13.6221,9.63727,0.0155,16.2864,-1.81107,9.63727,0.0191,-4.07433,1.05589,9.63729,0.0227,-11.1284,5.4355,9.63734,0.0263,3.59004,9.44623,9.63727,0.0299,12.5344,7.55684,9.63728,0.0335,-11.9249,-1.26548,9.63738,0.0371
-16.6283,2.11937,9.60631,0.0048,-0.67184,-4.99401,9.60631,0.0084,-10.8655,11.9664,9.60631,0.012,-16.1698,-13.6222,9.60631,0.0156,16.2865,-1.81109,9.60631,0.0192,-4.07443,1.05592,9.60632,0.0228,-11.1285,5.43554,9.60637,0.0264,3.59007,9.44633,9.60631,0.03,12.5345,7.55689,9.60631,0.0336,-11.925,-1.26552,9.6064,0.0372
-16.6284,2.11938,9.5782,0.0049,-0.671854,-4.99412,9.5782,0.0085,-10.8656,11.9665,9.5782,0.0121,-16.1699,-13.6223,9.5782,0.0157,16.2866,-1.8111,9.5782,0.0193,-4.07454,1.05596,9.57821,0.0229,-11.1286,5.43558,9.57825,0.0265,3.59011,9.44644,9.5782,0.0301,12.5346,7.55695,9.5782,0.0337,-11.9251,-1.26556,9.57829,0.0373
-16.6285,2.11939,9.55312,0.005,-0.671869,-4.99423,9.55312,0.0086,-10.8657,11.9666,9.55312,0.0122,-16.17,-13.6223,9.55312,0.0158,16.2868,-1.81111,9.55312,0.0194,-4.07465,1.05599,9.55314,0.023,-11.1287,5.43563,9.55317,0.0266,3.59015,9.44654,9.55312,0.0302,12.5346,7.557,9.55312,0.0338,-11.9252,-1.26559,9.5532,0.0374
-16.6287,2.11941,9.53122,0.0051,-0.671884,-4.99433,9.53122,0.0087,-10.8657,11.9667,9.53122,0.0123,-16.17,-13.6224,9.53122,0.0159,16.2869,-1.81112,9.53122,0.0195,-4.07476,1.05602,9.53123,0.0231,-11.1287,5.43567,9.53127,0.0267,3.59019,9.44664,9.53122,0.0303,12.5347,7.55706,9.53122,0.0339,-11.9253,-1.26563,9.53129,0.0375
-16.6288,2.11942,9.51259,0.0052,-0.671898,-4.99444,9.51259,0.0088,-10.8658,11.9668,9.51259,0.0124,-16.1701,-13.6225,9.51259,0.016,16.287,-1.81113,9.51259,0.0196,-4.07487,1.05606,9.5126,0.0232,-11.1288,5.43572,9.51263,0.0268,3.59023,9.44674,9.51259,0.0304,12.5348,7.55712,9.51259,0.034,-11.9254,-1.26567,9.51265,0.0376
-16.6289,2.11944,9.49729,0.0053,-0.671913,-4.99455,9.49729,0.0089,-10.8659,11.9668,9.49729,0.0125,-16.1702,-13.6225,9.49729,0.0161,16.2871,-1.81115,9.49729,0.0197,-4.07498,1.05609,9.4973,0.0233,-11.1289,5.43576,9.49733,0.0269,3.59027,9.44685,9.49729,0.0305,12.5349,7.55718,9.4973,0.0341,-11.9255,-1.2657,9.49735,0.0377
-16.629,2.11945,9.48536,0.0054,-0.671928,-4.99466,9.48536,0.009,-10.866,11.9669,9.48536,0.0126,-16.1703,-13.6226,9.48536,0.0162,16.2872,-1.81116,9.48536,0.0198,-4.07509,1.05613,9.48536,0.0234,-11.129,5.4358,9.48539,0.027,3.59031,9.44695,9.48536,0.0306,12.535,7.55723,9.48536,0.0342,-11.9256,-1.26574,9.4854,0.0378
-16.6291,2.11946,9.47677,0.0055,-0.671943,-4.99478,9.47677,0.0091,-10.866,11.967,9.47677,0.0127,-16.1704,-13.6227,9.47677,0.0163,16.2873,-1.81117,9.47677,0.0199,-4.0752,1.05616,9.47677,0.0235,-11.1291,5.43585,9.47679,0.0271,3.59035,9.44706,9.47677,0.0307,12.5351,7.55729,9.47677,0.0343,-11.9257,-1.26578,9.4768,0.0379
-16.6292,2.11948,9.47148,0.0056,-0.671958,-4.99489,9.47148,0.0092,-10.8661,11.9671,9.47148,0.0128,-16.1705,-13.6228,9.47148,0.0164,16.2874,-1.81118,9.47148,0.02,-4.07531,1.05619,9.47149,0.0236,-11.1292,5.43589,9.4715,0.0272,3.59039,9.44716,9.47148,0.0308,12.5352,7.55735,9.47148,0.0344,-11.9258,-1.26582,9.47151,0.038
-16.6293,2.11949,9.46943,0.0057,-0.671973,-4.995,9.46943,0.0093,-10.8662,11.9672,9.46943,0.0129,-16.1706,-13.6228,9.46943,0.0165,16.2875,-1.8112,9.46943,0.0201,-4.07543,1.05623,9.46943,0.0237,-11.1293,5.43594,9.46944,0.0273,3.59043,9.44727,9.46943,0.0309,12.5353,7.55741,9.46943,0.0345,-11.9259,-1.26586,9.46944,0.0381
-16.6294,2.11951,9.47049,0.0058,-0.671988,-4.99511,9.47049,0.0094,-10.8663,11.9672,9.47049,0.013,-16.1706,-13.6229,9.47049,0.0166,16.2876,-1.81121,9.47049,0.0202,-4.07554,1.05626,9.47049,0.0238,-11.1294,5.43599,9.47049,0.0274,3.59047,9.44737,9.47049,0.031,12.5354,7.55747,9.47049,0.0346,-11.9259,-1.26589,9.47049,0.0382
-16.6295,2.11952,9.47454,0.0059,-0.672003,-4.99522,9.47454,0.0095,-10.8663,11.9673,9.47454,0.0131,-16.1707,-13.623,9.47454,0.0167,16.2878,-1.81122,9.47454,0.0203,-4.07565,1.0563,9.47454,0.0239,-11.1295,5.43603,9.47454,0.0275,3.59051,9.44748,9.47454,0.0311,12.5355,7.55753,9.47454,0.0347,-11.926,-1.26593,9.47454,0.0383
-16.6297,2.11954,9.48142,0.006,-0.672018,-4.99534,9.48142,0.0096,-10.8664,11.9674,9.48142,0.0132,-16.1708,-13.623,9.48142,0.0168,16.2879,-1.81123,9.48142,0.0204,-4.07577,1.05633,9.48142,0.024,-11.1296,5.43608,9.48141,0.0276,3.59055,9.44759,9.48142,0.0312,12.5356,7.55758,9.48142,0.0348,-11.9261,-1.26597,9.48141,0.0384
-16.6298,2.11955,9.49094,0.0061,-0.672034,-4.99545,9.49094,0.0097,-10.8665,11.9675,9.49094,0.0133,-16.1709,-13.6231,9.49094,0.0169,16.288,-1.81125,9.49094,0.0205,-4.07588,1.05637,9.49094,0.0241,-11.1297,5.43612,9.49093,0.0277,3.59059,9.4477,9.49094,0.0313,12.5357,7.55764,9.49094,0.0349,-11.9262,-1.26601,9.49092,0.0385
-16.6299,2.11957,9.50291,0.0062,-0.672049,-4.99556,9.50291,0.0098,-10.8666,11.9676,9.50291,0.0134,-16.171,-13.6232,9.50291,0.017,16.2881,-1.81126,9.50291,0.0206,-4.07599,1.0564,9.5029,0.0242,-11.1297,5.43617,9.50289,0.0278,3.59063,9.4478,9.50291,0.0314,12.5358,7.5577,9.50291,0.035,-11.9263,-1.26605,9.50288,0.0386
-16.63,2.11958,9.5171,0.0063,-0.672064,-4.99568,9.5171,0.0099,-10.8667,11.9677,9.5171,0.0135,-16.1711,-13.6233,9.5171,0.0171,16.2882,-1.81127,9.5171,0.0207,-4.07611,1.05644,9.51709,0.0243,-11.1298,5.43622,9.51707,0.0279,3.59067,9.44791,9.5171,0.0315,12.5359,7.55776,9.5171,0.0351,-11.9264,-1.26609,9.51706,0.0387
-16.6301,2.11959,9.53328,0.0064,-0.67208,-4.99579,9.53328,0.01,-10.8667,11.9678,9.53328,0.0136,-16.1712,-13.6233,9.53328,0.0172,16.2883,-1.81128,9.53328,0.0208,-4.07622,1.05647,9.53327,0.0244,-11.1299,5.43626,9.53325,0.028,3.59071,9.44802,9.53328,0.0316,12.536,7.55782,9.53328,0.0352,-11.9265,-1.26613,9.53323,0.0388
-16.6302,2.11961,9.5512,0.0065,-0.672095,-4.99591,9.5512,0.0101,-10.8668,11.9678,9.5512,0.0137,-16.1713,-13.6234,9.5512,0.0173,16.2884,-1.8113,9.5512,0.0209,-4.07634,1.05651,9.55119,0.0245,-11.13,5.43631,9.55117,0.0281,3.59075,9.44813,9.5512,0.0317,12.5361,7.55788,9.5512,0.0353,-11.9266,-1.26617,9.55115,0.0389
