X_0,Y_0,Z_0,Time_list_0,X_1,Y_1,Z_1,Time_list_1,X_2,Y_2,Z_2,Time_list_2,X_3,Y_3,Z_3,Time_list_3,X_4,Y_4,Z_4,Time_list_4
-16.2425,2.07009,9.79815,0.1307,-0.670187,-4.98172,9.79815,0.1343,-10.6168,11.6927,9.79815,0.1379,-15.7655,-13.2816,9.79815,0.1415,15.9118,-1.76942,9.79815,0.1451
-16.2422,2.07005,9.79815,0.1308,-0.670186,-4.98172,9.79815,0.1344,-10.6166,11.6925,9.79815,0.138,-15.7651,-13.2813,9.79815,0.1416,15.9115,-1.76938,9.79815,0.1452
-16.2419,2.07002,9.79815,0.1309,-0.670185,-4.98171,9.79815,0.1345,-10.6164,11.6923,9.79815,0.1381,-15.7648,-13.281,9.79815,0.1417,15.9113,-1.76935,9.79815,0.1453
-16.2416,2.06998,9.79815,0.131,-0.670184,-4.9817,9.79815,0.1346,-10.6163,11.6921,9.79815,0.1382,-15.7645,-13.2808,9.79815,0.1418,15.911,-1.76932,9.79815,0.1454
-16.2413,2.06994,9.79815,0.1311,-0.670183,-4.9817,9.79815,0.1347,-10.6161,11.6919,9.79815,0.1383,-15.7642,-13.2805,9.79815,0.1419,15.9107,-1.76929,9.79815,0.1455
-16.241,2.0699,9.79815,0.1312,-0.670182,-4.98169,9.79815,0.1348,-10.6159,11.6916,9.79815,0.1384,-15.7639,-13.2803,9.79815,0.142,15.9104,-1.76926,9.79815,0.1456
-16.2407,2.06987,9.79815,0.1313,-0.670181,-4.98168,9.79815,0.1349,-10.6157,11.6914,9.79815,0.1385,-15.7636,-13.28,9.79815,0.1421,15.9101,-1.76923,9.79815,0.1457
-16.2404,2.06983,9.79815,0.1314,-0.67018,-4.98167,9.79815,0.135,-10.6155,11.6912,9.79815,0.1386,-15.7633,-13.2797,9.79815,0.1422,15.9098,-1.7692,9.79815,0.1458
-16.2401,2.06979,9.79815,0.1315,-0.670179,-4.98167,9.79815,0.1351,-10.6153,11.691,9.79815,0.1387,-15.763,-13.2795,9.79815,0.1423,15.9096,-1.76916,9.79815,0.1459
-16.2398,2.06975,9.79815,0.1316,-0.670179,-4.98166,9.79815,0.1352,-10.6151,11.6908,9.79815,0.1388,-15.7627,-13.2792,9.79815,0.1424,15.9093,-1.76913,9.79815,0.146
-16.2395,2.06972,9.79815,0.1317,-0.670178,-4.98165,9.79815,0.1353,-10.6149,11.6906,9.79815,0.1389,-15.7624,-13.279,9.79815,0.1425,15.909,-1.7691,9.79815,0.1461
-16.2392,2.06968,9.79815,0.1318,-0.670177,-4.98165,9.79815,0.1354,-10.6147,11.6904,9.79815,0.139,-15.7621,-13.2787,9.79815,0.1426,15.9087,-1.76907,9.79815,0.1462
-16.239,2.06964,9.79815,0.1319,-0.670176,-4.98164,9.79815,0.1355,-10.6146,11.6902,9.79815,0.1391,-15.7618,-13.2784,9.79815,0.1427,15.9084,-1.76904,9.79815,0.1463
-16.2387,2.0696,9.79815,0.132,-0.670175,-4.98163,9.79815,0.1356,-10.6144,11.69,9.79815,0.1392,-15.7615,-13.2782,9.79815,0.1428,15.9081,-1.76901,9.79815,0.1464
-16.2384,2.06957,9.79815,0.1321,-0.670174,-4.98163,9.79815,0.1357,-10.6142,11.6898,9.79815,0.1393,-15.7611,-13.2779,9.79815,0.1429,15.9078,-1.76897,9.79815,0.1465
-16.2381,2.06953,9.79815,0.1322,-0.670173,-4.98162,9.79815,0.1358,-10.614,11.6896,9.79815,0.1394,-15.7608,-13.2777,9.79815,0.143,15.9076,-1.76894,9.79815,0.1466
-16.2378,2.06949,9.79815,0.1323,-0.670172,-4.98161,9.79815,0.1359,-10.6138,11.6894,9.79815,0.1395,-15.7605,-13.2774,9.79815,0.1431,15.9073,-1.76891,9.79815,0.1467
-16.2375,2.06945,9.79815,0.1324,-0.670171,-4.98161,9.79815,0.136,-10.6136,11.6892,9.79815,0.1396,-15.7602,-13.2771,9.79815,0.1432,15.907,-1.76888,9.79815,0.1468
-16.2372,2.06942,9.79815,0.1325,-0.67017,-4.9816,9.79815,0.1361,-10.6134,11.6889,9.79815,0.1397,-15.7599,-13.2769,9.79815,0.1433,15.9067,-1.76885,9.79815,0.1469
-16.2369,2.06938,9.79815,0.1326,-0.670169,-4.98159,9.79815,0.1362,-10.6132,11.6887,9.79815,0.1398,-15.7596,-13.2766,9.79815,0.1434,15.9064,-1.76882,9.79815,0.147
-16.2366,2.06934,9.79815,0.1327,-0.670168,-4.98159,9.79815,0.1363,-10.6131,11.6885,9.79815,0.1399,-15.7593,-13.2764,9.79815,0.1435,15.9061,-1.76878,9.79815,0.1471
-16.2363,2.06931,9.79815,0.1328,-0.670167,-4.98158,9.79815,0.1364,-10.6129,11.6883,9.79815,0.14,-15.759,-13.2761,9.79815,0.1436,15.9059,-1.76875,9.79815,0.1472
-16.236,2.06927,9.79815,0.1329,-0.670167,-4.98157,9.79815,0.1365,-10.6127,11.6881,9.79815,0.1401,-15.7587,-13.2758,9.79815,0.1437,15.9056,-1.76872,9.79815,0.1473
-16.2357,2.06923,9.79815,0.133,-0.670166,-4.98157,9.79815,0.1366,-10.6125,11.6879,9.79815,0.1402,-15.7584,-13.2756,9.79815,0.1438,15.9053,-1.76869,9.79815,0.1474
-16.2354,2.06919,9.79815,0.1331,-0.670165,-4.98156,9.79815,0.1367,-10.6123,11.6877,9.79815,0.1403,-15.7581,-13.2753,9.79815,0.1439,15.905,-1.76866,9.79815,0.1475
-16.2351,2.06916,9.79815,0.1332,-0.670164,-4.98155,9.79815,0.1368,-10.6121,11.6875,9.79815,0.1404,-15.7578,-13.2751,9.79815,0.144,15.9047,-1.76863,9.79815,0.1476
-16.2349,2.06912,9.79815,0.1333,-0.670163,-4.98154,9.79815,0.1369,-10.6119,11.6873,9.79815,0.1405,-15.7575,-13.2748,9.79815,0.1441,15.9044,-1.76859,9.79815,0.1477
-16.2346,2.06908,9.79815,0.1334,-0.670162,-4.98154,9.79815,0.137,-10.6117,11.6871,9.79815,0.1406,-15.7571,-13.2746,9.79815,0.1442,15.9042,-1.76856,9.79815,0.1478
-16.2343,2.06904,9.79815,0.1335,-0.670161,-4.98153,9.79815,0.1371,-10.6115,11.6869,9.79815,0.1407,-15.7568,-13.2743,9.79815,0.1443,15.9039,-1.76853,9.79815,0.1479
-16.234,2.06901,9.79815,0.1336,-0.67016,-4.98152,9.79815,0.1372,-10.6114,11.6867,9.79815,0.1408,-15.7565,-13.274,9.79815,0.1444,15.9036,-1.7685,9.79815,0.148
-16.2337,2.06897,9.79815,0.1337,-0.670159,-4.98152,9.79815,0.1373,-10.6112,11.6865,9.79815,0.1409,-15.7562,-13.2738,9.79815,0.1445,15.9033,-1.76847,9.79815,0.1481
-16.2334,2.06893,9.79815,0.1338,-0.670158,-4.98151,9.79815,0.1374,-10.611,11.6862,9.79815,0.141,-15.7559,-13.2735,9.79815,0.1446,15.903,-1.76844,9.79815,0.1482
-16.2331,2.06889,9.79815,0.1339,-0.670157,-4.9815,9.79815,0.1375,-10.6108,11.686,9.79815,0.1411,-15.7556,-13.2733,9.79815,0.1447,15.9027,-1.7684,9.79815,0.1483
-16.2328,2.06886,9.79815,0.134,-0.670156,-4.9815,9.79815,0.1376,-10.6106,11.6858,9.79815,0.1412,-15.7553,-13.273,9.79815,0.1448,15.9024,-1.76837,9.79815,0.1484
-16.2325,2.06882,9.79815,0.1341,-0.670156,-4.98149,9.79815,0.1377,-10.6104,11.6856,9.79815,0.1413,-15.755,-13.2727,9.79815,0.1449,15.9022,-1.76834,9.79815,0.1485
-16.2322,2.06878,9.79815,0.1342,-0.670155,-4.98148,9.79815,0.1378,-10.6102,11.6854,9.79815,0.1414,-15.7547,-13.2725,9.79815,0.145,15.9019,-1.76831,9.79815,0.1486
-16.2319,2.06874,9.79815,0.1343,-0.670154,-4.98148,9.79815,0.1379,-10.61,11.6852,9.79815,0.1415,-15.7544,-13.2722,9.79815,0.1451,15.9016,-1.76828,9.79815,0.1487
-16.2316,2.06871,9.79815,0.1344,-0.670153,-4.98147,9.79815,0.138,-10.6098,11.685,9.79815,0.1416,-15.7541,-13.272,9.79815,0.1452,15.9013,-1.76825,9.79815,0.1488
-16.2313,2.06867,9.79815,0.1345,-0.670152,-4.98146,9.79815,0.1381,-10.6097,11.6848,9.79815,0.1417,-15.7538,-13.2717,9.79815,0.1453,15.901,-1.76822,9.79815,0.1489
-16.231,2.06863,9.79815,0.1346,-0.670151,-4.98146,9.79815,0.1382,-10.6095,11.6846,9.79815,0.1418,-15.7535,-13.2714,9.79815,0.1454,15.9007,-1.76818,9.79815,0.149
-16.2308,2.06859,9.79815,0.1347,-0.67015,-4.98145,9.79815,0.1383,-10.6093,11.6844,9.79815,0.1419,-15.7532,-13.2712,9.79815,0.1455,15.9005,-1.76815,9.79815,0.1491
-16.2305,2.06856,9.79815,0.1348,-0.670149,-4.98144,9.79815,0.1384,-10.6091,11.6842,9.79815,0.142,-15.7528,-13.2709,9.79815,0.1456,15.9002,-1.76812,9.79815,0.1492
-16.2302,2.06852,9.79815,0.1349,-0.670148,-4.98144,9.79815,0.1385,-10.6089,11.684,9.79815,0.1421,-15.7525,-13.2707,9.79815,0.1457,15.8999,-1.76809,9.79815,0.1493
-16.2299,2.06848,9.79815,0.135,-0.670147,-4.98143,9.79815,0.1386,-10.6087,11.6838,9.79815,0.1422,-15.7522,-13.2704,9.79815,0.1458,15.8996,-1.76806,9.79815,0.1494
-16.2296,2.06845,9.79815,0.1351,-0.670146,-4.98142,9.79815,0.1387,-10.6085,11.6835,9.79815,0.1423,-15.7519,-13.2702,9.79815,0.1459,15.8993,-1.76803,9.79815,0.1495
-16.2293,2.06841,9.79815,0.1352,-0.670145,-4.98142,9.79815,0.1388,-10.6083,11.6833,9.79815,0.1424,-15.7516,-13.2699,9.79815,0.146,15.899,-1.76799,9.79815,0.1496
-16.229,2.06837,9.79815,0.1353,-0.670145,-4.98141,9.79815,0.1389,-10.6081,11.6831,9.79815,0.1425,-15.7513,-13.2696,9.79815,0.1461,15.8988,-1.76796,9.79815,0.1497
-16.2287,2.06833,9.79815,0.1354,-0.670144,-4.9814,9.79815,0.139,-10.608,11.6829,9.79815,0.1426,-15.751,-13.2694,9.79815,0.1462,15.8985,-1.76793,9.79815,0.1498
-16.2284,2.0683,9.79815,0.1355,-0.670143,-4.98139,9.79815,0.1391,-10.6078,11.6827,9.79815,0.1427,-15.7507,-13.2691,9.79815,0.1463,15.8982,-1.7679,9.79815,0.1499
-16.2281,2.06826,9.79815,0.1356,-0.670142,-4.98139,9.79815,0.1392,-10.6076,11.6825,9.79815,0.1428,-15.7504,-13.2689,9.79815,0.1464,15.8979,-1.76787,9.79815,0.15
-16.2278,2.06822,9.79815,0.1357,-0.670141,-4.98138,9.79815,0.1393,-10.6074,11.6823,9.79815,0.1429,-15.7501,-13.2686,9.79815,0.1465,15.8976,-1.76784,9.79815,0.1501
-16.2275,2.06818,9.79815,0.1358,-0.67014,-4.98137,9.79815,0.1394,-10.6072,11.6821,9.79815,0.143,-15.7498,-13.2683,9.79815,0.1466,15.8973,-1.7678,9.79815,0.1502
-16.2272,2.06815,9.79815,0.1359,-0.670139,-4.98137,9.79815,0.1395,-10.607,11.6819,9.79815,0.1431,-15.7495,-13.2681,9.79815,0.1467,15.897,-1.76777,9.79815,0.1503
-16.227,2.06811,9.79815,0.136,-0.670138,-4.98136,9.79815,0.1396,-10.6068,11.6817,9.79815,0.1432,-15.7492,-13.2678,9.79815,0.1468,15.8968,-1.76774,9.79815,0.1504
-16.2267,2.06807,9.79815,0.1361,-0.670137,-4.98135,9.79815,0.1397,-10.6066,11.6815,9.79815,0.1433,-15.7488,-13.2676,9.79815,0.1469,15.8965,-1.76771,9.79815,0.1505
-16.2264,2.06803,9.79815,0.1362,-0.670136,-4.98135,9.79815,0.1398,-10.6065,11.6813,9.79815,0.1434,-15.7485,-13.2673,9.79815,0.147,15.8962,-1.76768,9.79815,0.1506
-16.2261,2.068,9.79815,0.1363,-0.670135,-4.98134,9.79815,0.1399,-10.6063,11.6811,9.79815,0.1435,-15.7482,-13.267,9.79815,0.1471,15.8959,-1.76765,9.79815,0.1507
-16.2258,2.06796,9.79815,0.1364,-0.670134,-4.98133,9.79815,0.14,-10.6061,11.6809,9.79815,0.1436,-15.7479,-13.2668,9.79815,0.1472,15.8956,-1.76762,9.79815,0.1508
-16.2255,2.06792,9.79815,0.1365,-0.670134,-4.98133,9.79815,0.1401,-10.6059,11.6806,9.79815,0.1437,-15.7476,-13.2665,9.79815,0.1473,15.8953,-1.76758,9.79815,0.1509
-16.2252,2.06788,9.79815,0.1366,-0.670133,-4.98132,9.79815,0.1402,-10.6057,11.6804,9.79815,0.1438,-15.7473,-13.2663,9.79815,0.1474,15.8951,-1.76755,9.79815,0.151
-16.2249,2.06785,9.79815,0.1367,-0.670132,-4.98131,9.79815,0.1403,-10.6055,11.6802,9.79815,0.1439,-15.747,-13.266,9.79815,0.1475,15.8948,-1.76752,9.79815,0.1511
-16.2246,2.06781,9.79815,0.1368,-0.670131,-4.98131,9.79815,0.1404,-10.6053,11.68,9.79815,0.144,-15.7467,-13.2657,9.79815,0.1476,15.8945,-1.76749,9.79815,0.1512
-16.2243,2.06777,9.79815,0.1369,-0.67013,-4.9813,9.79815,0.1405,-10.6051,11.6798,9.79815,0.1441,-15.7464,-13.2655,9.79815,0.1477,15.8942,-1.76746,9.79815,0.1513
-16.224,2.06773,9.79815,0.137,-0.670129,-4.98129,9.79815,0.1406,-10.6049,11.6796,9.79815,0.1442,-15.7461,-13.2652,9.79815,0.1478,15.8939,-1.76743,9.79815,0.1514
-16.2237,2.0677,9.79815,0.1371,-0.670128,-4.98129,9.79815,0.1407,-10.6048,11.6794,9.79815,0.1443,-15.7458,-13.265,9.79815,0.1479,15.8936,-1.76739,9.79815,0.1515
-16.2234,2.06766,9.79815,0.1372,-0.670127,-4.98128,9.79815,0.1408,-10.6046,11.6792,9.79815,0.1444,-15.7455,-13.2647,9.79815,0.148,15.8934,-1.76736,9.79815,0.1516
-16.2232,2.06762,9.79815,0.1373,-0.670126,-4.98127,9.79815,0.1409,-10.6044,11.679,9.79815,0.1445,-15.7452,-13.2645,9.79815,0.1481,15.8931,-1.76733,9.79815,0.1517
-16.2229,2.06759,9.79815,0.1374,-0.670125,-4.98127,9.79815,0.141,-10.6042,11.6788,9.79815,0.1446,-15.7449,-13.2642,9.79815,0.1482,15.8928,-1.7673,9.79815,0.1518
-16.2226,2.06755,9.79815,0.1375,-0.670124,-4.98126,9.79815,0.1411,-10.604,11.6786,9.79815,0.1447,-15.7445,-13.2639,9.79815,0.1483,15.8925,-1.76727,9.79815,0.1519
-16.2223,2.06751,9.79815,0.1376,-0.670123,-4.98125,9.79815,0.1412,-10.6038,11.6784,9.79815,0.1448,-15.7442,-13.2637,9.79815,0.1484,15.8922,-1.76724,9.79815,0.152
-16.222,2.06747,9.79815,0.1377,-0.670123,-4.98124,9.79815,0.1413,-10.6036,11.6782,9.79815,0.1449,-15.7439,-13.2634,9.79815,0.1485,15.8919,-1.7672,9.79815,0.1521
-16.2217,2.06744,9.79815,0.1378,-0.670122,-4.98124,9.79815,0.1414,-10.6034,11.6779,9.79815,0.145,-15.7436,-13.2632,9.79815,0.1486,15.8917,-1.76717,9.79815,0.1522
-16.2214,2.0674,9.79815,0.1379,-0.670121,-4.98123,9.79815,0.1415,-10.6032,11.6777,9.79815,0.1451,-15.7433,-13.2629,9.79815,0.1487,15.8914,-1.76714,9.79815,0.1523
-16.2211,2.06736,9.79815,0.138,-0.67012,-4.98122,9.79815,0.1416,-10.6031,11.6775,9.79815,0.1452,-15.743,-13.2626,9.79815,0.1488,15.8911,-1.76711,9.79815,0.1524
-16.2208,2.06732,9.79815,0.1381,-0.670119,-4.98122,9.79815,0.1417,-10.6029,11.6773,9.79815,0.1453,-15.7427,-13.2624,9.79815,0.1489,15.8908,-1.76708,9.79815,0.1525
-16.2205,2.06729,9.79815,0.1382,-0.670118,-4.98121,9.79815,0.1418,-10.6027,11.6771,9.79815,0.1454,-15.7424,-13.2621,9.79815,0.149,15.8905,-1.76705,9.79815,0.1526
-16.2202,2.06725,9.79815,0.1383,-0.670117,-4.9812,9.79815,0.1419,-10.6025,11.6769,9.79815,0.1455,-15.7421,-13.2619,9.79815,0.1491,15.8902,-1.76702,9.79815,0.1527
-16.2199,2.06721,9.79815,0.1384,-0.670116,-4.9812,9.79815,0.142,-10.6023,11.6767,9.79815,0.1456,-15.7418,-13.2616,9.79815,0.1492,15.8899,-1.76698,9.79815,0.1528
-16.2196,2.06717,9.79815,0.1385,-0.670115,-4.98119,9.79815,0.1421,-10.6021,11.6765,9.79815,0.1457,-15.7415,-13.2614,9.79815,0.1493,15.8897,-1.76695,9.79815,0.1529
-16.2193,2.06714,9.79815,0.1386,-0.670114,-4.98118,9.79815,0.1422,-10.6019,11.6763,9.79815,0.1458,-15.7412,-13.2611,9.79815,0.1494,15.8894,-1.76692,9.79815,0.153
-16.2191,2.0671,9.79815,0.1387,-0.670113,-4.98118,9.79815,0.1423,-10.6017,11.6761,9.79815,0.1459,-15.7409,-13.2608,9.79815,0.1495,15.8891,-1.76689,9.79815,0.1531
-16.2188,2.06706,9.79815,0.1388,-0.670112,-4.98117,9.79815,0.1424,-10.6016,11.6759,9.79815,0.146,-15.7406,-13.2606,9.79815,0.1496,15.8888,-1.76686,9.79815,0.1532
-16.2185,2.06703,9.79815,0.1389,-0.670112,-4.98116,9.79815,0.1425,-10.6014,11.6757,9.79815,0.1461,-15.7402,-13.2603,9.79815,0.1497,15.8885,-1.76683,9.79815,0.1533
-16.2182,2.06699,9.79815,0.139,-0.670111,-4.98116,9.79815,0.1426,-10.6012,11.6755,9.79815,0.1462,-15.7399,-13.2601,9.79815,0.1498,15.8882,-1.76679,9.79815,0.1534
-16.2179,2.06695,9.79815,0.1391,-0.67011,-4.98115,9.79815,0.1427,-10.601,11.6753,9.79815,0.1463,-15.7396,-13.2598,9.79815,0.1499,15.888,-1.76676,9.79815,0.1535
-16.2176,2.06691,9.79815,0.1392,-0.670109,-4.98114,9.79815,0.1428,-10.6008,11.675,9.79815,0.1464,-15.7393,-13.2595,9.79815,0.15,15.8877,-1.76673,9.79815,0.1536
-16.2173,2.06688,9.79815,0.1393,-0.670108,-4.98114,9.79815,0.1429,-10.6006,11.6748,9.79815,0.1465,-15.739,-13.2593,9.79815,0.1501,15.8874,-1.7667,9.79815,0.1537
-16.217,2.06684,9.79815,0.1394,-0.670107,-4.98113,9.79815,0.143,-10.6004,11.6746,9.79815,0.1466,-15.7387,-13.259,9.79815,0.1502,15.8871,-1.76667,9.79815,0.1538
-16.2167,2.0668,9.79815,0.1395,-0.670106,-4.98112,9.79815,0.1431,-10.6002,11.6744,9.79815,0.1467,-15.7384,-13.2588,9.79815,0.1503,15.8868,-1.76664,9.79815,0.1539
-16.2164,2.06676,9.79815,0.1396,-0.670105,-4.98112,9.79815,0.1432,-10.6,11.6742,9.79815,0.1468,-15.7381,-13.2585,9.79815,0.1504,15.8865,-1.7666,9.79815,0.154
-16.2161,2.06673,9.79815,0.1397,-0.670104,-4.98111,9.79815,0.1433,-10.5999,11.674,9.79815,0.1469,-15.7378,-13.2582,9.79815,0.1505,15.8863,-1.76657,9.79815,0.1541
-16.2158,2.06669,9.79815,0.1398,-0.670103,-4.9811,9.79815,0.1434,-10.5997,11.6738,9.79815,0.147,-15.7375,-13.258,9.79815,0.1506,15.886,-1.76654,9.79815,0.1542
-16.2155,2.06665,9.79815,0.1399,-0.670102,-4.98109,9.79815,0.1435,-10.5995,11.6736,9.79815,0.1471,-15.7372,-13.2577,9.79815,0.1507,15.8857,-1.76651,9.79815,0.1543
-16.2153,2.06661,9.79815,0.14,-0.670101,-4.98109,9.79815,0.1436,-10.5993,11.6734,9.79815,0.1472,-15.7369,-13.2575,9.79815,0.1508,15.8854,-1.76648,9.79815,0.1544
-16.215,2.06658,9.79815,0.1401,-0.670101,-4.98108,9.79815,0.1437,-10.5991,11.6732,9.79815,0.1473,-15.7366,-13.2572,9.79815,0.1509,15.8851,-1.76645,9.79815,0.1545
-16.2147,2.06654,9.79815,0.1402,-0.6701,-4.98107,9.79815,0.1438,-10.5989,11.673,9.79815,0.1474,-15.7363,-13.257,9.79815,0.151,15.8848,-1.76642,9.79815,0.1546
-16.2144,2.0665,9.79815,0.1403,-0.670099,-4.98107,9.79815,0.1439,-10.5987,11.6728,9.79815,0.1475,-15.7359,-13.2567,9.79815,0.1511,15.8846,-1.76638,9.79815,0.1547
-16.2141,2.06646,9.79815,0.1404,-0.670098,-4.98106,9.79815,0.144,-10.5985,11.6726,9.79815,0.1476,-15.7356,-13.2564,9.79815,0.1512,15.8843,-1.76635,9.79815,0.1548
-16.2138,2.06643,9.79815,0.1405,-0.670097,-4.98105,9.79815,0.1441,-10.5984,11.6724,9.79815,0.1477,-15.7353,-13.2562,9.79815,0.1513,15.884,-1.76632,9.79815,0.1549
-16.2135,2.06639,9.79815,0.1406,-0.670096,-4.98105,9.79815,0.1442,-10.5982,11.6721,9.79815,0.1478,-15.735,-13.2559,9.79815,0.1514,15.8837,-1.76629,9.79815,0.155
-16.2132,2.06635,9.79815,0.1407,-0.670095,-4.98104,9.79815,0.1443,-10.598,11.6719,9.79815,0.1479,-15.7347,-13.2557,9.79815,0.1515,15.8834,-1.76626,9.79815,0.1551
-16.2129,2.06632,9.79815,0.1408,-0.670094,-4.98103,9.79815,0.1444,-10.5978,11.6717,9.79815,0.148,-15.7344,-13.2554,9.79815,0.1516,15.8831,-1.76623,9.79815,0.1552
-16.2126,2.06628,9.79815,0.1409,-0.670093,-4.98103,9.79815,0.1445,-10.5976,11.6715,9.79815,0.1481,-15.7341,-13.2551,9.79815,0.1517,15.8829,-1.76619,9.79815,0.1553
-16.2123,2.06624,9.79815,0.141,-0.670092,-4.98102,9.79815,0.1446,-10.5974,11.6713,9.79815,0.1482,-15.7338,-13.2549,9.79815,0.1518,15.8826,-1.76616,9.79815,0.1554
-16.212,2.0662,9.79815,0.1411,-0.670091,-4.98101,9.79815,0.1447,-10.5972,11.6711,9.79815,0.1483,-15.7335,-13.2546,9.79815,0.1519,15.8823,-1.76613,9.79815,0.1555
-16.2118,2.06617,9.79815,0.1412,-0.67009,-4.98101,9.79815,0.1448,-10.597,11.6709,9.79815,0.1484,-15.7332,-13.2544,9.79815,0.152,15.882,-1.7661,9.79815,0.1556
-16.2115,2.06613,9.79815,0.1413,-0.67009,-4.981,9.79815,0.1449,-10.5968,11.6707,9.79815,0.1485,-15.7329,-13.2541,9.79815,0.1521,15.8817,-1.76607,9.79815,0.1557
-16.2112,2.06609,9.79815,0.1414,-0.670089,-4.98099,9.79815,0.145,-10.5967,11.6705,9.79815,0.1486,-15.7326,-13.2539,9.79815,0.1522,15.8814,-1.76604,9.79815,0.1558
-16.2109,2.06605,9.79815,0.1415,-0.670088,-4.98099,9.79815,0.1451,-10.5965,11.6703,9.79815,0.1487,-15.7323,-13.2536,9.79815,0.1523,15.8812,-1.76601,9.79815,0.1559
-16.2106,2.06602,9.79815,0.1416,-0.670087,-4.98098,9.79815,0.1452,-10.5963,11.6701,9.79815,0.1488,-15.732,-13.2533,9.79815,0.1524,15.8809,-1.76597,9.79815,0.156
-16.2103,2.06598,9.79815,0.1417,-0.670086,-4.98097,9.79815,0.1453,-10.5961,11.6699,9.79815,0.1489,-15.7317,-13.2531,9.79815,0.1525,15.8806,-1.76594,9.79815,0.1561
-16.21,2.06594,9.79815,0.1418,-0.670085,-4.98097,9.79815,0.1454,-10.5959,11.6697,9.79815,0.149,-15.7313,-13.2528,9.79815,0.1526,15.8803,-1.76591,9.79815,0.1562
-16.2097,2.0659,9.79815,0.1419,-0.670084,-4.98096,9.79815,0.1455,-10.5957,11.6695,9.79815,0.1491,-15.731,-13.2526,9.79815,0.1527,15.88,-1.76588,9.79815,0.1563
-16.2094,2.06587,9.79815,0.142,-0.670083,-4.98095,9.79815,0.1456,-10.5955,11.6692,9.79815,0.1492,-15.7307,-13.2523,9.79815,0.1528,15.8797,-1.76585,9.79815,0.1564
-16.2091,2.06583,9.79815,0.1421,-0.670082,-4.98094,9.79815,0.1457,-10.5953,11.669,9.79815,0.1493,-15.7304,-13.252,9.79815,0.1529,15.8795,-1.76582,9.79815,0.1565
-16.2088,2.06579,9.79815,0.1422,-0.670081,-4.98094,9.79815,0.1458,-10.5952,11.6688,9.79815,0.1494,-15.7301,-13.2518,9.79815,0.153,15.8792,-1.76578,9.79815,0.1566
-16.2085,2.06576,9.79815,0.1423,-0.67008,-4.98093,9.79815,0.1459,-10.595,11.6686,9.79815,0.1495,-15.7298,-13.2515,9.79815,0.1531,15.8789,-1.76575,9.79815,0.1567
-16.2082,2.06572,9.79815,0.1424,-0.670079,-4.98092,9.79815,0.146,-10.5948,11.6684,9.79815,0.1496,-15.7295,-13.2513,9.79815,0.1532,15.8786,-1.76572,9.79815,0.1568
-16.208,2.06568,9.79815,0.1425,-0.670079,-4.98092,9.79815,0.1461,-10.5946,11.6682,9.79815,0.1497,-15.7292,-13.251,9.79815,0.1533,15.8783,-1.76569,9.79815,0.1569
-16.2077,2.06564,9.79815,0.1426,-0.670078,-4.98091,9.79815,0.1462,-10.5944,11.668,9.79815,0.1498,-15.7289,-13.2507,9.79815,0.1534,15.878,-1.76566,9.79815,0.157
-16.2074,2.06561,9.79815,0.1427,-0.670077,-4.9809,9.79815,0.1463,-10.5942,11.6678,9.79815,0.1499,-15.7286,-13.2505,9.79815,0.1535,15.8777,-1.76563,9.79815,0.1571
-16.2071,2.06557,9.79815,0.1428,-0.670076,-4.9809,9.79815,0.1464,-10.594,11.6676,9.79815,0.15,-15.7283,-13.2502,9.79815,0.1536,15.8775,-1.7656,9.79815,0.1572
-16.2068,2.06553,9.79815,0.1429,-0.670075,-4.98089,9.79815,0.1465,-10.5938,11.6674,9.79815,0.1501,-15.728,-13.25,9.79815,0.1537,15.8772,-1.76556,9.79815,0.1573
-16.2065,2.06549,9.79815,0.143,-0.670074,-4.98088,9.79815,0.1466,-10.5936,11.6672,9.79815,0.1502,-15.7277,-13.2497,9.79815,0.1538,15.8769,-1.76553,9.79815,0.1574
-16.2062,2.06546,9.79815,0.1431,-0.670073,-4.98088,9.79815,0.1467,-10.5935,11.667,9.79815,0.1503,-15.7274,-13.2495,9.79815,0.1539,15.8766,-1.7655,9.79815,0.1575
-16.2059,2.06542,9.79815,0.1432,-0.670072,-4.98087,9.79815,0.1468,-10.5933,11.6668,9.79815,0.1504,-15.7271,-13.2492,9.79815,0.154,15.8763,-1.76547,9.79815,0.1576
-16.2056,2.06538,9.79815,0.1433,-0.670071,-4.98086,9.79815,0.1469,-10.5931,11.6666,9.79815,0.1505,-15.7267,-13.2489,9.79815,0.1541,15.876,-1.76544,9.79815,0.1577
-16.2053,2.06535,9.79815,0.1434,-0.67007,-4.98086,9.79815,0.147,-10.5929,11.6663,9.79815,0.1506,-15.7264,-13.2487,9.79815,0.1542,15.8758,-1.76541,9.79815,0.1578
-16.205,2.06531,9.79815,0.1435,-0.670069,-4.98085,9.79815,0.1471,-10.5927,11.6661,9.79815,0.1507,-15.7261,-13.2484,9.79815,0.1543,15.8755,-1.76537,9.79815,0.1579
-16.2047,2.06527,9.79815,0.1436,-0.670068,-4.98084,9.79815,0.1472,-10.5925,11.6659,9.79815,0.1508,-15.7258,-13.2482,9.79815,0.1544,15.8752,-1.76534,9.79815,0.158
-16.2044,2.06523,9.79815,0.1437,-0.670068,-4.98084,9.79815,0.1473,-10.5923,11.6657,9.79815,0.1509,-15.7255,-13.2479,9.79815,0.1545,15.8749,-1.76531,9.79815,0.1581
