X_0,Y_0,Z_0,Time_list_0,X_1,Y_1,Z_1,Time_list_1,X_2,Y_2,Z_2,Time_list_2,X_3,Y_3,Z_3,Time_list_3,X_4,Y_4,Z_4,Time_list_4,X_5,Y_5,Z_5,Time_list_5,X_6,Y_6,Z_6,Time_list_6,X_7,Y_7,Z_7,Time_list_7,X_8,Y_8,Z_8,Time_list_8,X_9,Y_9,Z_9,Time_list_9
-16.6252,2.11897,9.60579,0.0011,-10.2193,10.2796,9.60579,0.0011,2.83298,-0.67152,9.60579,0.0011,-4.99065,13.1981,9.60579,0.0011,10.7607,8.21954,9.60579,0.0011,-10.8677,11.9752,9.60579,0.0011,7.01652,0.450736,9.60579,0.0011,-6.53389,-16.1674,9.60579,0.0011,-13.6202,-4.5187,9.60579,0.0011,-11.7566,-11.137,9.60579,0.0011
-16.6252,2.11898,9.62505,0.0012,-10.2184,10.2771,9.62505,0.0012,2.83296,-0.671549,9.62505,0.0012,-4.99065,13.1981,9.62505,0.0012,10.7607,8.21957,9.62505,0.0012,-10.8687,11.9777,9.62505,0.0012,7.01663,0.450757,9.62505,0.0012,-6.53391,-16.1675,9.62505,0.0012,-13.6203,-4.51872,9.62505,0.0012,-11.7566,-11.1371,9.62505,0.0012
-16.6253,2.11899,9.64499,0.0013,-10.2174,10.2744,9.64499,0.0013,2.83293,-0.67158,9.64499,0.0013,-4.99065,13.1982,9.64499,0.0013,10.7608,8.2196,9.64499,0.0013,-10.8697,11.9804,9.64499,0.0013,7.01676,0.450779,9.64499,0.0013,-6.53393,-16.1675,9.64499,0.0013,-13.6203,-4.51873,9.64499,0.0013,-11.7566,-11.1371,9.64499,0.0013
-16.6253,2.119,9.66538,0.0014,-10.2164,10.2716,9.66538,0.0014,2.8329,-0.671614,9.66538,0.0014,-4.99065,13.1982,9.66538,0.0014,10.7608,8.21964,9.66538,0.0014,-10.8709,11.9833,9.66538,0.0014,7.01689,0.450803,9.66538,0.0014,-6.53395,-16.1676,9.66538,0.0014,-13.6204,-4.51875,9.66538,0.0014,-11.7567,-11.1372,9.66538,0.0014
-16.6254,2.11901,9.686,0.0015,-10.2153,10.2686,9.686,0.0015,2.83288,-0.671649,9.686,0.0015,-4.99065,13.1983,9.686,0.0015,10.7608,8.21967,9.686,0.0015,-10.8721,11.9864,9.686,0.0015,7.01703,0.450829,9.686,0.0015,-6.53396,-16.1676,9.686,0.0015,-13.6204,-4.51876,9.686,0.0015,-11.7567,-11.1372,9.686,0.0015
-16.6255,2.11902,9.70662,0.0016,-10.2141,10.2654,9.70662,0.0016,2.83285,-0.671687,9.70662,0.0016,-4.99065,13.1984,9.70662,0.0016,10.7609,8.21971,9.70662,0.0016,-10.8734,11.9897,9.70662,0.0016,7.01718,0.450856,9.70662,0.0016,-6.53399,-16.1677,9.70662,0.0016,-13.6205,-4.51878,9.70662,0.0016,-11.7568,-11.1372,9.70662,0.0016
-16.6255,2.11903,9.72703,0.0017,-10.2128,10.262,9.72703,0.0017,2.83281,-0.671726,9.72703,0.0017,-4.99065,13.1984,9.72703,0.0017,10.7609,8.21975,9.72703,0.0017,-10.8747,11.9931,9.72703,0.0017,7.01733,0.450884,9.72703,0.0017,-6.53401,-16.1677,9.72703,0.0017,-13.6205,-4.5188,9.72703,0.0017,-11.7568,-11.1373,9.72703,0.0017
-16.6256,2.11904,9.74704,0.0018,-10.2116,10.2585,9.74704,0.0018,2.83278,-0.671768,9.74704,0.0018,-4.99064,13.1985,9.74704,0.0018,10.761,8.21979,9.74704,0.0018,-10.8762,11.9967,9.74704,0.0018,7.01749,0.450914,9.74704,0.0018,-6.53403,-16.1678,9.74704,0.0018,-13.6206,-4.51882,9.74704,0.0018,-11.7569,-11.1373,9.74704,0.0018
-16.6257,2.11905,9.76644,0.0019,-10.2102,10.2549,9.76644,0.0019,2.83274,-0.671811,9.76644,0.0019,-4.99064,13.1986,9.76644,0.0019,10.7611,8.21983,9.76644,0.0019,-10.8776,12.0004,9.76644,0.0019,7.01766,0.450945,9.76644,0.0019,-6.53405,-16.1679,9.76644,0.0019,-13.6207,-4.51884,9.76644,0.0019,-11.7569,-11.1374,9.76644,0.0019
-16.6257,2.11906,9.78507,0.002,-10.2088,10.2512,9.78507,0.002,2.8327,-0.671855,9.78507,0.002,-4.99064,13.1987,9.78507,0.002,10.7611,8.21987,9.78507,0.002,-10.8791,12.0043,9.78507,0.002,7.01784,0.450978,9.78507,0.002,-6.53408,-16.1679,9.78507,0.002,-13.6207,-4.51886,9.78507,0.002,-11.757,-11.1374,9.78507,0.002
-16.6258,2.11907,9.80276,0.0021,-10.2074,10.2473,9.80276,0.0021,2.83267,-0.671902,9.80276,0.0021,-4.99064,13.1987,9.80276,0.0021,10.7612,8.21992,9.80276,0.0021,-10.8807,12.0082,9.80276,0.0021,7.01802,0.451011,9.80276,0.0021,-6.5341,-16.168,9.80276,0.0021,-13.6208,-4.51888,9.80276,0.0021,-11.757,-11.1375,9.80276,0.0021
-16.6259,2.11909,9.81938,0.0022,-10.2059,10.2434,9.81938,0.0022,2.83262,-0.67195,9.81938,0.0022,-4.99064,13.1988,9.81938,0.0022,10.7612,8.21996,9.81938,0.0022,-10.8823,12.0123,9.81938,0.0022,7.01821,0.451046,9.81938,0.0022,-6.53413,-16.1681,9.81938,0.0022,-13.6209,-4.5189,9.81938,0.0022,-11.7571,-11.1375,9.81938,0.0022
-16.626,2.1191,9.83478,0.0023,-10.2044,10.2393,9.83478,0.0023,2.83258,-0.671999,9.83478,0.0023,-4.99064,13.1989,9.83478,0.0023,10.7613,8.22001,9.83478,0.0023,-10.8839,12.0164,9.83478,0.0023,7.01841,0.451082,9.83478,0.0023,-6.53415,-16.1681,9.83478,0.0023,-13.6209,-4.51892,9.83478,0.0023,-11.7571,-11.1376,9.83478,0.0023
-16.626,2.11911,9.84888,0.0024,-10.2029,10.2352,9.84888,0.0024,2.83254,-0.67205,9.84888,0.0024,-4.99063,13.199,9.84888,0.0024,10.7614,8.22006,9.84888,0.0024,-10.8856,12.0207,9.84888,0.0024,7.01861,0.451119,9.84888,0.0024,-6.53418,-16.1682,9.84888,0.0024,-13.621,-4.51894,9.84888,0.0024,-11.7572,-11.1377,9.84888,0.0024
-16.6261,2.11913,9.86156,0.0025,-10.2014,10.231,9.86156,0.0025,2.83249,-0.672102,9.86156,0.0025,-4.99063,13.1991,9.86156,0.0025,10.7614,8.22011,9.86156,0.0025,-10.8873,12.025,9.86156,0.0025,7.01881,0.451156,9.86156,0.0025,-6.53421,-16.1683,9.86156,0.0025,-13.6211,-4.51897,9.86156,0.0025,-11.7572,-11.1377,9.86156,0.0025
-16.6262,2.11914,9.87275,0.0026,-10.1998,10.2267,9.87275,0.0026,2.83245,-0.672155,9.87275,0.0026,-4.99063,13.1992,9.87275,0.0026,10.7615,8.22016,9.87275,0.0026,-10.889,12.0294,9.87275,0.0026,7.01902,0.451195,9.87275,0.0026,-6.53424,-16.1684,9.87275,0.0026,-13.6212,-4.51899,9.87275,0.0026,-11.7573,-11.1378,9.87275,0.0026
-16.6263,2.11915,9.88241,0.0027,-10.1982,10.2223,9.88241,0.0027,2.8324,-0.672209,9.88241,0.0027,-4.99063,13.1992,9.88241,0.0027,10.7616,8.22021,9.88241,0.0027,-10.8908,12.0338,9.88241,0.0027,7.01923,0.451235,9.88241,0.0027,-6.53426,-16.1685,9.88241,0.0027,-13.6212,-4.51901,9.88241,0.0027,-11.7574,-11.1378,9.88241,0.0027
-16.6264,2.11917,9.89049,0.0028,-10.1965,10.2179,9.89049,0.0028,2.83235,-0.672265,9.89049,0.0028,-4.99063,13.1993,9.89049,0.0028,10.7616,8.22027,9.89049,0.0028,-10.8925,12.0384,9.89049,0.0028,7.01945,0.451275,9.89049,0.0028,-6.53429,-16.1685,9.89049,0.0028,-13.6213,-4.51904,9.89049,0.0028,-11.7574,-11.1379,9.89049,0.0028
-16.6265,2.11918,9.89697,0.0029,-10.1949,10.2135,9.89697,0.0029,2.8323,-0.672322,9.89697,0.0029,-4.99062,13.1994,9.89697,0.0029,10.7617,8.22032,9.89697,0.0029,-10.8943,12.0429,9.89697,0.0029,7.01968,0.451316,9.89697,0.0029,-6.53432,-16.1686,9.89697,0.0029,-13.6214,-4.51906,9.89697,0.0029,-11.7575,-11.138,9.89697,0.0029
-16.6266,2.1192,9.90185,0.003,-10.1932,10.209,9.90185,0.003,2.83225,-0.67238,9.90185,0.003,-4.99062,13.1995,9.90185,0.003,10.7618,8.22038,9.90185,0.003,-10.8962,12.0475,9.90185,0.003,7.0199,0.451358,9.90185,0.003,-6.53435,-16.1687,9.90185,0.003,-13.6215,-4.51909,9.90185,0.003,-11.7576,-11.138,9.90185,0.003
-16.6267,2.11921,9.90514,0.0031,-10.1916,10.2044,9.90514,0.0031,2.8322,-0.672438,9.90514,0.0031,-4.99062,13.1996,9.90514,0.0031,10.7618,8.22043,9.90514,0.0031,-10.898,12.0522,9.90514,0.0031,7.02013,0.451401,9.90514,0.0031,-6.53439,-16.1688,9.90514,0.0031,-13.6216,-4.51912,9.90514,0.0031,-11.7576,-11.1381,9.90514,0.0031
-16.6267,2.11923,9.90687,0.0032,-10.1899,10.1999,9.90687,0.0032,2.83215,-0.672498,9.90687,0.0032,-4.99062,13.1997,9.90687,0.0032,10.7619,8.22049,9.90687,0.0032,-10.8998,12.0569,9.90687,0.0032,7.02037,0.451444,9.90687,0.0032,-6.53442,-16.1689,9.90687,0.0032,-13.6217,-4.51914,9.90687,0.0032,-11.7577,-11.1382,9.90687,0.0032
-16.6268,2.11924,9.90708,0.0033,-10.1882,10.1953,9.90708,0.0033,2.83209,-0.672559,9.90708,0.0033,-4.99061,13.1998,9.90708,0.0033,10.762,8.22055,9.90708,0.0033,-10.9017,12.0616,9.90708,0.0033,7.02061,0.451488,9.90708,0.0033,-6.53445,-16.169,9.90708,0.0033,-13.6218,-4.51917,9.90708,0.0033,-11.7578,-11.1382,9.90708,0.0033
-16.6269,2.11926,9.90584,0.0034,-10.1865,10.1907,9.90584,0.0034,2.83204,-0.67262,9.90584,0.0034,-4.99061,13.1999,9.90584,0.0034,10.7621,8.22061,9.90584,0.0034,-10.9036,12.0663,9.90584,0.0034,7.02085,0.451533,9.90584,0.0034,-6.53448,-16.1691,9.90584,0.0034,-13.6219,-4.5192,9.90584,0.0034,-11.7578,-11.1383,9.90584,0.0034
-16.627,2.11928,9.90321,0.0035,-10.1848,10.1861,9.90321,0.0035,2.83198,-0.672682,9.90321,0.0035,-4.99061,13.2,9.90321,0.0035,10.7621,8.22067,9.90321,0.0035,-10.9054,12.0711,9.90321,0.0035,7.02109,0.451578,9.90321,0.0035,-6.53451,-16.1692,9.90321,0.0035,-13.6219,-4.51922,9.90321,0.0035,-11.7579,-11.1384,9.90321,0.0035
-16.6271,2.11929,9.89927,0.0036,-10.1831,10.1814,9.89927,0.0036,2.83193,-0.672745,9.89927,0.0036,-4.99061,13.2001,9.89927,0.0036,10.7622,8.22073,9.89927,0.0036,-10.9073,12.0758,9.89927,0.0036,7.02134,0.451624,9.89927,0.0036,-6.53455,-16.1693,9.89927,0.0036,-13.622,-4.51925,9.89927,0.0036,-11.758,-11.1384,9.89927,0.0036
-16.6272,2.11931,9.89412,0.0037,-10.1813,10.1768,9.89412,0.0037,2.83187,-0.672809,9.89412,0.0037,-4.9906,13.2003,9.89412,0.0037,10.7623,8.22079,9.89412,0.0037,-10.9092,12.0806,9.89412,0.0037,7.02159,0.45167,9.89412,0.0037,-6.53458,-16.1694,9.89412,0.0037,-13.6221,-4.51928,9.89412,0.0037,-11.7581,-11.1385,9.89412,0.0037
-16.6273,2.11933,9.88785,0.0038,-10.1796,10.1721,9.88785,0.0038,2.83182,-0.672874,9.88785,0.0038,-4.9906,13.2004,9.88785,0.0038,10.7624,8.22085,9.88785,0.0038,-10.9111,12.0854,9.88785,0.0038,7.02185,0.451717,9.88785,0.0038,-6.53462,-16.1695,9.88785,0.0038,-13.6222,-4.51931,9.88785,0.0038,-11.7581,-11.1386,9.88785,0.0038
-16.6274,2.11934,9.88059,0.0039,-10.1779,10.1675,9.88059,0.0039,2.83176,-0.672939,9.88059,0.0039,-4.9906,13.2005,9.88059,0.0039,10.7625,8.22091,9.88059,0.0039,-10.913,12.0902,9.88059,0.0039,7.0221,0.451765,9.88059,0.0039,-6.53465,-16.1695,9.88059,0.0039,-13.6223,-4.51934,9.88059,0.0039,-11.7582,-11.1387,9.88059,0.0039
-16.6275,2.11936,9.87243,0.004,-10.1762,10.1628,9.87243,0.004,2.8317,-0.673005,9.87243,0.004,-4.99059,13.2006,9.87243,0.004,10.7625,8.22097,9.87243,0.004,-10.9149,12.0949,9.87243,0.004,7.02236,0.451813,9.87243,0.004,-6.53468,-16.1696,9.87243,0.004,-13.6224,-4.51937,9.87243,0.004,-11.7583,-11.1387,9.87243,0.004
-16.6276,2.11938,9.8635,0.0041,-10.1745,10.1582,9.8635,0.0041,2.83164,-0.673071,9.8635,0.0041,-4.99059,13.2007,9.8635,0.0041,10.7626,8.22104,9.8635,0.0041,-10.9168,12.0997,9.8635,0.0041,7.02262,0.451861,9.8635,0.0041,-6.53472,-16.1697,9.8635,0.0041,-13.6225,-4.5194,9.8635,0.0041,-11.7584,-11.1388,9.8635,0.0041
-16.6278,2.11939,9.85392,0.0042,-10.1728,10.1536,9.85392,0.0042,2.83158,-0.673138,9.85392,0.0042,-4.99059,13.2008,9.85392,0.0042,10.7627,8.2211,9.85392,0.0042,-10.9186,12.1045,9.85392,0.0042,7.02289,0.45191,9.85392,0.0042,-6.53476,-16.1698,9.85392,0.0042,-13.6226,-4.51943,9.85392,0.0042,-11.7584,-11.1389,9.85392,0.0042
-16.6279,2.11941,9.84381,0.0043,-10.1711,10.149,9.84381,0.0043,2.83152,-0.673205,9.84381,0.0043,-4.99059,13.2009,9.84381,0.0043,10.7628,8.22117,9.84381,0.0043,-10.9205,12.1092,9.84381,0.0043,7.02315,0.451959,9.84381,0.0043,-6.53479,-16.1699,9.84381,0.0043,-13.6227,-4.51946,9.84381,0.0043,-11.7585,-11.139,9.84381,0.0043
-16.628,2.11943,9.83331,0.0044,-10.1694,10.1444,9.83331,0.0044,2.83146,-0.673274,9.83331,0.0044,-4.99058,13.201,9.83331,0.0044,10.7629,8.22123,9.83331,0.0044,-10.9224,12.1139,9.83331,0.0044,7.02342,0.452008,9.83331,0.0044,-6.53483,-16.17,9.83331,0.0044,-13.6228,-4.51949,9.83331,0.0044,-11.7586,-11.139,9.83331,0.0044
-16.6281,2.11945,9.82252,0.0045,-10.1678,10.1398,9.82252,0.0045,2.8314,-0.673342,9.82252,0.0045,-4.99058,13.2011,9.82252,0.0045,10.763,8.2213,9.82252,0.0045,-10.9242,12.1186,9.82252,0.0045,7.02369,0.452058,9.82252,0.0045,-6.53486,-16.1701,9.82252,0.0045,-13.6229,-4.51952,9.82252,0.0045,-11.7587,-11.1391,9.82252,0.0045
-16.6282,2.11946,9.81158,0.0046,-10.1661,10.1353,9.81158,0.0046,2.83134,-0.673411,9.81158,0.0046,-4.99058,13.2013,9.81158,0.0046,10.763,8.22136,9.81158,0.0046,-10.9261,12.1233,9.81158,0.0046,7.02396,0.452108,9.81158,0.0046,-6.5349,-16.1702,9.81158,0.0046,-13.623,-4.51955,9.81158,0.0046,-11.7587,-11.1392,9.81158,0.0046
-16.6283,2.11948,9.8006,0.0047,-10.1644,10.1308,9.8006,0.0047,2.83128,-0.673481,9.8006,0.0047,-4.99058,13.2014,9.8006,0.0047,10.7631,8.22143,9.8006,0.0047,-10.9279,12.128,9.8006,0.0047,7.02423,0.452159,9.8006,0.0047,-6.53494,-16.1704,9.8006,0.0047,-13.6231,-4.51958,9.8006,0.0047,-11.7588,-11.1393,9.8006,0.0047
-16.6284,2.1195,9.7897,0.0048,-10.1628,10.1263,9.7897,0.0048,2.83122,-0.673551,9.7897,0.0048,-4.99057,13.2015,9.7897,0.0048,10.7632,8.22149,9.7897,0.0048,-10.9298,12.1326,9.7897,0.0048,7.02451,0.45221,9.7897,0.0048,-6.53497,-16.1705,9.7897,0.0048,-13.6232,-4.51961,9.7897,0.0048,-11.7589,-11.1393,9.7897,0.0048
-16.6285,2.11952,9.77899,0.0049,-10.1611,10.1218,9.77899,0.0049,2.83115,-0.673621,9.77899,0.0049,-4.99057,13.2016,9.77899,0.0049,10.7633,8.22156,9.77899,0.0049,-10.9316,12.1372,9.77899,0.0049,7.02478,0.452261,9.77899,0.0049,-6.53501,-16.1706,9.77899,0.0049,-13.6233,-4.51964,9.77899,0.0049,-11.759,-11.1394,9.77899,0.0049
-16.6286,2.11954,9.76856,0.005,-10.1595,10.1173,9.76856,0.005,2.83109,-0.673692,9.76856,0.005,-4.99057,13.2017,9.76856,0.005,10.7634,8.22163,9.76856,0.005,-10.9334,12.1418,9.76856,0.005,7.02506,0.452312,9.76856,0.005,-6.53505,-16.1707,9.76856,0.005,-13.6234,-4.51967,9.76856,0.005,-11.7591,-11.1395,9.76856,0.005
-16.6287,2.11956,9.75852,0.0051,-10.1579,10.1129,9.75852,0.0051,2.83103,-0.673763,9.75852,0.0051,-4.99056,13.2018,9.75852,0.0051,10.7635,8.2217,9.75852,0.0051,-10.9352,12.1464,9.75852,0.0051,7.02534,0.452364,9.75852,0.0051,-6.53508,-16.1708,9.75852,0.0051,-13.6235,-4.5197,9.75852,0.0051,-11.7591,-11.1396,9.75852,0.0051
-16.6288,2.11957,9.74894,0.0052,-10.1563,10.1086,9.74894,0.0052,2.83096,-0.673834,9.74894,0.0052,-4.99056,13.202,9.74894,0.0052,10.7636,8.22176,9.74894,0.0052,-10.937,12.1509,9.74894,0.0052,7.02562,0.452416,9.74894,0.0052,-6.53512,-16.1709,9.74894,0.0052,-13.6236,-4.51973,9.74894,0.0052,-11.7592,-11.1397,9.74894,0.0052
-16.629,2.11959,9.73992,0.0053,-10.1547,10.1042,9.73992,0.0053,2.8309,-0.673906,9.73992,0.0053,-4.99056,13.2021,9.73992,0.0053,10.7637,8.22183,9.73992,0.0053,-10.9388,12.1554,9.73992,0.0053,7.0259,0.452468,9.73992,0.0053,-6.53516,-16.171,9.73992,0.0053,-13.6237,-4.51977,9.73992,0.0053,-11.7593,-11.1397,9.73992,0.0053
-16.6291,2.11961,9.73152,0.0054,-10.1531,10.0999,9.73152,0.0054,2.83084,-0.673978,9.73152,0.0054,-4.99056,13.2022,9.73152,0.0054,10.7637,8.2219,9.73152,0.0054,-10.9406,12.1599,9.73152,0.0054,7.02619,0.452521,9.73152,0.0054,-6.5352,-16.1711,9.73152,0.0054,-13.6239,-4.5198,9.73152,0.0054,-11.7594,-11.1398,9.73152,0.0054
-16.6292,2.11963,9.72381,0.0055,-10.1516,10.0956,9.72381,0.0055,2.83077,-0.67405,9.72381,0.0055,-4.99055,13.2023,9.72381,0.0055,10.7638,8.22197,9.72381,0.0055,-10.9424,12.1643,9.72381,0.0055,7.02647,0.452573,9.72381,0.0055,-6.53524,-16.1712,9.72381,0.0055,-13.624,-4.51983,9.72381,0.0055,-11.7595,-11.1399,9.72381,0.0055
-16.6293,2.11965,9.71682,0.0056,-10.15,10.0914,9.71682,0.0056,2.83071,-0.674123,9.71682,0.0056,-4.99055,13.2024,9.71682,0.0056,10.7639,8.22204,9.71682,0.0056,-10.9441,12.1687,9.71682,0.0056,7.02676,0.452626,9.71682,0.0056,-6.53527,-16.1713,9.71682,0.0056,-13.6241,-4.51986,9.71682,0.0056,-11.7596,-11.14,9.71682,0.0056
-16.6294,2.11967,9.71062,0.0057,-10.1485,10.0872,9.71062,0.0057,2.83064,-0.674196,9.71062,0.0057,-4.99055,13.2026,9.71062,0.0057,10.764,8.22211,9.71062,0.0057,-10.9458,12.173,9.71062,0.0057,7.02704,0.452679,9.71062,0.0057,-6.53531,-16.1714,9.71062,0.0057,-13.6242,-4.51989,9.71062,0.0057,-11.7596,-11.1401,9.71062,0.0057
-16.6295,2.11969,9.70523,0.0058,-10.147,10.083,9.70523,0.0058,2.83058,-0.674269,9.70523,0.0058,-4.99055,13.2027,9.70523,0.0058,10.7641,8.22218,9.70523,0.0058,-10.9476,12.1774,9.70523,0.0058,7.02733,0.452733,9.70523,0.0058,-6.53535,-16.1715,9.70523,0.0058,-13.6243,-4.51993,9.70523,0.0058,-11.7597,-11.1402,9.70523,0.0058
-16.6296,2.11971,9.70067,0.0059,-10.1455,10.0789,9.70067,0.0059,2.83051,-0.674343,9.70067,0.0059,-4.99054,13.2028,9.70067,0.0059,10.7642,8.22225,9.70067,0.0059,-10.9493,12.1816,9.70067,0.0059,7.02762,0.452786,9.70067,0.0059,-6.53539,-16.1716,9.70067,0.0059,-13.6244,-4.51996,9.70067,0.0059,-11.7598,-11.1402,9.70067,0.0059
-16.6298,2.11972,9.69696,0.006,-10.144,10.0748,9.69696,0.006,2.83045,-0.674417,9.69696,0.006,-4.99054,13.2029,9.69696,0.006,10.7643,8.22232,9.69696,0.006,-10.9509,12.1859,9.69696,0.006,7.02791,0.45284,9.69696,0.006,-6.53543,-16.1717,9.69696,0.006,-13.6245,-4.51999,9.69696,0.006,-11.7599,-11.1403,9.69696,0.006
-16.6299,2.11974,9.6941,0.0061,-10.1425,10.0707,9.6941,0.0061,2.83038,-0.674491,9.6941,0.0061,-4.99054,13.2031,9.6941,0.0061,10.7644,8.22239,9.6941,0.0061,-10.9526,12.1901,9.6941,0.0061,7.0282,0.452893,9.6941,0.0061,-6.53547,-16.1719,9.6941,0.0061,-13.6246,-4.52002,9.6941,0.0061,-11.76,-11.1404,9.6941,0.0061
-16.63,2.11976,9.69209,0.0062,-10.141,10.0667,9.69209,0.0062,2.83032,-0.674565,9.69209,0.0062,-4.99054,13.2032,9.69209,0.0062,10.7645,8.22246,9.69209,0.0062,-10.9543,12.1942,9.69209,0.0062,7.02849,0.452947,9.69209,0.0062,-6.53551,-16.172,9.69209,0.0062,-13.6247,-4.52006,9.69209,0.0062,-11.7601,-11.1405,9.69209,0.0062
-16.6301,2.11978,9.69091,0.0063,-10.1396,10.0627,9.69091,0.0063,2.83025,-0.674639,9.69091,0.0063,-4.99053,13.2033,9.69091,0.0063,10.7646,8.22253,9.69091,0.0063,-10.9559,12.1984,9.69091,0.0063,7.02878,0.453001,9.69091,0.0063,-6.53555,-16.1721,9.69091,0.0063,-13.6248,-4.52009,9.69091,0.0063,-11.7602,-11.1406,9.69091,0.0063
-16.6302,2.1198,9.69055,0.0064,-10.1382,10.0588,9.69055,0.0064,2.83019,-0.674714,9.69055,0.0064,-4.99053,13.2034,9.69055,0.0064,10.7647,8.2226,9.69055,0.0064,-10.9576,12.2025,9.69055,0.0064,7.02908,0.453055,9.69055,0.0064,-6.53558,-16.1722,9.69055,0.0064,-13.6249,-4.52012,9.69055,0.0064,-11.7602,-11.1407,9.69055,0.0064
-16.6303,2.11982,9.69098,0.0065,-10.1368,10.0549,9.69098,0.0065,2.83012,-0.674788,9.69098,0.0065,-4.99053,13.2036,9.69098,0.0065,10.7647,8.22268,9.69098,0.0065,-10.9592,12.2065,9.69098,0.0065,7.02937,0.45311,9.69098,0.0065,-6.53562,-16.1723,9.69098,0.0065,-13.625,-4.52016,9.69098,0.0065,-11.7603,-11.1407,9.69098,0.0065
