X_0,Y_0,Z_0,Time_list_0,X_1,Y_1,Z_1,Time_list_1,X_2,Y_2,Z_2,Time_list_2,X_3,Y_3,Z_3,Time_list_3,X_4,Y_4,Z_4,Time_list_4,X_5,Y_5,Z_5,Time_list_5,X_6,Y_6,Z_6,Time_list_6,X_7,Y_7,Z_7,Time_list_7,X_8,Y_8,Z_8,Time_list_8,X_9,Y_9,Z_9,Time_list_9,Temperature_list,Speed_list
-4.98619,0.64195,9.80149,0.0018,-2.89575,2.51098,9.80149,0.0018,0.738568,-0.233989,9.80149,0.0018,-1.37293,3.87694,9.80149,0.0018,3.22082,2.48894,9.80149,0.0018,-3.52684,4.09802,9.80149,0.0018,2.19913,0.151449,9.80149,0.0018,-1.95372,-4.72052,9.80149,0.0018,-4.0838,-1.34963,9.80149,0.0018,-3.54014,-3.33999,9.80149,0.0018,3.70991e+006,
-4.98609,0.642677,9.80748,0.0019,-2.88497,2.47043,9.80748,0.0019,0.726782,-0.237458,9.80748,0.0019,-1.36005,3.86826,9.80748,0.0019,3.21997,2.49163,9.80748,0.0019,-3.54776,4.13136,9.80748,0.0019,2.20894,0.152999,9.80748,0.0019,-1.95239,-4.70713,9.80748,0.0019,-4.08355,-1.34892,9.80748,0.0019,-3.54175,-3.33971,9.80748,0.0019,3.52665e+006,
-4.98599,0.643434,9.81313,0.002,-2.87465,2.43105,9.81313,0.002,0.714765,-0.240999,9.81313,0.002,-1.34698,3.85943,9.81313,0.002,3.2191,2.49442,9.81313,0.002,-3.5684,4.16338,9.81313,0.002,2.21889,0.154539,9.81313,0.002,-1.95088,-4.69355,9.81313,0.002,-4.08329,-1.34818,9.81313,0.002,-3.54342,-3.33938,9.81313,0.002,3.33888e+006,
-4.98589,0.64422,9.81838,0.0021,-2.86478,2.39287,9.81838,0.0021,0.70256,-0.244601,9.81838,0.0021,-1.33376,3.85048,9.81838,0.0021,3.21819,2.49733,9.81838,0.0021,-3.58874,4.19405,9.81838,0.0021,2.22896,0.156061,9.81838,0.0021,-1.9492,-4.67984,9.81838,0.0021,-4.08303,-1.34741,9.81838,0.0021,-3.54518,-3.339,9.81838,0.0021,3.15038e+006,
-4.98581,0.645033,9.8232,0.0022,-2.85533,2.35588,9.82319,0.0022,0.690209,-0.248252,9.82319,0.0022,-1.32043,3.84143,9.82319,0.0022,3.21726,2.50033,9.82319,0.0022,-3.60876,4.22339,9.82319,0.0022,2.2391,0.157556,9.82319,0.0022,-1.94733,-4.66605,9.82319,0.0022,-4.08275,-1.34662,9.8232,0.0022,-3.54701,-3.33856,9.82319,0.0022,2.96432e+006,
-4.98574,0.645873,9.82752,0.0023,-2.8463,2.32011,9.82752,0.0023,0.677748,-0.251943,9.82752,0.0023,-1.30704,3.83233,9.82752,0.0023,3.21629,2.50342,9.82752,0.0023,-3.62844,4.25142,9.82752,0.0023,2.24928,0.159015,9.82752,0.0023,-1.94528,-4.65222,9.82752,0.0023,-4.08247,-1.3458,9.82752,0.0023,-3.54891,-3.33806,9.82752,0.0023,2.78333e+006,
-4.98567,0.64674,9.83134,0.0024,-2.83768,2.28553,9.83133,0.0024,0.665213,-0.255662,9.83133,0.0024,-1.29362,3.82319,9.83133,0.0024,3.21531,2.50661,9.83133,0.0024,-3.64777,4.27815,9.83133,0.0024,2.25946,0.160432,9.83133,0.0024,-1.94304,-4.63839,9.83133,0.0024,-4.08218,-1.34496,9.83134,0.0024,-3.55089,-3.33749,9.83133,0.0024,2.60953e+006,
-4.98562,0.647632,9.83461,0.0025,-2.82943,2.25214,9.8346,0.0025,0.652636,-0.259402,9.8346,0.0025,-1.2802,3.81405,9.8346,0.0025,3.2143,2.50988,9.8346,0.0025,-3.66674,4.30362,9.8346,0.0025,2.26962,0.1618,9.8346,0.0025,-1.94061,-4.62461,9.8346,0.0025,-4.08188,-1.3441,9.83461,0.0025,-3.55293,-3.33686,9.83461,0.0025,2.44457e+006,
-4.98559,0.648548,9.83732,0.0026,-2.82155,2.21991,9.83731,0.0026,0.640045,-0.263154,9.83732,0.0026,-1.26682,3.80492,9.83731,0.0026,3.21326,2.51324,9.83731,0.0026,-3.68535,4.32785,9.83732,0.0026,2.27974,0.163114,9.83732,0.0026,-1.93798,-4.6109,9.83731,0.0026,-4.08158,-1.34321,9.83732,0.0026,-3.55505,-3.33617,9.83732,0.0026,2.28965e+006,
-4.98557,0.64949,9.83946,0.0027,-2.81401,2.18884,9.83946,0.0027,0.627467,-0.26691,9.83946,0.0027,-1.25349,3.79582,9.83946,0.0027,3.21221,2.51667,9.83946,0.0027,-3.70358,4.35088,9.83946,0.0027,2.28978,0.164367,9.83946,0.0027,-1.93517,-4.5973,9.83945,0.0027,-4.08127,-1.34231,9.83946,0.0027,-3.55723,-3.3354,9.83946,0.0027,2.14557e+006,
-4.98556,0.650455,9.84102,0.0028,-2.80681,2.15889,9.84102,0.0028,0.614926,-0.270665,9.84102,0.0028,-1.24025,3.78678,9.84102,0.0028,3.21113,2.52017,9.84102,0.0028,-3.72144,4.37275,9.84102,0.0028,2.29973,0.165557,9.84102,0.0028,-1.93217,-4.58384,9.84102,0.0028,-4.08096,-1.34139,9.84102,0.0028,-3.55947,-3.33456,9.84102,0.0028,2.0127e+006,
-4.98557,0.651444,9.84202,0.0029,-2.79991,2.13003,9.84202,0.0029,0.602444,-0.274412,9.84202,0.0029,-1.22711,3.7778,9.84202,0.0029,3.21003,2.52375,9.84202,0.0029,-3.73893,4.39348,9.84202,0.0029,2.30957,0.166678,9.84202,0.0029,-1.92898,-4.57053,9.84202,0.0029,-4.08064,-1.34045,9.84202,0.0029,-3.56177,-3.33364,9.84202,0.0029,1.8911e+006,
-4.98559,0.652457,9.84245,0.003,-2.79331,2.10225,9.84245,0.003,0.59004,-0.278146,9.84245,0.003,-1.2141,3.76891,9.84245,0.003,3.20892,2.52739,9.84245,0.003,-3.75604,4.41311,9.84245,0.003,2.31928,0.167727,9.84245,0.003,-1.92561,-4.55741,9.84245,0.003,-4.08032,-1.33949,9.84245,0.003,-3.56413,-3.33265,9.84245,0.003,1.78047e+006,
-4.98563,0.653493,9.84234,0.0031,-2.78699,2.0755,9.84234,0.0031,0.577733,-0.281861,9.84234,0.0031,-1.20122,3.76011,9.84234,0.0031,3.20779,2.5311,9.84234,0.0031,-3.77278,4.43168,9.84234,0.0031,2.32884,0.168702,9.84234,0.0031,-1.92206,-4.54448,9.84234,0.0031,-4.08,-1.33852,9.84234,0.0031,-3.56655,-3.33159,9.84234,0.0031,1.68027e+006,
-4.98569,0.654551,9.84171,0.0032,-2.78093,2.04977,9.84171,0.0032,0.565536,-0.285554,9.84171,0.0032,-1.18849,3.75142,9.84171,0.0032,3.20664,2.53487,9.84171,0.0032,-3.78916,4.44923,9.84171,0.0032,2.33825,0.169599,9.84171,0.0032,-1.91834,-4.53176,9.84171,0.0032,-4.07967,-1.33753,9.84171,0.0032,-3.56902,-3.33044,9.84171,0.0032,1.58971e+006,
-4.98576,0.655633,9.84059,0.0033,-2.77511,2.02502,9.84059,0.0033,0.553465,-0.289221,9.84059,0.0033,-1.17592,3.74285,9.84059,0.0033,3.20547,2.53869,9.84059,0.0033,-3.80517,4.46579,9.84059,0.0033,2.34748,0.170418,9.84059,0.0033,-1.91444,-4.51927,9.84059,0.0033,-4.07934,-1.33652,9.84059,0.0033,-3.57155,-3.32923,9.84059,0.0033,1.50786e+006,
-4.98586,0.656738,9.839,0.0034,-2.76953,2.00122,9.839,0.0034,0.541531,-0.292858,9.839,0.0034,-1.16352,3.7344,9.839,0.0034,3.20429,2.54257,9.839,0.0034,-3.82082,4.4814,9.839,0.0034,2.35654,0.171156,9.839,0.0034,-1.91037,-4.50702,9.839,0.0034,-4.079,-1.33551,9.839,0.0034,-3.57412,-3.32794,9.839,0.0034,1.43365e+006,
-4.98597,0.657865,9.83699,0.0035,-2.76417,1.97833,9.83699,0.0035,0.529745,-0.296462,9.83699,0.0035,-1.1513,3.72609,9.83699,0.0035,3.2031,2.54649,9.83699,0.0035,-3.83612,4.49608,9.83699,0.0035,2.36541,0.171813,9.83699,0.0035,-1.90615,-4.49501,9.83699,0.0035,-4.07867,-1.33447,9.83699,0.0035,-3.57674,-3.32657,9.83699,0.0035,1.36598e+006,
-4.9861,0.659015,9.83459,0.0036,-2.75901,1.95634,9.83459,0.0036,0.518116,-0.300032,9.83459,0.0036,-1.13927,3.71791,9.83459,0.0036,3.20189,2.55047,9.83459,0.0036,-3.85107,4.50989,9.83459,0.0036,2.37408,0.172387,9.83459,0.0036,-1.90177,-4.48326,9.83459,0.0036,-4.07833,-1.33343,9.83459,0.0036,-3.5794,-3.32514,9.83459,0.0036,1.30371e+006,
-4.98624,0.660188,9.83185,0.0037,-2.75405,1.93521,9.83185,0.0037,0.506652,-0.303564,9.83185,0.0037,-1.12743,3.70987,9.83185,0.0037,3.20067,2.55449,9.83185,0.0037,-3.86567,4.52284,9.83185,0.0037,2.38255,0.172877,9.83185,0.0037,-1.89724,-4.47176,9.83185,0.0037,-4.07799,-1.33237,9.83185,0.0037,-3.58211,-3.32363,9.83185,0.0037,1.24576e+006,
-4.98641,0.661384,9.82882,0.0038,-2.74927,1.91492,9.82882,0.0038,0.49536,-0.307057,9.82882,0.0038,-1.11579,3.70199,9.82882,0.0038,3.19944,2.55855,9.82882,0.0038,-3.87994,4.53498,9.82882,0.0038,2.39081,0.173285,9.82882,0.0038,-1.89256,-4.46053,9.82882,0.0038,-4.07765,-1.3313,9.82882,0.0038,-3.58485,-3.32206,9.82882,0.0038,1.19113e+006,
-4.98659,0.662603,9.82553,0.0039,-2.74467,1.89542,9.82553,0.0039,0.484245,-0.310509,9.82553,0.0039,-1.10434,3.69425,9.82554,0.0039,3.19819,2.56266,9.82554,0.0039,-3.89388,4.54633,9.82553,0.0039,2.39887,0.173609,9.82553,0.0039,-1.88775,-4.44957,9.82553,0.0039,-4.07731,-1.33021,9.82553,0.0039,-3.58762,-3.32042,9.82553,0.0039,1.13893e+006,
-4.98679,0.663844,9.82205,0.004,-2.74022,1.8767,9.82205,0.004,0.473313,-0.313919,9.82205,0.004,-1.0931,3.68667,9.82205,0.004,3.19693,2.5668,9.82205,0.004,-3.90749,4.55692,9.82205,0.004,2.40671,0.173851,9.82205,0.004,-1.88281,-4.43887,9.82205,0.004,-4.07697,-1.32912,9.82205,0.004,-3.59043,-3.31871,9.82205,0.004,1.08839e+006,
-4.98701,0.665108,9.81842,0.0041,-2.73592,1.85873,9.81842,0.0041,0.462566,-0.317287,9.81842,0.0041,-1.08206,3.67924,9.81842,0.0041,3.19566,2.57097,9.81842,0.0041,-3.92079,4.56679,9.81842,0.0041,2.41433,0.174009,9.81842,0.0041,-1.87774,-4.42844,9.81842,0.0041,-4.07662,-1.32801,9.81842,0.0041,-3.59327,-3.31695,9.81842,0.0041,1.03892e+006,
-4.98725,0.666395,9.81468,0.0042,-2.73177,1.84147,9.81468,0.0042,0.452009,-0.320611,9.81468,0.0042,-1.07122,3.67197,9.81468,0.0042,3.19438,2.57518,9.81468,0.0042,-3.93377,4.57597,9.81468,0.0042,2.42173,0.174087,9.81468,0.0042,-1.87255,-4.41827,9.81468,0.0042,-4.07628,-1.32689,9.81468,0.0042,-3.59613,-3.31514,9.81468,0.0042,990090,
-4.9875,0.667706,9.81089,0.0043,-2.72775,1.82491,9.81089,0.0043,0.441643,-0.32389,9.81089,0.0043,-1.06059,3.66485,9.8109,0.0043,3.19309,2.57941,9.8109,0.0043,-3.94646,4.58449,9.81089,0.0043,2.42892,0.174083,9.81089,0.0043,-1.86725,-4.40837,9.81089,0.0043,-4.07594,-1.32576,9.81089,0.0043,-3.59902,-3.31326,9.81089,0.0043,941570,
-4.98777,0.669039,9.8071,0.0044,-2.72385,1.80902,9.8071,0.0044,0.431469,-0.327125,9.8071,0.0044,-1.05017,3.6579,9.8071,0.0044,3.19179,2.58367,9.8071,0.0044,-3.95885,4.59236,9.8071,0.0044,2.43589,0.173999,9.8071,0.0044,-1.86185,-4.39874,9.8071,0.0044,-4.0756,-1.32462,9.8071,0.0044,-3.60193,-3.31135,9.8071,0.0044,893305,
-4.98805,0.670395,9.80334,0.0045,-2.72007,1.79377,9.80334,0.0045,0.421489,-0.330314,9.80334,0.0045,-1.03994,3.6511,9.80335,0.0045,3.19048,2.58796,9.80335,0.0045,-3.97095,4.59963,9.80334,0.0045,2.44264,0.173837,9.80334,0.0045,-1.85635,-4.38936,9.80334,0.0045,-4.07525,-1.32348,9.80334,0.0045,-3.60485,-3.30938,9.80334,0.0045,845308,
-4.98836,0.671775,9.79967,0.0046,-2.7164,1.77914,9.79967,0.0046,0.411704,-0.333458,9.79967,0.0046,-1.02992,3.64447,9.79967,0.0046,3.18915,2.59227,9.79967,0.0046,-3.98276,4.60631,9.79967,0.0046,2.44918,0.173597,9.79967,0.0046,-1.85075,-4.38025,9.79967,0.0046,-4.07491,-1.32232,9.79967,0.0046,-3.60779,-3.30738,9.79967,0.0046,797725,
-4.98867,0.673177,9.79612,0.0047,-2.71283,1.76511,9.79612,0.0047,0.402112,-0.336558,9.79612,0.0047,-1.02009,3.63799,9.79612,0.0047,3.18782,2.5966,9.79612,0.0047,-3.99431,4.61243,9.79612,0.0047,2.4555,0.173282,9.79612,0.0047,-1.84507,-4.37138,9.79612,0.0047,-4.07457,-1.32116,9.79612,0.0047,-3.61074,-3.30533,9.79612,0.0047,750799,
-4.98901,0.674603,9.79273,0.0048,-2.70936,1.75165,9.79273,0.0048,0.392714,-0.339612,9.79273,0.0048,-1.01047,3.63167,9.79274,0.0048,3.18648,2.60095,9.79274,0.0048,-4.00558,4.61802,9.79273,0.0048,2.4616,0.172892,9.79273,0.0048,-1.83931,-4.36277,9.79273,0.0048,-4.07423,-1.31999,9.79273,0.0048,-3.6137,-3.30326,9.79273,0.0048,704850,
-4.98935,0.676052,9.78954,0.0049,-2.70597,1.73874,9.78954,0.0049,0.383509,-0.342621,9.78954,0.0049,-1.00104,3.6255,9.78954,0.0049,3.18513,2.60532,9.78954,0.0049,-4.01659,4.6231,9.78954,0.0049,2.46749,0.172429,9.78954,0.0049,-1.83347,-4.3544,9.78954,0.0049,-4.07389,-1.3188,9.78954,0.0049,-3.61666,-3.30116,9.78954,0.0049,660237,
-4.98971,0.677524,9.78657,0.005,-2.70267,1.72637,9.78657,0.005,0.374494,-0.345586,9.78657,0.005,-0.9918,3.61949,9.78657,0.005,3.18377,2.6097,9.78657,0.005,-4.02735,4.62769,9.78657,0.005,2.47318,0.171894,9.78657,0.005,-1.82757,-4.34627,9.78657,0.005,-4.07355,-1.31761,9.78657,0.005,-3.61963,-3.29903,9.78657,0.005,617336,
-4.99009,0.679019,9.78385,0.0051,-2.69945,1.7145,9.78385,0.0051,0.36567,-0.348507,9.78385,0.0051,-0.982752,3.61362,9.78385,0.0051,3.1824,2.61409,9.78385,0.0051,-4.03786,4.63182,9.78385,0.0051,2.47865,0.17129,9.78385,0.0051,-1.8216,-4.33838,9.78385,0.0051,-4.07322,-1.31642,9.78385,0.0051,-3.6226,-3.29689,9.78385,0.0051,576517,
-4.99048,0.680538,9.78141,0.0052,-2.69631,1.70312,9.78141,0.0052,0.357033,-0.351384,9.78141,0.0052,-0.973889,3.60791,9.78141,0.0052,3.18103,2.6185,9.78141,0.0052,-4.04812,4.63551,9.78141,0.0052,2.48393,0.170619,9.78141,0.0052,-1.81558,-4.33071,9.78141,0.0052,-4.07288,-1.31521,9.78141,0.0052,-3.62557,-3.29473,9.78141,0.0052,538125,
-4.99088,0.682079,9.77926,0.0053,-2.69323,1.69222,9.77926,0.0053,0.348582,-0.354219,9.77926,0.0053,-0.96521,3.60234,9.77926,0.0053,3.17964,2.62291,9.77926,0.0053,-4.05815,4.63878,9.77926,0.0053,2.489,0.169881,9.77926,0.0053,-1.80951,-4.32327,9.77926,0.0053,-4.07255,-1.31399,9.77926,0.0053,-3.62854,-3.29256,9.77926,0.0053,502201,
-4.99129,0.683644,9.77742,0.0054,-2.69022,1.68177,9.77742,0.0054,0.340314,-0.357011,9.77742,0.0054,-0.956711,3.59691,9.77742,0.0054,3.17825,2.62733,9.77742,0.0054,-4.06795,4.64164,9.77742,0.0054,2.49388,0.169079,9.77742,0.0054,-1.8034,-4.31605,9.77742,0.0054,-4.07222,-1.31276,9.77742,0.0054,-3.6315,-3.29039,9.77742,0.0054,469244,
-4.99172,0.685231,9.77589,0.0055,-2.68727,1.67177,9.77589,0.0055,0.332227,-0.359761,9.77589,0.0055,-0.948388,3.59162,9.77589,0.0055,3.17685,2.63176,9.77589,0.0055,-4.07753,4.64412,9.77589,0.0055,2.49856,0.168214,9.77589,0.0055,-1.79724,-4.30904,9.7759,0.0055,-4.07188,-1.31152,9.77589,0.0055,-3.63446,-3.28824,9.77589,0.0055,439372,
-4.99215,0.686845,9.77469,0.0056,-2.68437,1.6622,9.77469,0.0056,0.324318,-0.36247,9.77469,0.0056,-0.940237,3.58647,9.77469,0.0056,3.17545,2.63619,9.77469,0.0056,-4.08689,4.64624,9.77469,0.0056,2.50305,0.167289,9.77469,0.0056,-1.79106,-4.30224,9.77469,0.0056,-4.07156,-1.31027,9.77469,0.0056,-3.6374,-3.28609,9.77469,0.0056,412673,
-4.9926,0.688484,9.77382,0.0057,-2.68153,1.65304,9.77382,0.0057,0.316584,-0.365138,9.77382,0.0057,-0.932256,3.58146,9.77382,0.0057,3.17404,2.64062,9.77382,0.0057,-4.09603,4.64801,9.77382,0.0057,2.50736,0.166305,9.77382,0.0057,-1.78485,-4.29564,9.77382,0.0057,-4.07123,-1.30902,9.77382,0.0057,-3.64034,-3.28396,9.77382,0.0057,389138,
-4.99306,0.690149,9.77326,0.0058,-2.67873,1.64427,9.77327,0.0058,0.309022,-0.367765,9.77326,0.0058,-0.92444,3.57657,9.77327,0.0058,3.17263,2.64506,9.77327,0.0058,-4.10497,4.64945,9.77327,0.0058,2.51149,0.165265,9.77326,0.0058,-1.77861,-4.28924,9.77327,0.0058,-4.0709,-1.30775,9.77327,0.0058,-3.64326,-3.28184,9.77326,0.0058,368670,
-4.99353,0.691839,9.77303,0.0059,-2.67599,1.63587,9.77303,0.0059,0.30163,-0.370353,9.77303,0.0059,-0.916785,3.57182,9.77303,0.0059,3.17121,2.64949,9.77303,0.0059,-4.11371,4.65058,9.77303,0.0059,2.51543,0.164169,9.77303,0.0059,-1.77236,-4.28303,9.77303,0.0059,-4.07058,-1.30647,9.77303,0.0059,-3.64616,-3.27975,9.77303,0.0059,351086,
-4.99401,0.693553,9.7731,0.006,-2.67329,1.62784,9.7731,0.006,0.294404,-0.372901,9.7731,0.006,-0.909289,3.56719,9.7731,0.006,3.16978,2.65392,9.7731,0.006,-4.12225,4.65141,9.7731,0.006,2.51921,0.16302,9.7731,0.006,-1.7661,-4.27701,9.7731,0.006,-4.07026,-1.30518,9.7731,0.006,-3.64905,-3.27768,9.7731,0.006,336152,
-4.99449,0.695292,9.77347,0.0061,-2.67062,1.62015,9.77347,0.0061,0.287341,-0.375412,9.77347,0.0061,-0.901946,3.56269,9.77347,0.0061,3.16835,2.65835,9.77347,0.0061,-4.1306,4.65197,9.77347,0.0061,2.52281,0.16182,9.77347,0.0061,-1.75982,-4.27117,9.77347,0.0061,-4.06994,-1.30388,9.77347,0.0061,-3.65193,-3.27565,9.77347,0.0061,323572,
-4.99499,0.697055,9.77412,0.0062,-2.668,1.6128,9.77412,0.0062,0.280437,-0.377886,9.77412,0.0062,-0.894754,3.5583,9.77412,0.0062,3.16692,2.66277,9.77412,0.0062,-4.13876,4.65225,9.77412,0.0062,2.52625,0.16057,9.77412,0.0062,-1.75354,-4.2655,9.77412,0.0062,-4.06962,-1.30256,9.77412,0.0062,-3.65478,-3.27364,9.77412,0.0062,313016,
