X_0,Y_0,Z_0,Time_list_0,X_1,Y_1,Z_1,Time_list_1,X_2,Y_2,Z_2,Time_list_2,X_3,Y_3,Z_3,Time_list_3,X_4,Y_4,Z_4,Time_list_4,Temperature_list,Speed_list
-16.625,2.11894,9.76459,2.983,-10.2234,10.2905,9.76459,2.983,2.83305,-0.671387,9.76459,2.983,-4.99064,13.1978,9.76459,2.983,10.7605,8.2194,9.76459,2.983,3.10273e-010,
-16.625,2.11894,9.76459,2.984,-10.2234,10.2905,9.76459,2.984,2.83305,-0.671387,9.76459,2.984,-4.99064,13.1978,9.76459,2.984,10.7605,8.2194,9.76459,2.984,8.65559e-010,
-16.625,2.11894,9.76459,2.985,-10.2234,10.2905,9.76459,2.985,2.83305,-0.671387,9.76459,2.985,-4.99064,13.1978,9.76459,2.985,10.7605,8.2194,9.76459,2.985,8.50184e-010,
-16.625,2.11894,9.76459,2.986,-10.2234,10.2905,9.76459,2.986,2.83305,-0.671387,9.76459,2.986,-4.99064,13.1978,9.76459,2.986,10.7605,8.2194,9.76459,2.986,2.64067e-010,
-16.625,2.11894,9.76459,2.987,-10.2234,10.2905,9.76459,2.987,2.83305,-0.671387,9.76459,2.987,-4.99064,13.1978,9.76459,2.987,10.7605,8.2194,9.76459,2.987,1.29769e-009,
-16.625,2.11894,9.76459,2.988,-10.2234,10.2905,9.76459,2.988,2.83305,-0.671387,9.76459,2.988,-4.99064,13.1978,9.76459,2.988,10.7605,8.2194,9.76459,2.988,8.23265e-010,
-16.625,2.11894,9.76459,2.989,-10.2234,10.2905,9.76459,2.989,2.83305,-0.671387,9.76459,2.989,-4.99064,13.1978,9.76459,2.989,10.7605,8.2194,9.76459,2.989,6.87724e-010,
-16.625,2.11894,9.76459,2.99,-10.2234,10.2905,9.76459,2.99,2.83305,-0.671387,9.76459,2.99,-4.99064,13.1978,9.76459,2.99,10.7605,8.2194,9.76459,2.99,1.05069e-009,
-16.625,2.11894,9.76459,2.991,-10.2234,10.2905,9.76459,2.991,2.83305,-0.671387,9.76459,2.991,-4.99064,13.1978,9.76459,2.991,10.7605,8.2194,9.76459,2.991,5.95362e-010,
-16.625,2.11894,9.76459,2.992,-10.2234,10.2905,9.76459,2.992,2.83305,-0.671387,9.76459,2.992,-4.99064,13.1978,9.76459,2.992,10.7605,8.2194,9.76459,2.992,8.52964e-010,
-16.625,2.11894,9.76459,2.993,-10.2234,10.2905,9.76459,2.993,2.83305,-0.671387,9.76459,2.993,-4.99064,13.1978,9.76459,2.993,10.7605,8.2194,9.76459,2.993,5.29215e-010,
-16.625,2.11894,9.76459,2.994,-10.2234,10.2905,9.76459,2.994,2.83305,-0.671387,9.76459,2.994,-4.99064,13.1978,9.76459,2.994,10.7605,8.2194,9.76459,2.994,1.15001e-009,
-16.625,2.11894,9.76459,2.995,-10.2234,10.2905,9.76459,2.995,2.83305,-0.671387,9.76459,2.995,-4.99064,13.1978,9.76459,2.995,10.7605,8.2194,9.76459,2.995,1.98408e-010,
-16.625,2.11894,9.76459,2.996,-10.2234,10.2905,9.76459,2.996,2.83305,-0.671387,9.76459,2.996,-4.99064,13.1978,9.76459,2.996,10.7605,8.2194,9.76459,2.996,9.68347e-010,
-16.625,2.11894,9.76459,2.997,-10.2234,10.2905,9.76459,2.997,2.83305,-0.671387,9.76459,2.997,-4.99064,13.1978,9.76459,2.997,10.7605,8.2194,9.76459,2.997,8.38217e-010,
-16.625,2.11894,9.76459,2.998,-10.2234,10.2905,9.76459,2.998,2.83305,-0.671387,9.76459,2.998,-4.99064,13.1978,9.76459,2.998,10.7605,8.2194,9.76459,2.998,2.83729e-010,
-16.625,2.11894,9.76459,2.999,-10.2234,10.2905,9.76459,2.999,2.83305,-0.671387,9.76459,2.999,-4.99064,13.1978,9.76459,2.999,10.7605,8.2194,9.76459,2.999,5.27631e-010,
-16.625,2.11894,9.76459,3,-10.2234,10.2905,9.76459,3,2.83305,-0.671387,9.76459,3,-4.99064,13.1978,9.76459,3,10.7605,8.2194,9.76459,3,8.18071e-010,
-16.625,2.11894,9.76459,3.001,-10.2234,10.2905,9.76459,3.001,2.83305,-0.671387,9.76459,3.001,-4.99064,13.1978,9.76459,3.001,10.7605,8.2194,9.76459,3.001,3.01601e-010,
-16.625,2.11894,9.76459,3.002,-10.2234,10.2905,9.76459,3.002,2.83305,-0.671387,9.76459,3.002,-4.99064,13.1978,9.76459,3.002,10.7605,8.2194,9.76459,3.002,7.15453e-010,
-16.625,2.11894,9.76459,3.003,-10.2234,10.2905,9.76459,3.003,2.83305,-0.671387,9.76459,3.003,-4.99064,13.1978,9.76459,3.003,10.7605,8.2194,9.76459,3.003,2.23286e-010,
-16.625,2.11894,9.76459,3.004,-10.2234,10.2905,9.76459,3.004,2.83305,-0.671387,9.76459,3.004,-4.99064,13.1978,9.76459,3.004,10.7605,8.2194,9.76459,3.004,3.3288e-010,
-16.625,2.11894,9.76459,3.005,-10.2234,10.2905,9.76459,3.005,2.83305,-0.671387,9.76459,3.005,-4.99064,13.1978,9.76459,3.005,10.7605,8.2194,9.76459,3.005,1.15785e-009,
-16.625,2.11894,9.76459,3.006,-10.2234,10.2905,9.76459,3.006,2.83305,-0.671387,9.76459,3.006,-4.99064,13.1978,9.76459,3.006,10.7605,8.2194,9.76459,3.006,3.57974e-010,
-16.625,2.11894,9.76459,3.007,-10.2234,10.2905,9.76459,3.007,2.83305,-0.671387,9.76459,3.007,-4.99064,13.1978,9.76459,3.007,10.7605,8.2194,9.76459,3.007,3.29894e-010,
-16.625,2.11894,9.76459,3.008,-10.2234,10.2905,9.76459,3.008,2.83305,-0.671387,9.76459,3.008,-4.99064,13.1978,9.76459,3.008,10.7605,8.2194,9.76459,3.008,9.01554e-010,
-16.625,2.11894,9.76459,3.009,-10.2234,10.2905,9.76459,3.009,2.83305,-0.671387,9.76459,3.009,-4.99064,13.1978,9.76459,3.009,10.7605,8.2194,9.76459,3.009,1.84295e-010,
-16.625,2.11894,9.76459,3.01,-10.2234,10.2905,9.76459,3.01,2.83305,-0.671387,9.76459,3.01,-4.99064,13.1978,9.76459,3.01,10.7605,8.2194,9.76459,3.01,5.6642e-010,
-16.625,2.11894,9.76459,3.011,-10.2234,10.2905,9.76459,3.011,2.83305,-0.671387,9.76459,3.011,-4.99064,13.1978,9.76459,3.011,10.7605,8.2194,9.76459,3.011,4.24115e-010,
-16.625,2.11894,9.76459,3.012,-10.2234,10.2905,9.76459,3.012,2.83305,-0.671387,9.76459,3.012,-4.99064,13.1978,9.76459,3.012,10.7605,8.2194,9.76459,3.012,4.20883e-010,
-16.625,2.11894,9.76459,3.013,-10.2234,10.2905,9.76459,3.013,2.83305,-0.671387,9.76459,3.013,-4.99064,13.1978,9.76459,3.013,10.7605,8.2194,9.76459,3.013,7.10234e-010,
-16.625,2.11894,9.76459,3.014,-10.2234,10.2905,9.76459,3.014,2.83305,-0.671387,9.76459,3.014,-4.99064,13.1978,9.76459,3.014,10.7605,8.2194,9.76459,3.014,4.67101e-010,
-16.625,2.11894,9.76459,3.015,-10.2234,10.2905,9.76459,3.015,2.83305,-0.671387,9.76459,3.015,-4.99064,13.1978,9.76459,3.015,10.7605,8.2194,9.76459,3.015,8.76947e-010,
-16.625,2.11894,9.76459,3.016,-10.2234,10.2905,9.76459,3.016,2.83305,-0.671387,9.76459,3.016,-4.99064,13.1978,9.76459,3.016,10.7605,8.2194,9.76459,3.016,1.04119e-009,
-16.625,2.11894,9.76459,3.017,-10.2234,10.2905,9.76459,3.017,2.83305,-0.671387,9.76459,3.017,-4.99064,13.1978,9.76459,3.017,10.7605,8.2194,9.76459,3.017,7.41497e-010,
-16.625,2.11894,9.76459,3.018,-10.2234,10.2905,9.76459,3.018,2.83305,-0.671387,9.76459,3.018,-4.99064,13.1978,9.76459,3.018,10.7605,8.2194,9.76459,3.018,8.13984e-010,
-16.625,2.11894,9.76459,3.019,-10.2234,10.2905,9.76459,3.019,2.83305,-0.671387,9.76459,3.019,-4.99064,13.1978,9.76459,3.019,10.7605,8.2194,9.76459,3.019,1.03535e-009,
-16.625,2.11894,9.76459,3.02,-10.2234,10.2905,9.76459,3.02,2.83305,-0.671387,9.76459,3.02,-4.99064,13.1978,9.76459,3.02,10.7605,8.2194,9.76459,3.02,4.07115e-010,
-16.625,2.11894,9.76459,3.021,-10.2234,10.2905,9.76459,3.021,2.83305,-0.671387,9.76459,3.021,-4.99064,13.1978,9.76459,3.021,10.7605,8.2194,9.76459,3.021,8.0259e-010,
-16.625,2.11894,9.76459,3.022,-10.2234,10.2905,9.76459,3.022,2.83305,-0.671387,9.76459,3.022,-4.99064,13.1978,9.76459,3.022,10.7605,8.2194,9.76459,3.022,7.2754e-010,
-16.625,2.11894,9.76459,3.023,-10.2234,10.2905,9.76459,3.023,2.83305,-0.671387,9.76459,3.023,-4.99064,13.1978,9.76459,3.023,10.7605,8.2194,9.76459,3.023,7.16026e-010,
-16.625,2.11894,9.76459,3.024,-10.2234,10.2905,9.76459,3.024,2.83305,-0.671387,9.76459,3.024,-4.99064,13.1978,9.76459,3.024,10.7605,8.2194,9.76459,3.024,9.06978e-010,
-16.625,2.11894,9.76459,3.025,-10.2234,10.2905,9.76459,3.025,2.83305,-0.671387,9.76459,3.025,-4.99064,13.1978,9.76459,3.025,10.7605,8.2194,9.76459,3.025,6.97463e-010,
-16.625,2.11894,9.76459,3.026,-10.2234,10.2905,9.76459,3.026,2.83305,-0.671387,9.76459,3.026,-4.99064,13.1978,9.76459,3.026,10.7605,8.2194,9.76459,3.026,1.09472e-009,
-16.625,2.11894,9.76459,3.027,-10.2234,10.2905,9.76459,3.027,2.83305,-0.671387,9.76459,3.027,-4.99064,13.1978,9.76459,3.027,10.7605,8.2194,9.76459,3.027,8.27787e-010,
-16.625,2.11894,9.76459,3.028,-10.2234,10.2905,9.76459,3.028,2.83305,-0.671387,9.76459,3.028,-4.99064,13.1978,9.76459,3.028,10.7605,8.2194,9.76459,3.028,3.56754e-010,
-16.625,2.11894,9.76459,3.029,-10.2234,10.2905,9.76459,3.029,2.83305,-0.671387,9.76459,3.029,-4.99064,13.1978,9.76459,3.029,10.7605,8.2194,9.76459,3.029,9.54508e-010,
-16.625,2.11894,9.76459,3.03,-10.2234,10.2905,9.76459,3.03,2.83305,-0.671387,9.76459,3.03,-4.99064,13.1978,9.76459,3.03,10.7605,8.2194,9.76459,3.03,9.26521e-010,
-16.625,2.11894,9.76459,3.031,-10.2234,10.2905,9.76459,3.031,2.83305,-0.671387,9.76459,3.031,-4.99064,13.1978,9.76459,3.031,10.7605,8.2194,9.76459,3.031,4.96952e-010,
-16.625,2.11894,9.76459,3.032,-10.2234,10.2905,9.76459,3.032,2.83305,-0.671387,9.76459,3.032,-4.99064,13.1978,9.76459,3.032,10.7605,8.2194,9.76459,3.032,6.2152e-010,
-16.625,2.11894,9.76459,3.033,-10.2234,10.2905,9.76459,3.033,2.83305,-0.671387,9.76459,3.033,-4.99064,13.1978,9.76459,3.033,10.7605,8.2194,9.76459,3.033,1.13767e-009,
-16.625,2.11894,9.76459,3.034,-10.2234,10.2905,9.76459,3.034,2.83305,-0.671387,9.76459,3.034,-4.99064,13.1978,9.76459,3.034,10.7605,8.2194,9.76459,3.034,6.19673e-010,
-16.625,2.11894,9.76459,3.035,-10.2234,10.2905,9.76459,3.035,2.83305,-0.671387,9.76459,3.035,-4.99064,13.1978,9.76459,3.035,10.7605,8.2194,9.76459,3.035,4.16939e-010,
-16.625,2.11894,9.76459,3.036,-10.2234,10.2905,9.76459,3.036,2.83305,-0.671387,9.76459,3.036,-4.99064,13.1978,9.76459,3.036,10.7605,8.2194,9.76459,3.036,9.17614e-010,
-16.625,2.11894,9.76459,3.037,-10.2234,10.2905,9.76459,3.037,2.83305,-0.671387,9.76459,3.037,-4.99064,13.1978,9.76459,3.037,10.7605,8.2194,9.76459,3.037,5.26224e-010,
-16.625,2.11894,9.76459,3.038,-10.2234,10.2905,9.76459,3.038,2.83305,-0.671387,9.76459,3.038,-4.99064,13.1978,9.76459,3.038,10.7605,8.2194,9.76459,3.038,5.35527e-010,
-16.625,2.11894,9.76459,3.039,-10.2234,10.2905,9.76459,3.039,2.83305,-0.671387,9.76459,3.039,-4.99064,13.1978,9.76459,3.039,10.7605,8.2194,9.76459,3.039,9.45971e-010,
-16.625,2.11894,9.76459,3.04,-10.2234,10.2905,9.76459,3.04,2.83305,-0.671387,9.76459,3.04,-4.99064,13.1978,9.76459,3.04,10.7605,8.2194,9.76459,3.04,3.96147e-010,
-16.625,2.11894,9.76459,3.041,-10.2234,10.2905,9.76459,3.041,2.83305,-0.671387,9.76459,3.041,-4.99064,13.1978,9.76459,3.041,10.7605,8.2194,9.76459,3.041,4.58848e-010,
-16.625,2.11894,9.76459,3.042,-10.2234,10.2905,9.76459,3.042,2.83305,-0.671387,9.76459,3.042,-4.99064,13.1978,9.76459,3.042,10.7605,8.2194,9.76459,3.042,4.53711e-010,
-16.625,2.11894,9.76459,3.043,-10.2234,10.2905,9.76459,3.043,2.83305,-0.671387,9.76459,3.043,-4.99064,13.1978,9.76459,3.043,10.7605,8.2194,9.76459,3.043,3.49109e-010,
-16.625,2.11894,9.76459,3.044,-10.2234,10.2905,9.76459,3.044,2.83305,-0.671387,9.76459,3.044,-4.99064,13.1978,9.76459,3.044,10.7605,8.2194,9.76459,3.044,5.52268e-010,
-16.625,2.11894,9.76459,3.045,-10.2234,10.2905,9.76459,3.045,2.83305,-0.671387,9.76459,3.045,-4.99064,13.1978,9.76459,3.045,10.7605,8.2194,9.76459,3.045,1.80533e-010,
-16.625,2.11894,9.76459,3.046,-10.2234,10.2905,9.76459,3.046,2.83305,-0.671387,9.76459,3.046,-4.99064,13.1978,9.76459,3.046,10.7605,8.2194,9.76459,3.046,5.33169e-010,
-16.625,2.11894,9.76459,3.047,-10.2234,10.2905,9.76459,3.047,2.83305,-0.671387,9.76459,3.047,-4.99064,13.1978,9.76459,3.047,10.7605,8.2194,9.76459,3.047,3.92181e-010,
-16.625,2.11894,9.76459,3.048,-10.2234,10.2905,9.76459,3.048,2.83305,-0.671387,9.76459,3.048,-4.99064,13.1978,9.76459,3.048,10.7605,8.2194,9.76459,3.048,2.73568e-010,
-16.625,2.11894,9.76459,3.049,-10.2234,10.2905,9.76459,3.049,2.83305,-0.671387,9.76459,3.049,-4.99064,13.1978,9.76459,3.049,10.7605,8.2194,9.76459,3.049,6.18271e-010,
-16.625,2.11894,9.76459,3.05,-10.2234,10.2905,9.76459,3.05,2.83305,-0.671387,9.76459,3.05,-4.99064,13.1978,9.76459,3.05,10.7605,8.2194,9.76459,3.05,1.08356e-009,
-16.625,2.11894,9.76459,3.051,-10.2234,10.2905,9.76459,3.051,2.83305,-0.671387,9.76459,3.051,-4.99064,13.1978,9.76459,3.051,10.7605,8.2194,9.76459,3.051,5.27835e-010,
-16.625,2.11894,9.76459,3.052,-10.2234,10.2905,9.76459,3.052,2.83305,-0.671387,9.76459,3.052,-4.99064,13.1978,9.76459,3.052,10.7605,8.2194,9.76459,3.052,5.02288e-010,
-16.625,2.11894,9.76459,3.053,-10.2234,10.2905,9.76459,3.053,2.83305,-0.671387,9.76459,3.053,-4.99064,13.1978,9.76459,3.053,10.7605,8.2194,9.76459,3.053,1.25344e-009,
-16.625,2.11894,9.76459,3.054,-10.2234,10.2905,9.76459,3.054,2.83305,-0.671387,9.76459,3.054,-4.99064,13.1978,9.76459,3.054,10.7605,8.2194,9.76459,3.054,3.17471e-010,
-16.625,2.11894,9.76459,3.055,-10.2234,10.2905,9.76459,3.055,2.83305,-0.671387,9.76459,3.055,-4.99064,13.1978,9.76459,3.055,10.7605,8.2194,9.76459,3.055,5.2339e-010,
-16.625,2.11894,9.76459,3.056,-10.2234,10.2905,9.76459,3.056,2.83305,-0.671387,9.76459,3.056,-4.99064,13.1978,9.76459,3.056,10.7605,8.2194,9.76459,3.056,1.50831e-009,
-16.625,2.11894,9.76459,3.057,-10.2234,10.2905,9.76459,3.057,2.83305,-0.671387,9.76459,3.057,-4.99064,13.1978,9.76459,3.057,10.7605,8.2194,9.76459,3.057,6.54485e-010,
-16.625,2.11894,9.76459,3.058,-10.2234,10.2905,9.76459,3.058,2.83305,-0.671387,9.76459,3.058,-4.99064,13.1978,9.76459,3.058,10.7605,8.2194,9.76459,3.058,1.0185e-009,
-16.625,2.11894,9.76459,3.059,-10.2234,10.2905,9.76459,3.059,2.83305,-0.671387,9.76459,3.059,-4.99064,13.1978,9.76459,3.059,10.7605,8.2194,9.76459,3.059,1.01625e-009,
-16.625,2.11894,9.76459,3.06,-10.2234,10.2905,9.76459,3.06,2.83305,-0.671387,9.76459,3.06,-4.99064,13.1978,9.76459,3.06,10.7605,8.2194,9.76459,3.06,4.72333e-010,
-16.625,2.11894,9.76459,3.061,-10.2234,10.2905,9.76459,3.061,2.83305,-0.671387,9.76459,3.061,-4.99064,13.1978,9.76459,3.061,10.7605,8.2194,9.76459,3.061,7.60996e-010,
-16.625,2.11894,9.76459,3.062,-10.2234,10.2905,9.76459,3.062,2.83305,-0.671387,9.76459,3.062,-4.99064,13.1978,9.76459,3.062,10.7605,8.2194,9.76459,3.062,1.13566e-009,
-16.625,2.11894,9.76459,3.063,-10.2234,10.2905,9.76459,3.063,2.83305,-0.671387,9.76459,3.063,-4.99064,13.1978,9.76459,3.063,10.7605,8.2194,9.76459,3.063,3.83356e-010,
-16.625,2.11894,9.76459,3.064,-10.2234,10.2905,9.76459,3.064,2.83305,-0.671387,9.76459,3.064,-4.99064,13.1978,9.76459,3.064,10.7605,8.2194,9.76459,3.064,9.2316e-010,
-16.625,2.11894,9.76459,3.065,-10.2234,10.2905,9.76459,3.065,2.83305,-0.671387,9.76459,3.065,-4.99064,13.1978,9.76459,3.065,10.7605,8.2194,9.76459,3.065,7.20711e-010,
-16.625,2.11894,9.76459,3.066,-10.2234,10.2905,9.76459,3.066,2.83305,-0.671387,9.76459,3.066,-4.99064,13.1978,9.76459,3.066,10.7605,8.2194,9.76459,3.066,3.01803e-010,
-16.625,2.11894,9.76459,3.067,-10.2234,10.2905,9.76459,3.067,2.83305,-0.671387,9.76459,3.067,-4.99064,13.1978,9.76459,3.067,10.7605,8.2194,9.76459,3.067,5.16633e-010,
-16.625,2.11894,9.76459,3.068,-10.2234,10.2905,9.76459,3.068,2.83305,-0.671387,9.76459,3.068,-4.99064,13.1978,9.76459,3.068,10.7605,8.2194,9.76459,3.068,5.89756e-010,
-16.625,2.11894,9.76459,3.069,-10.2234,10.2905,9.76459,3.069,2.83305,-0.671387,9.76459,3.069,-4.99064,13.1978,9.76459,3.069,10.7605,8.2194,9.76459,3.069,4.16846e-010,
-16.625,2.11894,9.76459,3.07,-10.2234,10.2905,9.76459,3.07,2.83305,-0.671387,9.76459,3.07,-4.99064,13.1978,9.76459,3.07,10.7605,8.2194,9.76459,3.07,5.98762e-010,
-16.625,2.11894,9.76459,3.071,-10.2234,10.2905,9.76459,3.071,2.83305,-0.671387,9.76459,3.071,-4.99064,13.1978,9.76459,3.071,10.7605,8.2194,9.76459,3.071,5.19782e-010,
-16.625,2.11894,9.76459,3.072,-10.2234,10.2905,9.76459,3.072,2.83305,-0.671387,9.76459,3.072,-4.99064,13.1978,9.76459,3.072,10.7605,8.2194,9.76459,3.072,5.24615e-010,
-16.625,2.11894,9.76459,3.073,-10.2234,10.2905,9.76459,3.073,2.83305,-0.671387,9.76459,3.073,-4.99064,13.1978,9.76459,3.073,10.7605,8.2194,9.76459,3.073,7.18054e-010,
-16.625,2.11894,9.76459,3.074,-10.2234,10.2905,9.76459,3.074,2.83305,-0.671387,9.76459,3.074,-4.99064,13.1978,9.76459,3.074,10.7605,8.2194,9.76459,3.074,4.17577e-010,
-16.625,2.11894,9.76459,3.075,-10.2234,10.2905,9.76459,3.075,2.83305,-0.671387,9.76459,3.075,-4.99064,13.1978,9.76459,3.075,10.7605,8.2194,9.76459,3.075,6.56239e-010,
-16.625,2.11894,9.76459,3.076,-10.2234,10.2905,9.76459,3.076,2.83305,-0.671387,9.76459,3.076,-4.99064,13.1978,9.76459,3.076,10.7605,8.2194,9.76459,3.076,9.15269e-010,
-16.625,2.11894,9.76459,3.077,-10.2234,10.2905,9.76459,3.077,2.83305,-0.671387,9.76459,3.077,-4.99064,13.1978,9.76459,3.077,10.7605,8.2194,9.76459,3.077,1.05225e-009,
-16.625,2.11894,9.76459,3.078,-10.2234,10.2905,9.76459,3.078,2.83305,-0.671387,9.76459,3.078,-4.99064,13.1978,9.76459,3.078,10.7605,8.2194,9.76459,3.078,3.67853e-010,
-16.625,2.11894,9.76459,3.079,-10.2234,10.2905,9.76459,3.079,2.83305,-0.671387,9.76459,3.079,-4.99064,13.1978,9.76459,3.079,10.7605,8.2194,9.76459,3.079,4.8569e-010,
-16.625,2.11894,9.76459,3.08,-10.2234,10.2905,9.76459,3.08,2.83305,-0.671387,9.76459,3.08,-4.99064,13.1978,9.76459,3.08,10.7605,8.2194,9.76459,3.08,4.82691e-010,
-16.625,2.11894,9.76459,3.081,-10.2234,10.2905,9.76459,3.081,2.83305,-0.671387,9.76459,3.081,-4.99064,13.1978,9.76459,3.081,10.7605,8.2194,9.76459,3.081,2.14381e-010,
-16.625,2.11894,9.76459,3.082,-10.2234,10.2905,9.76459,3.082,2.83305,-0.671387,9.76459,3.082,-4.99064,13.1978,9.76459,3.082,10.7605,8.2194,9.76459,3.082,6.24885e-010,
-16.625,2.11894,9.76459,3.083,-10.2234,10.2905,9.76459,3.083,2.83305,-0.671387,9.76459,3.083,-4.99064,13.1978,9.76459,3.083,10.7605,8.2194,9.76459,3.083,4.49472e-010,
-16.625,2.11894,9.76459,3.084,-10.2234,10.2905,9.76459,3.084,2.83305,-0.671387,9.76459,3.084,-4.99064,13.1978,9.76459,3.084,10.7605,8.2194,9.76459,3.084,4.05565e-010,
-16.625,2.11894,9.76459,3.085,-10.2234,10.2905,9.76459,3.085,2.83305,-0.671387,9.76459,3.085,-4.99064,13.1978,9.76459,3.085,10.7605,8.2194,9.76459,3.085,6.47133e-010,
-16.625,2.11894,9.76459,3.086,-10.2234,10.2905,9.76459,3.086,2.83305,-0.671387,9.76459,3.086,-4.99064,13.1978,9.76459,3.086,10.7605,8.2194,9.76459,3.086,6.52404e-010,
-16.625,2.11894,9.76459,3.087,-10.2234,10.2905,9.76459,3.087,2.83305,-0.671387,9.76459,3.087,-4.99064,13.1978,9.76459,3.087,10.7605,8.2194,9.76459,3.087,3.72374e-010,
-16.625,2.11894,9.76459,3.088,-10.2234,10.2905,9.76459,3.088,2.83305,-0.671387,9.76459,3.088,-4.99064,13.1978,9.76459,3.088,10.7605,8.2194,9.76459,3.088,7.35223e-010,
-16.625,2.11894,9.76459,3.089,-10.2234,10.2905,9.76459,3.089,2.83305,-0.671387,9.76459,3.089,-4.99064,13.1978,9.76459,3.089,10.7605,8.2194,9.76459,3.089,1.09462e-009,
-16.625,2.11894,9.76459,3.09,-10.2234,10.2905,9.76459,3.09,2.83305,-0.671387,9.76459,3.09,-4.99064,13.1978,9.76459,3.09,10.7605,8.2194,9.76459,3.09,2.97939e-010,
-16.625,2.11894,9.76459,3.091,-10.2234,10.2905,9.76459,3.091,2.83305,-0.671387,9.76459,3.091,-4.99064,13.1978,9.76459,3.091,10.7605,8.2194,9.76459,3.091,8.35914e-010,
-16.625,2.11894,9.76459,3.092,-10.2234,10.2905,9.76459,3.092,2.83305,-0.671387,9.76459,3.092,-4.99064,13.1978,9.76459,3.092,10.7605,8.2194,9.76459,3.092,5.96533e-010,
-16.625,2.11894,9.76459,3.093,-10.2234,10.2905,9.76459,3.093,2.83305,-0.671387,9.76459,3.093,-4.99064,13.1978,9.76459,3.093,10.7605,8.2194,9.76459,3.093,2.23638e-010,
-16.625,2.11894,9.76459,3.094,-10.2234,10.2905,9.76459,3.094,2.83305,-0.671387,9.76459,3.094,-4.99064,13.1978,9.76459,3.094,10.7605,8.2194,9.76459,3.094,4.59727e-010,
-16.625,2.11894,9.76459,3.095,-10.2234,10.2905,9.76459,3.095,2.83305,-0.671387,9.76459,3.095,-4.99064,13.1978,9.76459,3.095,10.7605,8.2194,9.76459,3.095,2.51219e-010,
-16.625,2.11894,9.76459,3.096,-10.2234,10.2905,9.76459,3.096,2.83305,-0.671387,9.76459,3.096,-4.99064,13.1978,9.76459,3.096,10.7605,8.2194,9.76459,3.096,1.00435e-010,
-16.625,2.11894,9.76459,3.097,-10.2234,10.2905,9.76459,3.097,2.83305,-0.671387,9.76459,3.097,-4.99064,13.1978,9.76459,3.097,10.7605,8.2194,9.76459,3.097,5.04612e-010,
-16.625,2.11894,9.76459,3.098,-10.2234,10.2905,9.76459,3.098,2.83305,-0.671387,9.76459,3.098,-4.99064,13.1978,9.76459,3.098,10.7605,8.2194,9.76459,3.098,2.43521e-010,
-16.625,2.11894,9.76459,3.099,-10.2234,10.2905,9.76459,3.099,2.83305,-0.671387,9.76459,3.099,-4.99064,13.1978,9.76459,3.099,10.7605,8.2194,9.76459,3.099,4.64966e-010,
-16.625,2.11894,9.76459,3.1,-10.2234,10.2905,9.76459,3.1,2.83305,-0.671387,9.76459,3.1,-4.99064,13.1978,9.76459,3.1,10.7605,8.2194,9.76459,3.1,3.37887e-010,
-16.625,2.11894,9.76459,3.101,-10.2234,10.2905,9.76459,3.101,2.83305,-0.671387,9.76459,3.101,-4.99064,13.1978,9.76459,3.101,10.7605,8.2194,9.76459,3.101,4.16381e-010,
-16.625,2.11894,9.76459,3.102,-10.2234,10.2905,9.76459,3.102,2.83305,-0.671387,9.76459,3.102,-4.99064,13.1978,9.76459,3.102,10.7605,8.2194,9.76459,3.102,5.61622e-010,
-16.625,2.11894,9.76459,3.103,-10.2234,10.2905,9.76459,3.103,2.83305,-0.671387,9.76459,3.103,-4.99064,13.1978,9.76459,3.103,10.7605,8.2194,9.76459,3.103,3.84895e-010,
-16.625,2.11894,9.76459,3.104,-10.2234,10.2905,9.76459,3.104,2.83305,-0.671387,9.76459,3.104,-4.99064,13.1978,9.76459,3.104,10.7605,8.2194,9.76459,3.104,2.65576e-010,
-16.625,2.11894,9.76459,3.105,-10.2234,10.2905,9.76459,3.105,2.83305,-0.671387,9.76459,3.105,-4.99064,13.1978,9.76459,3.105,10.7605,8.2194,9.76459,3.105,4.27148e-010,
-16.625,2.11894,9.76459,3.106,-10.2234,10.2905,9.76459,3.106,2.83305,-0.671387,9.76459,3.106,-4.99064,13.1978,9.76459,3.106,10.7605,8.2194,9.76459,3.106,6.00706e-010,
-16.625,2.11894,9.76459,3.107,-10.2234,10.2905,9.76459,3.107,2.83305,-0.671387,9.76459,3.107,-4.99064,13.1978,9.76459,3.107,10.7605,8.2194,9.76459,3.107,2.51868e-010,
-16.625,2.11894,9.76459,3.108,-10.2234,10.2905,9.76459,3.108,2.83305,-0.671387,9.76459,3.108,-4.99064,13.1978,9.76459,3.108,10.7605,8.2194,9.76459,3.108,8.24624e-010,
-16.625,2.11894,9.76459,3.109,-10.2234,10.2905,9.76459,3.109,2.83305,-0.671387,9.76459,3.109,-4.99064,13.1978,9.76459,3.109,10.7605,8.2194,9.76459,3.109,4.63036e-010,
-16.625,2.11894,9.76459,3.11,-10.2234,10.2905,9.76459,3.11,2.83305,-0.671387,9.76459,3.11,-4.99064,13.1978,9.76459,3.11,10.7605,8.2194,9.76459,3.11,6.30133e-010,
-16.625,2.11894,9.76459,3.111,-10.2234,10.2905,9.76459,3.111,2.83305,-0.671387,9.76459,3.111,-4.99064,13.1978,9.76459,3.111,10.7605,8.2194,9.76459,3.111,7.06792e-010,
