X_0,Y_0,Z_0,Time_list_0,X_1,Y_1,Z_1,Time_list_1,X_2,Y_2,Z_2,Time_list_2,X_3,Y_3,Z_3,Time_list_3,X_4,Y_4,Z_4,Time_list_4
-16.2877,2.07587,9.79815,0.1153,-0.670329,-4.98278,9.79815,0.1189,-10.6459,11.7247,9.79815,0.1225,-15.8129,-13.3215,9.79815,0.1261,15.9557,-1.7743,9.79815,0.1297
-16.2874,2.07583,9.79815,0.1154,-0.670328,-4.98277,9.79815,0.119,-10.6458,11.7245,9.79815,0.1226,-15.8126,-13.3213,9.79815,0.1262,15.9554,-1.77426,9.79815,0.1298
-16.2871,2.07579,9.79815,0.1155,-0.670327,-4.98276,9.79815,0.1191,-10.6456,11.7243,9.79815,0.1227,-15.8123,-13.321,9.79815,0.1263,15.9551,-1.77423,9.79815,0.1299
-16.2868,2.07575,9.79815,0.1156,-0.670326,-4.98276,9.79815,0.1192,-10.6454,11.7241,9.79815,0.1228,-15.812,-13.3208,9.79815,0.1264,15.9549,-1.7742,9.79815,0.13
-16.2865,2.07572,9.79815,0.1157,-0.670325,-4.98275,9.79815,0.1193,-10.6452,11.7239,9.79815,0.1229,-15.8117,-13.3205,9.79815,0.1265,15.9546,-1.77417,9.79815,0.1301
-16.2862,2.07568,9.79815,0.1158,-0.670324,-4.98274,9.79815,0.1194,-10.645,11.7237,9.79815,0.123,-15.8114,-13.3202,9.79815,0.1266,15.9543,-1.77414,9.79815,0.1302
-16.2859,2.07564,9.79815,0.1159,-0.670323,-4.98274,9.79815,0.1195,-10.6448,11.7235,9.79815,0.1231,-15.8111,-13.32,9.79815,0.1267,15.954,-1.77411,9.79815,0.1303
-16.2856,2.0756,9.79815,0.116,-0.670322,-4.98273,9.79815,0.1196,-10.6446,11.7233,9.79815,0.1232,-15.8108,-13.3197,9.79815,0.1268,15.9537,-1.77407,9.79815,0.1304
-16.2853,2.07556,9.79815,0.1161,-0.670321,-4.98272,9.79815,0.1197,-10.6444,11.7231,9.79815,0.1233,-15.8105,-13.3195,9.79815,0.1269,15.9534,-1.77404,9.79815,0.1305
-16.285,2.07553,9.79815,0.1162,-0.67032,-4.98271,9.79815,0.1198,-10.6442,11.7229,9.79815,0.1234,-15.8102,-13.3192,9.79815,0.127,15.9531,-1.77401,9.79815,0.1306
-16.2847,2.07549,9.79815,0.1163,-0.670319,-4.98271,9.79815,0.1199,-10.6441,11.7226,9.79815,0.1235,-15.8098,-13.3189,9.79815,0.1271,15.9529,-1.77398,9.79815,0.1307
-16.2844,2.07545,9.79815,0.1164,-0.670318,-4.9827,9.79815,0.12,-10.6439,11.7224,9.79815,0.1236,-15.8095,-13.3187,9.79815,0.1272,15.9526,-1.77395,9.79815,0.1308
-16.2841,2.07541,9.79815,0.1165,-0.670317,-4.98269,9.79815,0.1201,-10.6437,11.7222,9.79815,0.1237,-15.8092,-13.3184,9.79815,0.1273,15.9523,-1.77392,9.79815,0.1309
-16.2838,2.07538,9.79815,0.1166,-0.670317,-4.98269,9.79815,0.1202,-10.6435,11.722,9.79815,0.1238,-15.8089,-13.3182,9.79815,0.1274,15.952,-1.77388,9.79815,0.131
-16.2836,2.07534,9.79815,0.1167,-0.670316,-4.98268,9.79815,0.1203,-10.6433,11.7218,9.79815,0.1239,-15.8086,-13.3179,9.79815,0.1275,15.9517,-1.77385,9.79815,0.1311
-16.2833,2.0753,9.79815,0.1168,-0.670315,-4.98267,9.79815,0.1204,-10.6431,11.7216,9.79815,0.124,-15.8083,-13.3176,9.79815,0.1276,15.9514,-1.77382,9.79815,0.1312
-16.283,2.07526,9.79815,0.1169,-0.670314,-4.98267,9.79815,0.1205,-10.6429,11.7214,9.79815,0.1241,-15.808,-13.3174,9.79815,0.1277,15.9511,-1.77379,9.79815,0.1313
-16.2827,2.07523,9.79815,0.117,-0.670313,-4.98266,9.79815,0.1206,-10.6427,11.7212,9.79815,0.1242,-15.8077,-13.3171,9.79815,0.1278,15.9509,-1.77376,9.79815,0.1314
-16.2824,2.07519,9.79815,0.1171,-0.670312,-4.98265,9.79815,0.1207,-10.6425,11.721,9.79815,0.1243,-15.8074,-13.3169,9.79815,0.1279,15.9506,-1.77373,9.79815,0.1315
-16.2821,2.07515,9.79815,0.1172,-0.670311,-4.98265,9.79815,0.1208,-10.6423,11.7208,9.79815,0.1244,-15.8071,-13.3166,9.79815,0.128,15.9503,-1.77369,9.79815,0.1316
-16.2818,2.07511,9.79815,0.1173,-0.67031,-4.98264,9.79815,0.1209,-10.6422,11.7206,9.79815,0.1245,-15.8068,-13.3163,9.79815,0.1281,15.95,-1.77366,9.79815,0.1317
-16.2815,2.07508,9.79815,0.1174,-0.670309,-4.98263,9.79815,0.121,-10.642,11.7204,9.79815,0.1246,-15.8064,-13.3161,9.79815,0.1282,15.9497,-1.77363,9.79815,0.1318
-16.2812,2.07504,9.79815,0.1175,-0.670308,-4.98263,9.79815,0.1211,-10.6418,11.7201,9.79815,0.1247,-15.8061,-13.3158,9.79815,0.1283,15.9494,-1.7736,9.79815,0.1319
-16.2809,2.075,9.79815,0.1176,-0.670307,-4.98262,9.79815,0.1212,-10.6416,11.7199,9.79815,0.1248,-15.8058,-13.3156,9.79815,0.1284,15.9491,-1.77357,9.79815,0.132
-16.2806,2.07496,9.79815,0.1177,-0.670306,-4.98261,9.79815,0.1213,-10.6414,11.7197,9.79815,0.1249,-15.8055,-13.3153,9.79815,0.1285,15.9489,-1.77353,9.79815,0.1321
-16.2803,2.07493,9.79815,0.1178,-0.670306,-4.9826,9.79815,0.1214,-10.6412,11.7195,9.79815,0.125,-15.8052,-13.315,9.79815,0.1286,15.9486,-1.7735,9.79815,0.1322
-16.28,2.07489,9.79815,0.1179,-0.670305,-4.9826,9.79815,0.1215,-10.641,11.7193,9.79815,0.1251,-15.8049,-13.3148,9.79815,0.1287,15.9483,-1.77347,9.79815,0.1323
-16.2797,2.07485,9.79815,0.118,-0.670304,-4.98259,9.79815,0.1216,-10.6408,11.7191,9.79815,0.1252,-15.8046,-13.3145,9.79815,0.1288,15.948,-1.77344,9.79815,0.1324
-16.2794,2.07481,9.79815,0.1181,-0.670303,-4.98258,9.79815,0.1217,-10.6406,11.7189,9.79815,0.1253,-15.8043,-13.3143,9.79815,0.1289,15.9477,-1.77341,9.79815,0.1325
-16.2791,2.07478,9.79815,0.1182,-0.670302,-4.98258,9.79815,0.1218,-10.6405,11.7187,9.79815,0.1254,-15.804,-13.314,9.79815,0.129,15.9474,-1.77338,9.79815,0.1326
-16.2788,2.07474,9.79815,0.1183,-0.670301,-4.98257,9.79815,0.1219,-10.6403,11.7185,9.79815,0.1255,-15.8037,-13.3137,9.79815,0.1291,15.9471,-1.77334,9.79815,0.1327
-16.2786,2.0747,9.79815,0.1184,-0.6703,-4.98256,9.79815,0.122,-10.6401,11.7183,9.79815,0.1256,-15.8034,-13.3135,9.79815,0.1292,15.9469,-1.77331,9.79815,0.1328
-16.2783,2.07466,9.79815,0.1185,-0.670299,-4.98256,9.79815,0.1221,-10.6399,11.7181,9.79815,0.1257,-15.8031,-13.3132,9.79815,0.1293,15.9466,-1.77328,9.79815,0.1329
-16.278,2.07463,9.79815,0.1186,-0.670298,-4.98255,9.79815,0.1222,-10.6397,11.7179,9.79815,0.1258,-15.8027,-13.313,9.79815,0.1294,15.9463,-1.77325,9.79815,0.133
-16.2777,2.07459,9.79815,0.1187,-0.670297,-4.98254,9.79815,0.1223,-10.6395,11.7176,9.79815,0.1259,-15.8024,-13.3127,9.79815,0.1295,15.946,-1.77322,9.79815,0.1331
-16.2774,2.07455,9.79815,0.1188,-0.670296,-4.98254,9.79815,0.1224,-10.6393,11.7174,9.79815,0.126,-15.8021,-13.3124,9.79815,0.1296,15.9457,-1.77319,9.79815,0.1332
-16.2771,2.07451,9.79815,0.1189,-0.670295,-4.98253,9.79815,0.1225,-10.6391,11.7172,9.79815,0.1261,-15.8018,-13.3122,9.79815,0.1297,15.9454,-1.77315,9.79815,0.1333
-16.2768,2.07448,9.79815,0.119,-0.670294,-4.98252,9.79815,0.1226,-10.6389,11.717,9.79815,0.1262,-15.8015,-13.3119,9.79815,0.1298,15.9452,-1.77312,9.79815,0.1334
-16.2765,2.07444,9.79815,0.1191,-0.670294,-4.98252,9.79815,0.1227,-10.6388,11.7168,9.79815,0.1263,-15.8012,-13.3117,9.79815,0.1299,15.9449,-1.77309,9.79815,0.1335
-16.2762,2.0744,9.79815,0.1192,-0.670293,-4.98251,9.79815,0.1228,-10.6386,11.7166,9.79815,0.1264,-15.8009,-13.3114,9.79815,0.13,15.9446,-1.77306,9.79815,0.1336
-16.2759,2.07436,9.79815,0.1193,-0.670292,-4.9825,9.79815,0.1229,-10.6384,11.7164,9.79815,0.1265,-15.8006,-13.3111,9.79815,0.1301,15.9443,-1.77303,9.79815,0.1337
-16.2756,2.07433,9.79815,0.1194,-0.670291,-4.9825,9.79815,0.123,-10.6382,11.7162,9.79815,0.1266,-15.8003,-13.3109,9.79815,0.1302,15.944,-1.773,9.79815,0.1338
-16.2753,2.07429,9.79815,0.1195,-0.67029,-4.98249,9.79815,0.1231,-10.638,11.716,9.79815,0.1267,-15.8,-13.3106,9.79815,0.1303,15.9437,-1.77296,9.79815,0.1339
-16.275,2.07425,9.79815,0.1196,-0.670289,-4.98248,9.79815,0.1232,-10.6378,11.7158,9.79815,0.1268,-15.7997,-13.3104,9.79815,0.1304,15.9434,-1.77293,9.79815,0.134
-16.2747,2.07421,9.79815,0.1197,-0.670288,-4.98247,9.79815,0.1233,-10.6376,11.7156,9.79815,0.1269,-15.7993,-13.3101,9.79815,0.1305,15.9432,-1.7729,9.79815,0.1341
-16.2744,2.07418,9.79815,0.1198,-0.670287,-4.98247,9.79815,0.1234,-10.6374,11.7154,9.79815,0.127,-15.799,-13.3098,9.79815,0.1306,15.9429,-1.77287,9.79815,0.1342
-16.2741,2.07414,9.79815,0.1199,-0.670286,-4.98246,9.79815,0.1235,-10.6372,11.7151,9.79815,0.1271,-15.7987,-13.3096,9.79815,0.1307,15.9426,-1.77284,9.79815,0.1343
-16.2739,2.0741,9.79815,0.12,-0.670285,-4.98245,9.79815,0.1236,-10.637,11.7149,9.79815,0.1272,-15.7984,-13.3093,9.79815,0.1308,15.9423,-1.77281,9.79815,0.1344
-16.2736,2.07406,9.79815,0.1201,-0.670284,-4.98245,9.79815,0.1237,-10.6369,11.7147,9.79815,0.1273,-15.7981,-13.3091,9.79815,0.1309,15.942,-1.77277,9.79815,0.1345
-16.2733,2.07403,9.79815,0.1202,-0.670283,-4.98244,9.79815,0.1238,-10.6367,11.7145,9.79815,0.1274,-15.7978,-13.3088,9.79815,0.131,15.9417,-1.77274,9.79815,0.1346
-16.273,2.07399,9.79815,0.1203,-0.670282,-4.98243,9.79815,0.1239,-10.6365,11.7143,9.79815,0.1275,-15.7975,-13.3085,9.79815,0.1311,15.9414,-1.77271,9.79815,0.1347
-16.2727,2.07395,9.79815,0.1204,-0.670282,-4.98243,9.79815,0.124,-10.6363,11.7141,9.79815,0.1276,-15.7972,-13.3083,9.79815,0.1312,15.9412,-1.77268,9.79815,0.1348
-16.2724,2.07391,9.79815,0.1205,-0.670281,-4.98242,9.79815,0.1241,-10.6361,11.7139,9.79815,0.1277,-15.7969,-13.308,9.79815,0.1313,15.9409,-1.77265,9.79815,0.1349
-16.2721,2.07388,9.79815,0.1206,-0.67028,-4.98241,9.79815,0.1242,-10.6359,11.7137,9.79815,0.1278,-15.7966,-13.3078,9.79815,0.1314,15.9406,-1.77261,9.79815,0.135
-16.2718,2.07384,9.79815,0.1207,-0.670279,-4.98241,9.79815,0.1243,-10.6357,11.7135,9.79815,0.1279,-15.7963,-13.3075,9.79815,0.1315,15.9403,-1.77258,9.79815,0.1351
-16.2715,2.0738,9.79815,0.1208,-0.670278,-4.9824,9.79815,0.1244,-10.6355,11.7133,9.79815,0.128,-15.796,-13.3072,9.79815,0.1316,15.94,-1.77255,9.79815,0.1352
-16.2712,2.07376,9.79815,0.1209,-0.670277,-4.98239,9.79815,0.1245,-10.6353,11.7131,9.79815,0.1281,-15.7956,-13.307,9.79815,0.1317,15.9397,-1.77252,9.79815,0.1353
-16.2709,2.07373,9.79815,0.121,-0.670276,-4.98239,9.79815,0.1246,-10.6352,11.7129,9.79815,0.1282,-15.7953,-13.3067,9.79815,0.1318,15.9394,-1.77249,9.79815,0.1354
-16.2706,2.07369,9.79815,0.1211,-0.670275,-4.98238,9.79815,0.1247,-10.635,11.7126,9.79815,0.1283,-15.795,-13.3065,9.79815,0.1319,15.9392,-1.77246,9.79815,0.1355
-16.2703,2.07365,9.79815,0.1212,-0.670274,-4.98237,9.79815,0.1248,-10.6348,11.7124,9.79815,0.1284,-15.7947,-13.3062,9.79815,0.132,15.9389,-1.77242,9.79815,0.1356
-16.27,2.07361,9.79815,0.1213,-0.670273,-4.98237,9.79815,0.1249,-10.6346,11.7122,9.79815,0.1285,-15.7944,-13.3059,9.79815,0.1321,15.9386,-1.77239,9.79815,0.1357
-16.2697,2.07358,9.79815,0.1214,-0.670272,-4.98236,9.79815,0.125,-10.6344,11.712,9.79815,0.1286,-15.7941,-13.3057,9.79815,0.1322,15.9383,-1.77236,9.79815,0.1358
-16.2695,2.07354,9.79815,0.1215,-0.670271,-4.98235,9.79815,0.1251,-10.6342,11.7118,9.79815,0.1287,-15.7938,-13.3054,9.79815,0.1323,15.938,-1.77233,9.79815,0.1359
-16.2692,2.0735,9.79815,0.1216,-0.67027,-4.98234,9.79815,0.1252,-10.634,11.7116,9.79815,0.1288,-15.7935,-13.3052,9.79815,0.1324,15.9377,-1.7723,9.79815,0.136
-16.2689,2.07346,9.79815,0.1217,-0.67027,-4.98234,9.79815,0.1253,-10.6338,11.7114,9.79815,0.1289,-15.7932,-13.3049,9.79815,0.1325,15.9375,-1.77227,9.79815,0.1361
-16.2686,2.07343,9.79815,0.1218,-0.670269,-4.98233,9.79815,0.1254,-10.6336,11.7112,9.79815,0.129,-15.7929,-13.3046,9.79815,0.1326,15.9372,-1.77223,9.79815,0.1362
-16.2683,2.07339,9.79815,0.1219,-0.670268,-4.98232,9.79815,0.1255,-10.6335,11.711,9.79815,0.1291,-15.7926,-13.3044,9.79815,0.1327,15.9369,-1.7722,9.79815,0.1363
-16.268,2.07335,9.79815,0.122,-0.670267,-4.98232,9.79815,0.1256,-10.6333,11.7108,9.79815,0.1292,-15.7923,-13.3041,9.79815,0.1328,15.9366,-1.77217,9.79815,0.1364
-16.2677,2.07331,9.79815,0.1221,-0.670266,-4.98231,9.79815,0.1257,-10.6331,11.7106,9.79815,0.1293,-15.7919,-13.3039,9.79815,0.1329,15.9363,-1.77214,9.79815,0.1365
-16.2674,2.07328,9.79815,0.1222,-0.670265,-4.9823,9.79815,0.1258,-10.6329,11.7104,9.79815,0.1294,-15.7916,-13.3036,9.79815,0.133,15.936,-1.77211,9.79815,0.1366
-16.2671,2.07324,9.79815,0.1223,-0.670264,-4.9823,9.79815,0.1259,-10.6327,11.7102,9.79815,0.1295,-15.7913,-13.3033,9.79815,0.1331,15.9357,-1.77208,9.79815,0.1367
-16.2668,2.0732,9.79815,0.1224,-0.670263,-4.98229,9.79815,0.126,-10.6325,11.7099,9.79815,0.1296,-15.791,-13.3031,9.79815,0.1332,15.9355,-1.77204,9.79815,0.1368
-16.2665,2.07316,9.79815,0.1225,-0.670262,-4.98228,9.79815,0.1261,-10.6323,11.7097,9.79815,0.1297,-15.7907,-13.3028,9.79815,0.1333,15.9352,-1.77201,9.79815,0.1369
-16.2662,2.07313,9.79815,0.1226,-0.670261,-4.98228,9.79815,0.1262,-10.6321,11.7095,9.79815,0.1298,-15.7904,-13.3026,9.79815,0.1334,15.9349,-1.77198,9.79815,0.137
-16.2659,2.07309,9.79815,0.1227,-0.67026,-4.98227,9.79815,0.1263,-10.6319,11.7093,9.79815,0.1299,-15.7901,-13.3023,9.79815,0.1335,15.9346,-1.77195,9.79815,0.1371
-16.2656,2.07305,9.79815,0.1228,-0.670259,-4.98226,9.79815,0.1264,-10.6318,11.7091,9.79815,0.13,-15.7898,-13.3021,9.79815,0.1336,15.9343,-1.77192,9.79815,0.1372
-16.2653,2.07301,9.79815,0.1229,-0.670259,-4.98226,9.79815,0.1265,-10.6316,11.7089,9.79815,0.1301,-15.7895,-13.3018,9.79815,0.1337,15.934,-1.77189,9.79815,0.1373
-16.265,2.07298,9.79815,0.123,-0.670258,-4.98225,9.79815,0.1266,-10.6314,11.7087,9.79815,0.1302,-15.7892,-13.3015,9.79815,0.1338,15.9337,-1.77185,9.79815,0.1374
-16.2648,2.07294,9.79815,0.1231,-0.670257,-4.98224,9.79815,0.1267,-10.6312,11.7085,9.79815,0.1303,-15.7889,-13.3013,9.79815,0.1339,15.9335,-1.77182,9.79815,0.1375
-16.2645,2.0729,9.79815,0.1232,-0.670256,-4.98224,9.79815,0.1268,-10.631,11.7083,9.79815,0.1304,-15.7886,-13.301,9.79815,0.134,15.9332,-1.77179,9.79815,0.1376
-16.2642,2.07286,9.79815,0.1233,-0.670255,-4.98223,9.79815,0.1269,-10.6308,11.7081,9.79815,0.1305,-15.7882,-13.3008,9.79815,0.1341,15.9329,-1.77176,9.79815,0.1377
-16.2639,2.07283,9.79815,0.1234,-0.670254,-4.98222,9.79815,0.127,-10.6306,11.7079,9.79815,0.1306,-15.7879,-13.3005,9.79815,0.1342,15.9326,-1.77173,9.79815,0.1378
-16.2636,2.07279,9.79815,0.1235,-0.670253,-4.98221,9.79815,0.1271,-10.6304,11.7077,9.79815,0.1307,-15.7876,-13.3002,9.79815,0.1343,15.9323,-1.7717,9.79815,0.1379
-16.2633,2.07275,9.79815,0.1236,-0.670252,-4.98221,9.79815,0.1272,-10.6302,11.7074,9.79815,0.1308,-15.7873,-13.3,9.79815,0.1344,15.932,-1.77166,9.79815,0.138
-16.263,2.07271,9.79815,0.1237,-0.670251,-4.9822,9.79815,0.1273,-10.63,11.7072,9.79815,0.1309,-15.787,-13.2997,9.79815,0.1345,15.9318,-1.77163,9.79815,0.1381
-16.2627,2.07268,9.79815,0.1238,-0.67025,-4.98219,9.79815,0.1274,-10.6299,11.707,9.79815,0.131,-15.7867,-13.2995,9.79815,0.1346,15.9315,-1.7716,9.79815,0.1382
-16.2624,2.07264,9.79815,0.1239,-0.670249,-4.98219,9.79815,0.1275,-10.6297,11.7068,9.79815,0.1311,-15.7864,-13.2992,9.79815,0.1347,15.9312,-1.77157,9.79815,0.1383
-16.2621,2.0726,9.79815,0.124,-0.670248,-4.98218,9.79815,0.1276,-10.6295,11.7066,9.79815,0.1312,-15.7861,-13.2989,9.79815,0.1348,15.9309,-1.77154,9.79815,0.1384
-16.2618,2.07256,9.79815,0.1241,-0.670247,-4.98217,9.79815,0.1277,-10.6293,11.7064,9.79815,0.1313,-15.7858,-13.2987,9.79815,0.1349,15.9306,-1.77151,9.79815,0.1385
-16.2615,2.07253,9.79815,0.1242,-0.670247,-4.98217,9.79815,0.1278,-10.6291,11.7062,9.79815,0.1314,-15.7855,-13.2984,9.79815,0.135,15.9303,-1.77147,9.79815,0.1386
-16.2612,2.07249,9.79815,0.1243,-0.670246,-4.98216,9.79815,0.1279,-10.6289,11.706,9.79815,0.1315,-15.7852,-13.2982,9.79815,0.1351,15.93,-1.77144,9.79815,0.1387
-16.2609,2.07245,9.79815,0.1244,-0.670245,-4.98215,9.79815,0.128,-10.6287,11.7058,9.79815,0.1316,-15.7849,-13.2979,9.79815,0.1352,15.9298,-1.77141,9.79815,0.1388
-16.2606,2.07241,9.79815,0.1245,-0.670244,-4.98215,9.79815,0.1281,-10.6285,11.7056,9.79815,0.1317,-15.7845,-13.2976,9.79815,0.1353,15.9295,-1.77138,9.79815,0.1389
-16.2604,2.07238,9.79815,0.1246,-0.670243,-4.98214,9.79815,0.1282,-10.6283,11.7054,9.79815,0.1318,-15.7842,-13.2974,9.79815,0.1354,15.9292,-1.77135,9.79815,0.139
-16.2601,2.07234,9.79815,0.1247,-0.670242,-4.98213,9.79815,0.1283,-10.6282,11.7052,9.79815,0.1319,-15.7839,-13.2971,9.79815,0.1355,15.9289,-1.77132,9.79815,0.1391
-16.2598,2.0723,9.79815,0.1248,-0.670241,-4.98213,9.79815,0.1284,-10.628,11.7049,9.79815,0.132,-15.7836,-13.2969,9.79815,0.1356,15.9286,-1.77128,9.79815,0.1392
-16.2595,2.07226,9.79815,0.1249,-0.67024,-4.98212,9.79815,0.1285,-10.6278,11.7047,9.79815,0.1321,-15.7833,-13.2966,9.79815,0.1357,15.9283,-1.77125,9.79815,0.1393
-16.2592,2.07223,9.79815,0.125,-0.670239,-4.98211,9.79815,0.1286,-10.6276,11.7045,9.79815,0.1322,-15.783,-13.2963,9.79815,0.1358,15.928,-1.77122,9.79815,0.1394
-16.2589,2.07219,9.79815,0.1251,-0.670238,-4.98211,9.79815,0.1287,-10.6274,11.7043,9.79815,0.1323,-15.7827,-13.2961,9.79815,0.1359,15.9278,-1.77119,9.79815,0.1395
-16.2586,2.07215,9.79815,0.1252,-0.670237,-4.9821,9.79815,0.1288,-10.6272,11.7041,9.79815,0.1324,-15.7824,-13.2958,9.79815,0.136,15.9275,-1.77116,9.79815,0.1396
-16.2583,2.07211,9.79815,0.1253,-0.670236,-4.98209,9.79815,0.1289,-10.627,11.7039,9.79815,0.1325,-15.7821,-13.2956,9.79815,0.1361,15.9272,-1.77113,9.79815,0.1397
-16.258,2.07208,9.79815,0.1254,-0.670236,-4.98208,9.79815,0.129,-10.6268,11.7037,9.79815,0.1326,-15.7818,-13.2953,9.79815,0.1362,15.9269,-1.77109,9.79815,0.1398
-16.2577,2.07204,9.79815,0.1255,-0.670235,-4.98208,9.79815,0.1291,-10.6266,11.7035,9.79815,0.1327,-15.7815,-13.295,9.79815,0.1363,15.9266,-1.77106,9.79815,0.1399
-16.2574,2.072,9.79815,0.1256,-0.670234,-4.98207,9.79815,0.1292,-10.6265,11.7033,9.79815,0.1328,-15.7812,-13.2948,9.79815,0.1364,15.9263,-1.77103,9.79815,0.14
-16.2571,2.07196,9.79815,0.1257,-0.670233,-4.98206,9.79815,0.1293,-10.6263,11.7031,9.79815,0.1329,-15.7808,-13.2945,9.79815,0.1365,15.9261,-1.771,9.79815,0.1401
-16.2568,2.07193,9.79815,0.1258,-0.670232,-4.98206,9.79815,0.1294,-10.6261,11.7029,9.79815,0.133,-15.7805,-13.2943,9.79815,0.1366,15.9258,-1.77097,9.79815,0.1402
-16.2565,2.07189,9.79815,0.1259,-0.670231,-4.98205,9.79815,0.1295,-10.6259,11.7027,9.79815,0.1331,-15.7802,-13.294,9.79815,0.1367,15.9255,-1.77094,9.79815,0.1403
-16.2562,2.07185,9.79815,0.126,-0.67023,-4.98204,9.79815,0.1296,-10.6257,11.7025,9.79815,0.1332,-15.7799,-13.2937,9.79815,0.1368,15.9252,-1.7709,9.79815,0.1404
-16.256,2.07181,9.79815,0.1261,-0.670229,-4.98204,9.79815,0.1297,-10.6255,11.7022,9.79815,0.1333,-15.7796,-13.2935,9.79815,0.1369,15.9249,-1.77087,9.79815,0.1405
-16.2557,2.07178,9.79815,0.1262,-0.670228,-4.98203,9.79815,0.1298,-10.6253,11.702,9.79815,0.1334,-15.7793,-13.2932,9.79815,0.137,15.9246,-1.77084,9.79815,0.1406
-16.2554,2.07174,9.79815,0.1263,-0.670227,-4.98202,9.79815,0.1299,-10.6251,11.7018,9.79815,0.1335,-15.779,-13.293,9.79815,0.1371,15.9243,-1.77081,9.79815,0.1407
-16.2551,2.0717,9.79815,0.1264,-0.670226,-4.98202,9.79815,0.13,-10.6249,11.7016,9.79815,0.1336,-15.7787,-13.2927,9.79815,0.1372,15.9241,-1.77078,9.79815,0.1408
-16.2548,2.07166,9.79815,0.1265,-0.670225,-4.98201,9.79815,0.1301,-10.6248,11.7014,9.79815,0.1337,-15.7784,-13.2924,9.79815,0.1373,15.9238,-1.77075,9.79815,0.1409
-16.2545,2.07163,9.79815,0.1266,-0.670224,-4.982,9.79815,0.1302,-10.6246,11.7012,9.79815,0.1338,-15.7781,-13.2922,9.79815,0.1374,15.9235,-1.77071,9.79815,0.141
-16.2542,2.07159,9.79815,0.1267,-0.670224,-4.982,9.79815,0.1303,-10.6244,11.701,9.79815,0.1339,-15.7778,-13.2919,9.79815,0.1375,15.9232,-1.77068,9.79815,0.1411
-16.2539,2.07155,9.79815,0.1268,-0.670223,-4.98199,9.79815,0.1304,-10.6242,11.7008,9.79815,0.134,-15.7775,-13.2917,9.79815,0.1376,15.9229,-1.77065,9.79815,0.1412
-16.2536,2.07151,9.79815,0.1269,-0.670222,-4.98198,9.79815,0.1305,-10.624,11.7006,9.79815,0.1341,-15.7772,-13.2914,9.79815,0.1377,15.9226,-1.77062,9.79815,0.1413
-16.2533,2.07148,9.79815,0.127,-0.670221,-4.98198,9.79815,0.1306,-10.6238,11.7004,9.79815,0.1342,-15.7768,-13.2911,9.79815,0.1378,15.9224,-1.77059,9.79815,0.1414
-16.253,2.07144,9.79815,0.1271,-0.67022,-4.98197,9.79815,0.1307,-10.6236,11.7002,9.79815,0.1343,-15.7765,-13.2909,9.79815,0.1379,15.9221,-1.77056,9.79815,0.1415
-16.2527,2.0714,9.79815,0.1272,-0.670219,-4.98196,9.79815,0.1308,-10.6234,11.7,9.79815,0.1344,-15.7762,-13.2906,9.79815,0.138,15.9218,-1.77052,9.79815,0.1416
-16.2524,2.07136,9.79815,0.1273,-0.670218,-4.98195,9.79815,0.1309,-10.6232,11.6997,9.79815,0.1345,-15.7759,-13.2904,9.79815,0.1381,15.9215,-1.77049,9.79815,0.1417
-16.2521,2.07133,9.79815,0.1274,-0.670217,-4.98195,9.79815,0.131,-10.6231,11.6995,9.79815,0.1346,-15.7756,-13.2901,9.79815,0.1382,15.9212,-1.77046,9.79815,0.1418
-16.2518,2.07129,9.79815,0.1275,-0.670216,-4.98194,9.79815,0.1311,-10.6229,11.6993,9.79815,0.1347,-15.7753,-13.2898,9.79815,0.1383,15.9209,-1.77043,9.79815,0.1419
-16.2516,2.07125,9.79815,0.1276,-0.670215,-4.98193,9.79815,0.1312,-10.6227,11.6991,9.79815,0.1348,-15.775,-13.2896,9.79815,0.1384,15.9206,-1.7704,9.79815,0.142
-16.2513,2.07121,9.79815,0.1277,-0.670214,-4.98193,9.79815,0.1313,-10.6225,11.6989,9.79815,0.1349,-15.7747,-13.2893,9.79815,0.1385,15.9204,-1.77037,9.79815,0.1421
-16.251,2.07118,9.79815,0.1278,-0.670213,-4.98192,9.79815,0.1314,-10.6223,11.6987,9.79815,0.135,-15.7744,-13.2891,9.79815,0.1386,15.9201,-1.77033,9.79815,0.1422
-16.2507,2.07114,9.79815,0.1279,-0.670213,-4.98191,9.79815,0.1315,-10.6221,11.6985,9.79815,0.1351,-15.7741,-13.2888,9.79815,0.1387,15.9198,-1.7703,9.79815,0.1423
-16.2504,2.0711,9.79815,0.128,-0.670212,-4.98191,9.79815,0.1316,-10.6219,11.6983,9.79815,0.1352,-15.7738,-13.2886,9.79815,0.1388,15.9195,-1.77027,9.79815,0.1424
-16.2501,2.07106,9.79815,0.1281,-0.670211,-4.9819,9.79815,0.1317,-10.6217,11.6981,9.79815,0.1353,-15.7735,-13.2883,9.79815,0.1389,15.9192,-1.77024,9.79815,0.1425
-16.2498,2.07103,9.79815,0.1282,-0.67021,-4.98189,9.79815,0.1318,-10.6215,11.6979,9.79815,0.1354,-15.7731,-13.288,9.79815,0.139,15.9189,-1.77021,9.79815,0.1426
-16.2495,2.07099,9.79815,0.1283,-0.670209,-4.98189,9.79815,0.1319,-10.6214,11.6977,9.79815,0.1355,-15.7728,-13.2878,9.79815,0.1391,15.9187,-1.77018,9.79815,0.1427
