X_0,Y_0,Z_0,Time_list,Temperature_list,Speed_list
2.36277,0.177774,nan,0.799,nan,
2.36256,0.177599,nan,0.8,nan,
2.36234,0.177423,nan,0.801,nan,
2.36213,0.177248,nan,0.802,nan,
2.36192,0.177072,nan,0.803,nan,
2.36171,0.176897,nan,0.804,nan,
2.3615,0.176721,nan,0.805,nan,
2.36129,0.176546,nan,0.806,nan,
2.36108,0.17637,nan,0.807,nan,
2.36087,0.176195,nan,0.808,nan,
2.36066,0.176019,nan,0.809,nan,
2.36044,0.175843,nan,0.81,nan,
2.36023,0.175668,nan,0.811,nan,
2.36002,0.175492,nan,0.812,nan,
2.35981,0.175317,nan,0.813,nan,
2.3596,0.175141,nan,0.814,nan,
2.35939,0.174966,nan,0.815,nan,
2.35917,0.17479,nan,0.816,nan,
2.35896,0.174615,nan,0.817,nan,
2.35875,0.174439,nan,0.818,nan,
2.35854,0.174264,nan,0.819,nan,
2.35833,0.174088,nan,0.82,nan,
2.35811,0.173912,nan,0.821,nan,
2.3579,0.173737,nan,0.822,nan,
2.35769,0.173561,nan,0.823,nan,
2.35748,0.173386,nan,0.824,nan,
2.35726,0.17321,nan,0.825,nan,
2.35705,0.173035,nan,0.826,nan,
2.35684,0.172859,nan,0.827,nan,
2.35663,0.172684,nan,0.828,nan,
2.35641,0.172508,nan,0.829,nan,
2.3562,0.172332,nan,0.83,nan,
2.35599,0.172157,nan,0.831,nan,
2.35577,0.171981,nan,0.832,nan,
2.35556,0.171806,nan,0.833,nan,
2.35535,0.17163,nan,0.834,nan,
2.35513,0.171455,nan,0.835,nan,
2.35492,0.171279,nan,0.836,nan,
2.35471,0.171104,nan,0.837,nan,
2.35449,0.170928,nan,0.838,nan,
2.35428,0.170753,nan,0.839,nan,
2.35407,0.170577,nan,0.84,nan,
2.35385,0.170401,nan,0.841,nan,
2.35364,0.170226,nan,0.842,nan,
2.35342,0.17005,nan,0.843,nan,
2.35321,0.169875,nan,0.844,nan,
2.353,0.169699,nan,0.845,nan,
2.35278,0.169524,nan,0.846,nan,
2.35257,0.169348,nan,0.847,nan,
2.35235,0.169173,nan,0.848,nan,
2.35214,0.168997,nan,0.849,nan,
2.35193,0.168822,nan,0.85,nan,
2.35171,0.168646,nan,0.851,nan,
2.3515,0.16847,nan,0.852,nan,
2.35128,0.168295,nan,0.853,nan,
2.35107,0.168119,nan,0.854,nan,
2.35085,0.167944,nan,0.855,nan,
2.35064,0.167768,nan,0.856,nan,
2.35042,0.167593,nan,0.857,nan,
2.35021,0.167417,nan,0.858,nan,
2.34999,0.167242,nan,0.859,nan,
2.34978,0.167066,nan,0.86,nan,
2.34956,0.16689,nan,0.861,nan,
2.34935,0.166715,nan,0.862,nan,
2.34913,0.166539,nan,0.863,nan,
2.34892,0.166364,nan,0.864,nan,
2.3487,0.166188,nan,0.865,nan,
2.34848,0.166013,nan,0.866,nan,
2.34827,0.165837,nan,0.867,nan,
2.34805,0.165661,nan,0.868,nan,
2.34784,0.165486,nan,0.869,nan,
2.34762,0.16531,nan,0.87,nan,
2.34741,0.165135,nan,0.871,nan,
2.34719,0.164959,nan,0.872,nan,
2.34697,0.164784,nan,0.873,nan,
2.34676,0.164608,nan,0.874,nan,
2.34654,0.164432,nan,0.875,nan,
2.34632,0.164257,nan,0.876,nan,
2.34611,0.164081,nan,0.877,nan,
2.34589,0.163906,nan,0.878,nan,
2.34568,0.16373,nan,0.879,nan,
2.34546,0.163555,nan,0.88,nan,
2.34524,0.163379,nan,0.881,nan,
2.34503,0.163204,nan,0.882,nan,
2.34481,0.163028,nan,0.883,nan,
2.34459,0.162852,nan,0.884,nan,
2.34437,0.162677,nan,0.885,nan,
2.34416,0.162501,nan,0.886,nan,
2.34394,0.162326,nan,0.887,nan,
2.34372,0.16215,nan,0.888,nan,
2.34351,0.161975,nan,0.889,nan,
2.34329,0.161799,nan,0.89,nan,
2.34307,0.161623,nan,0.891,nan,
2.34285,0.161448,nan,0.892,nan,
2.34264,0.161272,nan,0.893,nan,
2.34242,0.161097,nan,0.894,nan,
2.3422,0.160921,nan,0.895,nan,
2.34198,0.160746,nan,0.896,nan,
2.34177,0.16057,nan,0.897,nan,
2.34155,0.160394,nan,0.898,nan,
2.34133,0.160219,nan,0.899,nan,
2.34111,0.160043,nan,0.9,nan,
2.34089,0.159868,nan,0.901,nan,
2.34067,0.159692,nan,0.902,nan,
2.34046,0.159517,nan,0.903,nan,
2.34024,0.159341,nan,0.904,nan,
2.34002,0.159165,nan,0.905,nan,
2.3398,0.15899,nan,0.906,nan,
2.33958,0.158814,nan,0.907,nan,
2.33936,0.158639,nan,0.908,nan,
2.33915,0.158463,nan,0.909,nan,
2.33893,0.158287,nan,0.91,nan,
2.33871,0.158112,nan,0.911,nan,
2.33849,0.157936,nan,0.912,nan,
2.33827,0.157761,nan,0.913,nan,
2.33805,0.157585,nan,0.914,nan,
2.33783,0.15741,nan,0.915,nan,
2.33761,0.157234,nan,0.916,nan,
2.33739,0.157058,nan,0.917,nan,
2.33717,0.156883,nan,0.918,nan,
2.33695,0.156707,nan,0.919,nan,
2.33673,0.156532,nan,0.92,nan,
2.33651,0.156356,nan,0.921,nan,
2.33629,0.15618,nan,0.922,nan,
2.33607,0.156005,nan,0.923,nan,
2.33586,0.155829,nan,0.924,nan,
2.33564,0.155654,nan,0.925,nan,
2.33542,0.155478,nan,0.926,nan,
2.3352,0.155303,nan,0.927,nan,
2.33497,0.155127,nan,0.928,nan,
2.33475,0.154951,nan,0.929,nan,
2.33453,0.154776,nan,0.93,nan,
2.33431,0.1546,nan,0.931,nan,
2.33409,0.154425,nan,0.932,nan,
2.33387,0.154249,nan,0.933,nan,
2.33365,0.154073,nan,0.934,nan,
2.33343,0.153898,nan,0.935,nan,
2.33321,0.153722,nan,0.936,nan,
2.33299,0.153547,nan,0.937,nan,
2.33277,0.153371,nan,0.938,nan,
2.33255,0.153196,nan,0.939,nan,
2.33233,0.15302,nan,0.94,nan,
2.33211,0.152844,nan,0.941,nan,
2.33189,0.152669,nan,0.942,nan,
2.33166,0.152493,nan,0.943,nan,
2.33144,0.152318,nan,0.944,nan,
2.33122,0.152142,nan,0.945,nan,
2.331,0.151966,nan,0.946,nan,
2.33078,0.151791,nan,0.947,nan,
2.33056,0.151615,nan,0.948,nan,
2.33034,0.15144,nan,0.949,nan,
2.33011,0.151264,nan,0.95,nan,
2.32989,0.151088,nan,0.951,nan,
2.32967,0.150913,nan,0.952,nan,
2.32945,0.150737,nan,0.953,nan,
2.32923,0.150562,nan,0.954,nan,
2.329,0.150386,nan,0.955,nan,
2.32878,0.150211,nan,0.956,nan,
2.32856,0.150035,nan,0.957,nan,
2.32834,0.149859,nan,0.958,nan,
2.32811,0.149684,nan,0.959,nan,
2.32789,0.149508,nan,0.96,nan,
2.32767,0.149333,nan,0.961,nan,
2.32745,0.149157,nan,0.962,nan,
2.32722,0.148981,nan,0.963,nan,
2.327,0.148806,nan,0.964,nan,
2.32678,0.14863,nan,0.965,nan,
2.32656,0.148455,nan,0.966,nan,
2.32633,0.148279,nan,0.967,nan,
2.32611,0.148103,nan,0.968,nan,
2.32589,0.147928,nan,0.969,nan,
2.32566,0.147752,nan,0.97,nan,
2.32544,0.147577,nan,0.971,nan,
2.32522,0.147401,nan,0.972,nan,
2.32499,0.147226,nan,0.973,nan,
2.32477,0.14705,nan,0.974,nan,
2.32455,0.146874,nan,0.975,nan,
2.32432,0.146699,nan,0.976,nan,
2.3241,0.146523,nan,0.977,nan,
2.32388,0.146348,nan,0.978,nan,
2.32365,0.146172,nan,0.979,nan,
2.32343,0.145996,nan,0.98,nan,
2.3232,0.145821,nan,0.981,nan,
2.32298,0.145645,nan,0.982,nan,
2.32276,0.14547,nan,0.983,nan,
2.32253,0.145294,nan,0.984,nan,
2.32231,0.145119,nan,0.985,nan,
2.32208,0.144943,nan,0.986,nan,
2.32186,0.144767,nan,0.987,nan,
2.32163,0.144592,nan,0.988,nan,
2.32141,0.144416,nan,0.989,nan,
2.32118,0.144241,nan,0.99,nan,
2.32096,0.144065,nan,0.991,nan,
2.32073,0.143889,nan,0.992,nan,
2.32051,0.143714,nan,0.993,nan,
2.32029,0.143538,nan,0.994,nan,
2.32006,0.143363,nan,0.995,nan,
2.31984,0.143187,nan,0.996,nan,
2.31961,0.143012,nan,0.997,nan,
2.31938,0.142836,nan,0.998,nan,
2.31916,0.14266,nan,0.999,nan,
2.31893,0.142485,nan,1,nan,
