X_0,Y_0,Z_0,X_1,Y_1,Z_1,X_2,Y_2,Z_2,X_3,Y_3,Z_3,X_4,Y_4,Z_4,X_5,Y_5,Z_5,X_6,Y_6,Z_6,X_7,Y_7,Z_7,X_8,Y_8,Z_8,X_9,Y_9,Z_9,X_10,Y_10,Z_10,X_11,Y_11,Z_11,X_12,Y_12,Z_12,X_13,Y_13,Z_13,X_14,Y_14,Z_14,X_15,Y_15,Z_15,X_16,Y_16,Z_16,X_17,Y_17,Z_17,X_18,Y_18,Z_18,X_19,Y_19,Z_19,X_20,Y_20,Z_20,X_21,Y_21,Z_21,X_22,Y_22,Z_22,X_23,Y_23,Z_23,X_24,Y_24,Z_24,X_25,Y_25,Z_25,X_26,Y_26,Z_26,X_27,Y_27,Z_27,X_28,Y_28,Z_28,X_29,Y_29,Z_29,X_30,Y_30,Z_30,X_31,Y_31,Z_31,X_32,Y_32,Z_32,X_33,Y_33,Z_33,X_34,Y_34,Z_34,X_35,Y_35,Z_35,X_36,Y_36,Z_36,X_37,Y_37,Z_37,X_38,Y_38,Z_38,X_39,Y_39,Z_39,X_40,Y_40,Z_40,X_41,Y_41,Z_41,X_42,Y_42,Z_42,X_43,Y_43,Z_43,X_44,Y_44,Z_44,X_45,Y_45,Z_45,X_46,Y_46,Z_46,X_47,Y_47,Z_47,X_48,Y_48,Z_48,X_49,Y_49,Z_49,Time_list,Temperature_list,Speed_list
4.64118,0.00703655,9.88067,-1.04144,3.44289,9.90186,1.65609,0.398301,9.96283,-4.02012,-3.22703,9.98725,-4.8324,-1.24379,9.87457,-2.15208,1.29688,9.8617,2.25354,3.57227,9.85726,4.22488,4.44379,9.85016,3.67077,-3.27819,9.89982,1.03016,-0.670222,9.88126,-1.23331,-4.36368,9.92967,-2.13166,-2.00316,9.9229,-0.12632,-2.92016,9.8554,2.7156,-3.97765,9.85297,0.216565,-1.46732,9.84009,-0.11653,4.61149,9.98038,0.0750017,-4.17781,9.81068,-3.19533,4.31692,9.81817,4.61459,2.21143,9.8911,-3.03474,-2.65876,9.87085,3.05601,-1.09744,9.84873,2.68829,-0.0442557,12.5048,-0.783284,1.71181,9.88115,-0.440566,-2.30654,10.0228,-2.59819,2.74708,9.86088,-4.82105,-4.96055,9.85413,4.0118,1.14586,9.88564,-4.26891,2.61693,9.73547,-3.44966,2.24996,10.0623,-1.93815,-3.43022,9.71642,-3.11666,-4.50573,9.92192,2.46949,2.19371,9.84602,1.75042,-2.36553,9.82066,1.27124,-3.7049,9.87441,-3.34538,-1.37757,9.85598,-3.99636,1.07685,9.8728,4.34481,-2.16271,9.84011,0.18942,0.766442,9.80251,3.76238,3.31063,9.89997,0.827969,2.46239,9.86992,2.83506,0.613645,9.82026,0.73474,3.2733,10.0035,2.34956,4.78841,9.88413,-4.22776,3.75104,9.98648,-4.82597,-3.78325,9.79014,-1.15942,-1.3063,9.84113,2.54313,-2.02024,9.9775,-2.02529,4.46628,9.82635,0.791429,4.15568,-64117.2,-3.384,-0.149358,9.8902,0.00401,1.6827e+017,
4.64157,0.00579672,9.88071,-1.03968,3.44072,9.90154,1.65551,0.398635,9.96254,-4.02168,-3.22582,9.98751,-4.83188,-1.24325,9.8747,-2.15116,1.29497,9.86178,2.25221,3.57284,9.85754,4.22319,4.44477,9.85034,3.67158,-3.27882,9.89976,1.03036,-0.670232,9.88122,-1.23314,-4.36505,9.93,-2.13027,-2.00151,9.92305,-0.126323,-2.91926,9.85534,2.71536,-3.97843,9.85306,0.216308,-1.46681,9.84045,-0.116238,4.60963,9.97993,0.0760838,-4.17845,9.81062,-3.19541,4.31631,9.81814,4.61451,2.21161,9.89137,-3.03365,-2.65681,9.87042,3.05684,-1.09537,9.84867,2.68834,-0.0442191,12.5043,-0.784342,1.71212,9.88139,-0.441028,-2.30597,10.0218,-2.59685,2.74696,9.86071,-4.82085,-4.9604,9.85437,4.01224,1.146,9.8857,-4.26861,2.61555,9.73575,-3.4497,2.24951,10.0613,-1.9374,-3.42964,9.71684,-3.11639,-4.5063,9.92189,2.4691,2.19285,9.84637,1.74804,-2.36586,9.8205,1.27226,-3.70573,9.87468,-3.34595,-1.37649,9.85604,-3.99585,1.07683,9.87311,4.34506,-2.16255,9.84033,0.18782,0.76596,9.80313,3.76162,3.30957,9.90002,0.827328,2.46193,9.86994,2.83512,0.612653,9.82026,0.734625,3.27273,10.0028,2.34915,4.78859,9.88424,-4.22883,3.75139,9.98632,-4.83038,-3.7834,9.78968,-1.15908,-1.30319,9.84142,2.54488,-2.02002,9.97721,-2.02413,4.46625,9.82654,0.791905,4.15606,-67307.9,-3.38266,-0.147972,9.89023,0.00402,1.92476e+017,
4.64195,0.00456926,9.88076,-1.03793,3.43857,9.90121,1.65493,0.398983,9.96225,-4.02321,-3.2246,9.98777,-4.83135,-1.24271,9.87484,-2.15026,1.29306,9.86187,2.25088,3.57339,9.85782,4.22149,4.44576,9.85051,3.6724,-3.27946,9.8997,1.03055,-0.670236,9.88118,-1.23297,-4.36641,9.93033,-2.12887,-1.99986,9.92321,-0.126327,-2.91836,9.85529,2.71511,-3.97921,9.85314,0.216041,-1.4663,9.84081,-0.115924,4.60776,9.97948,0.0771651,-4.17909,9.81057,-3.1955,4.31569,9.81811,4.61442,2.21179,9.89163,-3.03259,-2.6549,9.86999,3.05768,-1.09329,9.84861,2.68838,-0.0441829,12.5038,-0.785385,1.71242,9.88162,-0.441491,-2.3054,10.0209,-2.59552,2.74683,9.86055,-4.82064,-4.96026,9.85461,4.01267,1.14614,9.88576,-4.26829,2.61416,9.73603,-3.44973,2.24905,10.0603,-1.93665,-3.42906,9.71726,-3.11611,-4.50684,9.92185,2.4687,2.19199,9.84672,1.74562,-2.36621,9.82034,1.27329,-3.70656,9.87495,-3.34651,-1.3754,9.85609,-3.99535,1.07681,9.87341,4.34531,-2.16239,9.84055,0.186232,0.765478,9.80375,3.76086,3.30851,9.90008,0.826691,2.46146,9.86995,2.83519,0.611671,9.82028,0.73451,3.27217,10.0021,2.34873,4.78877,9.88435,-4.2299,3.75174,9.98617,-4.83477,-3.78356,9.78922,-1.15873,-1.30008,9.84171,2.54664,-2.0198,9.97694,-2.02295,4.46622,9.82673,0.792373,4.15643,-70721.5,-3.38132,-0.146588,9.89026,0.00403,2.21047e+017,
4.64233,0.00335418,9.8808,-1.0362,3.43642,9.90089,1.65435,0.399346,9.96195,-4.02472,-3.22337,9.98803,-4.83082,-1.24217,9.87497,-2.14937,1.29115,9.86196,2.24954,3.57393,9.8581,4.21979,4.44673,9.85068,3.67321,-3.28009,9.89963,1.03075,-0.670233,9.88114,-1.2328,-4.36777,9.93066,-2.12746,-1.99821,9.92336,-0.126331,-2.91748,9.85524,2.71486,-3.97999,9.85323,0.215765,-1.46581,9.84118,-0.115589,4.60588,9.97903,0.0782453,-4.17973,9.81052,-3.19558,4.31505,9.81807,4.61432,2.21196,9.89189,-3.03155,-2.65302,9.86956,3.05853,-1.09119,9.84855,2.68843,-0.0441473,12.5032,-0.786414,1.71273,9.88185,-0.441958,-2.30484,10.0199,-2.59419,2.7467,9.8604,-4.82042,-4.96012,9.85486,4.01308,1.14628,9.88582,-4.26797,2.61278,9.73631,-3.44976,2.2486,10.0593,-1.9359,-3.42848,9.71768,-3.11584,-4.50735,9.92182,2.4683,2.19114,9.84707,1.74316,-2.36658,9.82017,1.2743,-3.7074,9.87521,-3.34708,-1.37432,9.85614,-3.99485,1.07679,9.87372,4.34556,-2.16223,9.84076,0.184658,0.764996,9.80436,3.76009,3.30746,9.90014,0.826057,2.46101,9.86996,2.83526,0.610699,9.82029,0.734395,3.27163,10.0013,2.34831,4.78895,9.88446,-4.23097,3.75208,9.98602,-4.83914,-3.78371,9.78877,-1.15839,-1.29698,9.842,2.54843,-2.01958,9.97668,-2.02176,4.46617,9.82693,0.792835,4.1568,-74381.1,-3.37997,-0.145206,9.89029,0.00404,2.54899e+017,
4.64271,0.00215152,9.88084,-1.03447,3.43428,9.90058,1.65376,0.399724,9.96166,-4.02619,-3.22214,9.98829,-4.83029,-1.24164,9.8751,-2.14849,1.28925,9.86206,2.24821,3.57445,9.85837,4.21808,4.4477,9.85085,3.67402,-3.28071,9.89958,1.03095,-0.670224,9.8811,-1.23263,-4.36911,9.93099,-2.12604,-1.99656,9.92352,-0.126335,-2.9166,9.85519,2.71461,-3.98077,9.85331,0.21548,-1.46532,9.84154,-0.115233,4.60399,9.97857,0.0793243,-4.18037,9.81047,-3.19567,4.31441,9.81804,4.61421,2.21213,9.89215,-3.03055,-2.65118,9.86913,3.05939,-1.08907,9.84849,2.68848,-0.0441122,12.5026,-0.78743,1.71304,9.88208,-0.442426,-2.30426,10.019,-2.59287,2.74657,9.86025,-4.8202,-4.95998,9.8551,4.01348,1.14642,9.88588,-4.26762,2.6114,9.73659,-3.44979,2.24815,10.0582,-1.93516,-3.42791,9.71811,-3.11558,-4.50782,9.92179,2.4679,2.19029,9.84742,1.74067,-2.36696,9.81999,1.27531,-3.70823,9.87548,-3.34764,-1.37324,9.85619,-3.99434,1.07677,9.87402,4.3458,-2.16207,9.84098,0.183095,0.764515,9.80498,3.75931,3.30641,9.90019,0.825428,2.46055,9.86997,2.83533,0.609737,9.82031,0.73428,3.27111,10.0006,2.34788,4.78913,9.88456,-4.23204,3.75242,9.98587,-4.84349,-3.78386,9.78832,-1.15804,-1.29387,9.84229,2.55023,-2.01936,9.97644,-2.02057,4.46611,9.82712,0.793289,4.15716,-78312.2,-3.37863,-0.143825,9.89033,0.00405,2.95171e+017,
4.64308,0.000961309,9.88088,-1.03275,3.43216,9.90026,1.65318,0.400116,9.96136,-4.02764,-3.22091,9.98855,-4.82976,-1.2411,9.87523,-2.14762,1.28736,9.86215,2.24687,3.57495,9.85865,4.21635,4.44867,9.85102,3.67483,-3.28133,9.89952,1.03116,-0.670208,9.88107,-1.23246,-4.37045,9.93132,-2.12462,-1.99491,9.92367,-0.126339,-2.91573,9.85514,2.71436,-3.98154,9.8534,0.215186,-1.46485,9.8419,-0.114856,4.6021,9.97811,0.0804021,-4.18102,9.81043,-3.19575,4.31376,9.81801,4.61409,2.2123,9.89242,-3.02957,-2.64938,9.86872,3.06025,-1.08695,9.84843,2.68853,-0.0440775,12.5021,-0.788432,1.71334,9.88231,-0.442898,-2.30369,10.018,-2.59155,2.74643,9.86011,-4.81997,-4.95984,9.85534,4.01388,1.14655,9.88594,-4.26727,2.61002,9.73687,-3.44981,2.24769,10.0572,-1.93442,-3.42734,9.71855,-3.11532,-4.50826,9.92176,2.4675,2.18944,9.84777,1.73815,-2.36736,9.81981,1.27632,-3.70906,9.87574,-3.3482,-1.37216,9.85624,-3.99385,1.07675,9.87431,4.34604,-2.16192,9.84119,0.181545,0.764034,9.8056,3.75854,3.30537,9.90025,0.824802,2.4601,9.86997,2.83541,0.608785,9.82033,0.734164,3.27061,9.99984,2.34745,4.78931,9.88467,-4.23311,3.75275,9.98573,-4.84782,-3.78401,9.78788,-1.1577,-1.29077,9.84258,2.55205,-2.01914,9.9762,-2.01936,4.46605,9.82732,0.793737,4.15752,-82544.2,-3.37728,-0.142445,9.89036,0.00406,3.43285e+017,
4.64345,-0.000216437,9.88092,-1.03104,3.43004,9.89994,1.65259,0.400523,9.96107,-4.02906,-3.21967,9.9888,-4.82923,-1.24057,9.87536,-2.14677,1.28547,9.86224,2.24553,3.57544,9.85892,4.21463,4.44963,9.8512,3.67564,-3.28195,9.89946,1.03137,-0.670186,9.88103,-1.23229,-4.37177,9.93164,-2.12319,-1.99326,9.92383,-0.126343,-2.91487,9.8551,2.71411,-3.98232,9.85349,0.214884,-1.46438,9.84226,-0.114462,4.60019,9.97765,0.0814785,-4.18166,9.81038,-3.19584,4.31309,9.81799,4.61396,2.21246,9.89268,-3.02862,-2.64761,9.8683,3.06113,-1.0848,9.84837,2.68857,-0.0440433,12.5015,-0.789421,1.71365,9.88254,-0.443371,-2.30312,10.0171,-2.59024,2.74629,9.85997,-4.81973,-4.9597,9.85559,4.01426,1.14668,9.886,-4.2669,2.60864,9.73715,-3.44983,2.24724,10.0562,-1.93369,-3.42676,9.71899,-3.11507,-4.50867,9.92172,2.4671,2.18859,9.84812,1.7356,-2.36777,9.81963,1.27732,-3.7099,9.876,-3.34875,-1.37109,9.85629,-3.99335,1.07673,9.87461,4.34627,-2.16176,9.84141,0.180008,0.763554,9.80622,3.75776,3.30433,9.9003,0.824182,2.45963,9.86998,2.8355,0.607843,9.82035,0.734046,3.27015,9.99908,2.347,4.78949,9.88477,-4.23418,3.75308,9.9856,-4.85213,-3.78415,9.78744,-1.15735,-1.28767,9.84286,2.55389,-2.01893,9.97598,-2.01815,4.46597,9.82751,0.794178,4.15787,-87109.7,-3.37593,-0.141067,9.89039,0.00407,4.01028e+017,
4.64382,-0.00138169,9.88096,-1.02936,3.42793,9.89963,1.652,0.400942,9.96077,-4.03045,-3.21843,9.98906,-4.82869,-1.24004,9.87549,-2.14593,1.28358,9.86234,2.2442,3.57592,9.85919,4.21289,4.45058,9.85137,3.67644,-3.28257,9.89941,1.03159,-0.670159,9.88099,-1.23212,-4.37309,9.93196,-2.12175,-1.99162,9.92398,-0.126348,-2.91402,9.85506,2.71386,-3.98309,9.85358,0.214573,-1.46393,9.84261,-0.114057,4.59829,9.97718,0.0825526,-4.1823,9.81034,-3.19592,4.31242,9.81796,4.61383,2.21262,9.89294,-3.02769,-2.64587,9.86789,3.06202,-1.08265,9.84831,2.68862,-0.0440096,12.5009,-0.7904,1.71396,9.88277,-0.443848,-2.30254,10.0161,-2.58893,2.74614,9.85983,-4.81949,-4.95957,9.85583,4.01463,1.14681,9.88605,-4.26652,2.60726,9.73742,-3.44984,2.24679,10.0551,-1.93296,-3.42619,9.71943,-3.11482,-4.50905,9.92169,2.46671,2.18774,9.84847,1.73302,-2.36819,9.81944,1.27831,-3.71073,9.87627,-3.34931,-1.37002,9.85634,-3.99285,1.07671,9.8749,4.3465,-2.16161,9.84163,0.178481,0.76307,9.80683,3.75698,3.30329,9.90035,0.823576,2.45907,9.86997,2.83558,0.606911,9.82038,0.733916,3.26978,9.99833,2.34656,4.78967,9.88488,-4.23525,3.75341,9.98546,-4.85642,-3.7843,9.78701,-1.15701,-1.28456,9.84315,2.55574,-2.01872,9.97577,-2.01693,4.46588,9.82771,0.794613,4.15822,-92046.3,-3.37458,-0.139691,9.89042,0.00408,4.70657e+017,
4.64418,-0.00253443,9.881,-1.0277,3.42584,9.89932,1.65141,0.401373,9.96047,-4.03181,-3.21718,9.98931,-4.82816,-1.23951,9.87562,-2.1451,1.2817,9.86244,2.24289,3.57639,9.85945,4.21114,4.45153,9.85154,3.67724,-3.28318,9.89935,1.03181,-0.670127,9.88095,-1.23195,-4.3744,9.93228,-2.12031,-1.98997,9.92414,-0.126353,-2.91317,9.85502,2.71361,-3.98386,9.85366,0.214254,-1.46348,9.84297,-0.113641,4.5964,9.97671,0.0836243,-4.18294,9.8103,-3.19601,4.31173,9.81793,4.61368,2.21277,9.8932,-3.02679,-2.64417,9.86749,3.06291,-1.08048,9.84825,2.68866,-0.0439763,12.5002,-0.791371,1.71426,9.88299,-0.444326,-2.30196,10.0151,-2.58764,2.74598,9.8597,-4.81924,-4.95944,9.85608,4.01499,1.14694,9.88611,-4.26613,2.60589,9.7377,-3.44986,2.24634,10.0541,-1.93223,-3.42563,9.71988,-3.11457,-4.50939,9.92166,2.46631,2.18689,9.84882,1.73041,-2.36863,9.81925,1.27931,-3.71156,9.87653,-3.34986,-1.36895,9.8564,-3.99236,1.0767,9.87519,4.34673,-2.16146,9.84184,0.176966,0.762583,9.80745,3.7562,3.30226,9.9004,0.822985,2.45842,9.86995,2.83568,0.605987,9.82041,0.733774,3.2695,9.99759,2.34611,4.78985,9.88498,-4.23632,3.75373,9.98533,-4.86069,-3.78444,9.78658,-1.15667,-1.28147,9.84343,2.55761,-2.01851,9.97556,-2.0157,4.46578,9.82791,0.795041,4.15856,-97396.5,-3.37323,-0.138317,9.89044,0.00409,5.55042e+017,
4.64454,-0.00367465,9.88104,-1.02606,3.42375,9.89901,1.65082,0.401816,9.96018,-4.03315,-3.21593,9.98956,-4.82762,-1.23898,9.87575,-2.14429,1.27982,9.86254,2.2416,3.57684,9.85971,4.20939,4.45247,9.85171,3.67804,-3.28379,9.8993,1.03203,-0.670089,9.88091,-1.23178,-4.3757,9.9326,-2.11886,-1.98833,9.92429,-0.126358,-2.91234,9.85498,2.71336,-3.98462,9.85375,0.213926,-1.46305,9.84332,-0.113217,4.59452,9.97624,0.0846937,-4.18358,9.81027,-3.19609,4.31104,9.8179,4.61353,2.21293,9.89346,-3.02592,-2.64251,9.86709,3.06381,-1.0783,9.84818,2.6887,-0.0439436,12.4996,-0.792333,1.71456,9.88321,-0.444807,-2.30138,10.0142,-2.58634,2.74582,9.85958,-4.81898,-4.95931,9.85632,4.01535,1.14706,9.88617,-4.26573,2.60451,9.73798,-3.44986,2.2459,10.0531,-1.93151,-3.42506,9.72033,-3.11433,-4.50971,9.92163,2.46593,2.18604,9.84916,1.72778,-2.36908,9.81906,1.28029,-3.71239,9.87679,-3.35041,-1.36788,9.85645,-3.99187,1.07668,9.87548,4.34695,-2.1613,9.84206,0.175462,0.762094,9.80806,3.75542,3.30123,9.90044,0.822407,2.45768,9.86991,2.83577,0.605072,9.82044,0.733621,3.26932,9.99686,2.34566,4.79003,9.88509,-4.23739,3.75405,9.98521,-4.86493,-3.78457,9.78615,-1.15632,-1.27837,9.84372,2.55949,-2.01831,9.97537,-2.01446,4.46568,9.82812,0.795462,4.15889,-103209,-3.37188,-0.136945,9.89047,0.0041,6.57854e+017,
4.6449,-0.00480231,9.88108,-1.02444,3.42168,9.89869,1.65022,0.402272,9.95988,-4.03447,-3.21468,9.9898,-4.82708,-1.23845,9.87588,-2.14349,1.27795,9.86264,2.24031,3.57729,9.85997,4.20764,4.45341,9.85188,3.67884,-3.28439,9.89925,1.03226,-0.670046,9.88088,-1.23161,-4.37698,9.93292,-2.11741,-1.98669,9.92445,-0.126364,-2.91151,9.85494,2.71311,-3.98539,9.85384,0.213591,-1.46262,9.84367,-0.112782,4.59264,9.97576,0.0857605,-4.18422,9.81023,-3.19617,4.31033,9.81788,4.61336,2.21308,9.89371,-3.02507,-2.64088,9.86669,3.06472,-1.07611,9.84812,2.68875,-0.0439112,12.499,-0.793285,1.71486,9.88343,-0.445291,-2.3008,10.0132,-2.58506,2.74566,9.85946,-4.81871,-4.95918,9.85657,4.01569,1.14718,9.88623,-4.26531,2.60314,9.73826,-3.44987,2.24545,10.052,-1.9308,-3.4245,9.72078,-3.1141,-4.50999,9.92161,2.46555,2.18519,9.8495,1.72512,-2.36954,9.81886,1.28127,-3.71322,9.87705,-3.35096,-1.36681,9.8565,-3.99138,1.07666,9.87576,4.34717,-2.16115,9.84227,0.173969,0.761602,9.80868,3.75464,3.30021,9.90049,0.821843,2.45685,9.86985,2.83587,0.604166,9.82047,0.733456,3.26923,9.99614,2.34521,4.79022,9.88519,-4.23846,3.75436,9.98508,-4.86916,-3.78471,9.78574,-1.15598,-1.27527,9.844,2.56139,-2.01811,9.97519,-2.01322,4.46556,9.82832,0.795878,4.15922,-109540,-3.37053,-0.135574,9.8905,0.00411,7.83823e+017,
4.64525,-0.00591741,9.88112,-1.02284,3.41961,9.89838,1.64963,0.402739,9.95958,-4.03575,-3.21343,9.99005,-4.82653,-1.23793,9.87601,-2.1427,1.27608,9.86274,2.23905,3.57772,9.86022,4.20587,4.45434,9.85206,3.67964,-3.28499,9.8992,1.03249,-0.669998,9.88084,-1.23144,-4.37826,9.93323,-2.11595,-1.98505,9.9246,-0.12637,-2.9107,9.8549,2.71286,-3.98614,9.85393,0.213247,-1.4622,9.84403,-0.112338,4.59077,9.97529,0.0868247,-4.18486,9.8102,-3.19625,4.30962,9.81785,4.61319,2.21322,9.89397,-3.02425,-2.63928,9.8663,3.06564,-1.07391,9.84806,2.68879,-0.0438794,12.4983,-0.794229,1.71516,9.88364,-0.445777,-2.30021,10.0122,-2.58378,2.74549,9.85934,-4.81844,-4.95905,9.85681,4.01602,1.1473,9.88629,-4.26488,2.60177,9.73853,-3.44987,2.245,10.051,-1.93009,-3.42393,9.72124,-3.11387,-4.51024,9.92158,2.46517,2.18434,9.84985,1.72245,-2.37001,9.81866,1.28225,-3.71405,9.87731,-3.35151,-1.36575,9.85655,-3.99089,1.07665,9.87604,4.34738,-2.161,9.84249,0.172487,0.761107,9.80929,3.75386,3.29919,9.90053,0.821293,2.45593,9.86978,2.83598,0.603268,9.82051,0.733279,3.26924,9.99543,2.34475,4.7904,9.88529,-4.23953,3.75466,9.98496,-4.87336,-3.78484,9.78532,-1.15564,-1.27218,9.84429,2.5633,-2.01791,9.97501,-2.01197,4.46543,9.82853,0.796287,4.15955,-116454,-3.36917,-0.134206,9.89053,0.00412,9.39085e+017,
4.6456,-0.00701994,9.88116,-1.02127,3.41756,9.89808,1.64903,0.403218,9.95929,-4.03702,-3.21217,9.99029,-4.82599,-1.23741,9.87614,-2.14193,1.27422,9.86284,2.2378,3.57814,9.86047,4.2041,4.45527,9.85223,3.68043,-3.28559,9.89915,1.03272,-0.669945,9.88081,-1.23127,-4.37952,9.93354,-2.11448,-1.98341,9.92476,-0.126376,-2.90989,9.85487,2.7126,-3.9869,9.85402,0.212896,-1.46179,9.84437,-0.111885,4.5889,9.9748,0.0878862,-4.18549,9.81017,-3.19634,4.30889,9.81783,4.61302,2.21337,9.89423,-3.02346,-2.63772,9.86592,3.06656,-1.07169,9.84799,2.68883,-0.043848,12.4976,-0.795163,1.71545,9.88386,-0.446266,-2.29962,10.0113,-2.58251,2.74531,9.85923,-4.81816,-4.95893,9.85706,4.01635,1.14741,9.88634,-4.26445,2.6004,9.73881,-3.44986,2.24456,10.05,-1.92938,-3.42337,9.72171,-3.11364,-4.51046,9.92155,2.4648,2.18349,9.85019,1.71975,-2.37049,9.81845,1.28322,-3.71488,9.87757,-3.35205,-1.36469,9.85661,-3.99041,1.07664,9.87632,4.34759,-2.16085,9.8427,0.171016,0.760609,9.80991,3.75308,3.29817,9.90058,0.820756,2.45493,9.8697,2.83609,0.60238,9.82055,0.733092,3.26933,9.99473,2.34429,4.79059,9.88539,-4.2406,3.75497,9.98484,-4.87754,-3.78496,9.78491,-1.1553,-1.26909,9.84457,2.56521,-2.01772,9.97485,-2.01072,4.4653,9.82873,0.79669,4.15987,-124025,-3.36782,-0.13284,9.89055,0.00413,1.13167e+018,
4.64595,-0.00810988,9.8812,-1.01971,3.41551,9.89777,1.64844,0.403709,9.95899,-4.03826,-3.21092,9.99053,-4.82544,-1.23689,9.87627,-2.14117,1.27236,9.86294,2.23656,3.57855,9.86072,4.20233,4.45619,9.8524,3.68122,-3.28618,9.8991,1.03296,-0.669887,9.88077,-1.2311,-4.38078,9.93385,-2.11301,-1.98178,9.92491,-0.126383,-2.90909,9.85484,2.71235,-3.98765,9.85411,0.212537,-1.46139,9.84472,-0.111423,4.58704,9.97432,0.0889449,-4.18612,9.81015,-3.19642,4.30816,9.81781,4.61283,2.21351,9.89448,-3.02269,-2.63619,9.86553,3.0675,-1.06947,9.84793,2.68887,-0.043817,12.497,-0.796089,1.71573,9.88407,-0.446757,-2.29903,10.0103,-2.58125,2.74513,9.85912,-4.81787,-4.95881,9.85731,4.01666,1.14752,9.8864,-4.26399,2.59903,9.73909,-3.44985,2.24412,10.0489,-1.92867,-3.42281,9.72217,-3.11342,-4.51066,9.92152,2.46443,2.18264,9.85053,1.71703,-2.37098,9.81825,1.28418,-3.7157,9.87783,-3.35259,-1.36363,9.85666,-3.98993,1.07662,9.8766,4.3478,-2.1607,9.84292,0.169555,0.760109,9.81052,3.75229,3.29716,9.90062,0.820232,2.45384,9.86961,2.8362,0.601499,9.82059,0.732895,3.26951,9.99404,2.34383,4.79078,9.88549,-4.24168,3.75526,9.98473,-4.8817,-3.78508,9.78451,-1.15496,-1.266,9.84485,2.56714,-2.01754,9.97469,-2.00946,4.46515,9.82894,0.797087,4.16019,-132342,-3.36646,-0.131476,9.89058,0.00414,1.37214e+018,
4.64629,-0.00918723,9.88124,-1.01818,3.41348,9.89746,1.64784,0.404212,9.95869,-4.03948,-3.20966,9.99076,-4.8249,-1.23637,9.8764,-2.14042,1.2705,9.86305,2.23533,3.57895,9.86096,4.20055,4.4571,9.85257,3.682,-3.28677,9.89906,1.03321,-0.669825,9.88073,-1.23093,-4.38203,9.93416,-2.11153,-1.98014,9.92506,-0.12639,-2.9083,9.85481,2.7121,-3.9884,9.8542,0.21217,-1.46099,9.84507,-0.110951,4.58519,9.97383,0.0900008,-4.18675,9.81012,-3.1965,4.30741,9.81779,4.61263,2.21364,9.89474,-3.02194,-2.63469,9.86515,3.06843,-1.06723,9.84786,2.68891,-0.0437865,12.4963,-0.797005,1.71602,9.88428,-0.447251,-2.29844,10.0093,-2.57999,2.74495,9.85902,-4.81757,-4.95869,9.85755,4.01697,1.14763,9.88646,-4.26353,2.59767,9.73936,-3.44984,2.24367,10.0479,-1.92797,-3.42226,9.72265,-3.11321,-4.51082,9.9215,2.46406,2.18178,9.85086,1.71429,-2.37148,9.81804,1.28515,-3.71653,9.87809,-3.35313,-1.36257,9.85671,-3.98945,1.07661,9.87687,4.348,-2.16055,9.84314,0.168105,0.759606,9.81113,3.75151,3.29616,9.90066,0.81972,2.45268,9.8695,2.83632,0.600628,9.82063,0.732688,3.26978,9.99335,2.34337,4.79098,9.88558,-4.24275,3.75556,9.98462,-4.88583,-3.7852,9.78411,-1.15462,-1.26291,9.84513,2.56908,-2.01736,9.97454,-2.0082,4.465,9.82915,0.797478,4.1605,-141504,-3.36511,-0.130114,9.8906,0.00415,1.67457e+018,
4.64663,-0.010252,9.88127,-1.01666,3.41146,9.89716,1.64724,0.404726,9.95839,-4.04067,-3.2084,9.991,-4.82435,-1.23586,9.87653,-2.13969,1.26865,9.86315,2.23412,3.57934,9.86121,4.19876,4.45801,9.85274,3.68278,-3.28735,9.89901,1.03345,-0.669758,9.8807,-1.23076,-4.38326,9.93447,-2.11005,-1.97851,9.92521,-0.126397,-2.90751,9.85478,2.71185,-3.98915,9.85429,0.211796,-1.46061,9.84541,-0.110472,4.58335,9.97335,0.0910536,-4.18737,9.8101,-3.19658,4.30666,9.81777,4.61243,2.21378,9.89499,-3.02122,-2.63322,9.86478,3.06938,-1.06499,9.84779,2.68895,-0.0437564,12.4956,-0.797913,1.7163,9.88448,-0.447747,-2.29785,10.0083,-2.57874,2.74476,9.85892,-4.81727,-4.95857,9.8578,4.01727,1.14773,9.88652,-4.26306,2.5963,9.73964,-3.44982,2.24323,10.0468,-1.92728,-3.4217,9.72312,-3.113,-4.51095,9.92147,2.46371,2.18093,9.8512,1.71153,-2.37198,9.81783,1.2861,-3.71735,9.87835,-3.35367,-1.36152,9.85677,-3.98897,1.0766,9.87714,4.3482,-2.1604,9.84335,0.166665,0.7591,9.81174,3.75072,3.29516,9.9007,0.819222,2.45143,9.86937,2.83644,0.599764,9.82068,0.73247,3.27013,9.99268,2.3429,4.79117,9.88568,-4.24382,3.75584,9.98451,-4.88994,-3.78532,9.78372,-1.15428,-1.25982,9.84541,2.57102,-2.01718,9.9744,-2.00693,4.46483,9.82936,0.797863,4.16081,-151632,-3.36375,-0.128755,9.89062,0.00416,2.05782e+018,
