X_0,Y_0,Z_0,X_1,Y_1,Z_1,X_2,Y_2,Z_2,X_3,Y_3,Z_3,X_4,Y_4,Z_4,X_5,Y_5,Z_5,X_6,Y_6,Z_6,X_7,Y_7,Z_7,X_8,Y_8,Z_8,X_9,Y_9,Z_9,X_10,Y_10,Z_10,X_11,Y_11,Z_11,X_12,Y_12,Z_12,X_13,Y_13,Z_13,X_14,Y_14,Z_14,X_15,Y_15,Z_15,X_16,Y_16,Z_16,X_17,Y_17,Z_17,X_18,Y_18,Z_18,X_19,Y_19,Z_19,X_20,Y_20,Z_20,X_21,Y_21,Z_21,X_22,Y_22,Z_22,X_23,Y_23,Z_23,X_24,Y_24,Z_24,X_25,Y_25,Z_25,X_26,Y_26,Z_26,X_27,Y_27,Z_27,X_28,Y_28,Z_28,X_29,Y_29,Z_29,X_30,Y_30,Z_30,X_31,Y_31,Z_31,X_32,Y_32,Z_32,X_33,Y_33,Z_33,X_34,Y_34,Z_34,X_35,Y_35,Z_35,X_36,Y_36,Z_36,X_37,Y_37,Z_37,X_38,Y_38,Z_38,X_39,Y_39,Z_39,X_40,Y_40,Z_40,X_41,Y_41,Z_41,X_42,Y_42,Z_42,X_43,Y_43,Z_43,X_44,Y_44,Z_44,X_45,Y_45,Z_45,X_46,Y_46,Z_46,X_47,Y_47,Z_47,X_48,Y_48,Z_48,X_49,Y_49,Z_49,Time_list,Temperature_list,Speed_list
4.6039,0.329953,9.87931,-1.39702,3.85726,10.0291,1.79446,0.713099,9.98346,-3.64992,-3.32316,10.0979,-4.89719,-1.27522,9.88738,-2.60703,1.63127,9.90876,2.59764,3.17761,9.85355,4.43543,4.23586,9.86882,3.6082,-3.01599,9.98079,1.10144,-0.612049,9.92464,-1.20345,-4.11141,9.92998,-2.20009,-2.2472,9.92255,-0.142648,-3.01744,9.9453,2.59704,-3.88934,9.89308,0.105219,-1.75654,9.78794,0.0784465,4.91134,9.9866,-0.0761659,-4.34591,9.92441,-3.48087,4.12936,9.91494,4.4497,2.10586,9.8637,-3.14619,-3.13308,10.0257,2.914,-1.39377,9.90704,2.63856,-0.0835216,11.8138,-0.294185,1.6812,9.85355,-0.394275,-2.35732,10.1598,-2.90254,2.6902,10.0128,-4.72561,4.99322,9.87436,3.59148,1.19766,9.924,-4.1152,2.93799,9.74497,-3.41946,2.32744,10.216,-2.15732,-3.5425,9.73634,-3.10293,-4.06437,9.95685,2.54713,2.14555,9.85449,1.82228,-2.47908,9.81581,1.15805,-3.53098,9.8715,-3.17708,-1.56357,9.85553,-4.06408,1.10084,9.79015,4.12425,-2.23217,9.84348,0.891053,0.909708,9.81127,3.74159,3.40161,9.91723,1.00387,2.31451,9.90349,2.71162,0.998807,9.90697,0.735739,3.57754,10.0694,2.30041,4.85815,9.9046,-3.96886,3.69009,10.0288,-4.23533,-4.08103,9.89952,-1.13819,-1.86869,9.83273,2.4872,-1.98145,10.1311,-2.01884,4.41632,9.83984,0.572851,4.30353,9.77056,-3.63736,-0.301305,9.88356,0.00215,8.03508e+006,
4.60313,0.328331,9.87924,-1.39643,3.85659,10.0278,1.79276,0.709217,9.98356,-3.65067,-3.3226,10.0967,-4.89703,-1.2756,9.88686,-2.60314,1.63086,9.90818,2.59448,3.18006,9.85286,4.43426,4.23609,9.86817,3.6081,-3.01726,9.97965,1.1004,-0.611826,9.92415,-1.20356,-4.11232,9.92922,-2.2003,-2.24659,9.92217,-0.14244,-3.01802,9.94419,2.59891,-3.88912,9.89232,0.105961,-1.75488,9.78789,0.0776208,4.91026,9.986,-0.0757451,-4.345,9.92323,-3.47898,4.13009,9.91389,4.45087,2.10679,9.86366,-3.14655,-3.13229,10.0245,2.9159,-1.39239,9.90624,2.63934,-0.0828712,11.8276,-0.298306,1.68135,9.85326,-0.394245,-2.3575,10.1592,-2.90188,2.69062,10.0114,-4.72643,4.99317,9.87358,3.59518,1.19643,9.92323,-4.11573,2.93817,9.74495,-3.4192,2.32748,10.2153,-2.15551,-3.54188,9.73579,-3.10429,-4.06648,9.95648,2.54679,2.14906,9.85359,1.82195,-2.4792,9.8153,1.15731,-3.53219,9.87099,-3.17828,-1.56264,9.85542,-4.06416,1.10055,9.79047,4.12556,-2.23263,9.84322,0.884674,0.908184,9.81005,3.74364,3.40272,9.91665,1.00269,2.31813,9.90287,2.71518,0.996096,9.90594,0.7357,3.57688,10.0683,2.30131,4.85711,9.90408,-3.96957,3.68968,10.0278,-4.23631,-4.07819,9.89857,-1.13925,-1.86637,9.83222,2.48728,-1.98214,10.1304,-2.01848,4.41539,9.83983,0.573009,4.3012,9.77039,-3.63577,-0.301674,9.88352,0.00216,7.91187e+006,
4.60238,0.326705,9.87916,-1.39585,3.85592,10.0266,1.79107,0.705344,9.98366,-3.65141,-3.32203,10.0955,-4.89685,-1.27597,9.88636,-2.59928,1.63045,9.9076,2.59134,3.18254,9.85217,4.43311,4.23634,9.86754,3.60799,-3.01856,9.97851,1.09937,-0.61162,9.92366,-1.20368,-4.11323,9.92848,-2.20053,-2.24597,9.92178,-0.142232,-3.01859,9.94308,2.60077,-3.88891,9.89157,0.106718,-1.7532,9.78785,0.0767731,4.90913,9.98543,-0.0753333,-4.34401,9.92206,-3.47709,4.13081,9.91285,4.45206,2.10772,9.86362,-3.1469,-3.1315,10.0232,2.91779,-1.391,9.90543,2.64012,-0.0822312,11.8411,-0.302417,1.6815,9.85298,-0.394221,-2.35767,10.1587,-2.90124,2.69104,10.01,-4.72726,4.99311,9.87281,3.59889,1.1952,9.92246,-4.11625,2.93833,9.74494,-3.41895,2.32753,10.2146,-2.15373,-3.54125,9.73524,-3.10563,-4.06858,9.95612,2.54644,2.15252,9.85269,1.82162,-2.47929,9.8148,1.15659,-3.5334,9.87049,-3.17948,-1.56171,9.8553,-4.06423,1.10028,9.79079,4.12689,-2.23305,9.84294,0.878306,0.906674,9.80883,3.74565,3.40381,9.91608,1.0015,2.32173,9.90227,2.71868,0.993376,9.90491,0.735662,3.57622,10.0671,2.3022,4.85607,9.90356,-3.97027,3.68928,10.0268,-4.23731,-4.07533,9.89762,-1.14029,-1.86403,9.83171,2.48735,-1.98282,10.1298,-2.01811,4.41444,9.83982,0.573226,4.29881,9.77021,-3.63419,-0.302024,9.88347,0.00217,7.79184e+006,
4.60165,0.325077,9.87909,-1.39527,3.85524,10.0253,1.78941,0.701481,9.98376,-3.65215,-3.32146,10.0943,-4.89668,-1.27633,9.88586,-2.59544,1.63003,9.90702,2.5882,3.18503,9.8515,4.43196,4.2366,9.86692,3.60787,-3.01991,9.97739,1.09835,-0.611431,9.92317,-1.20382,-4.11416,9.92774,-2.20076,-2.24535,9.92141,-0.142024,-3.01916,9.94198,2.60262,-3.88871,9.89082,0.10749,-1.7515,9.78781,0.0759035,4.90795,9.9849,-0.0749301,-4.34295,9.92089,-3.47519,4.13154,9.91182,4.45326,2.10864,9.86358,-3.14725,-3.13071,10.022,2.91965,-1.38959,9.90463,2.64088,-0.0816014,11.8545,-0.30652,1.68165,9.8527,-0.394202,-2.35783,10.1581,-2.90059,2.69145,10.0086,-4.72809,4.99304,9.87206,3.60261,1.19398,9.92171,-4.11677,2.93846,9.74493,-3.4187,2.32757,10.2139,-2.15198,-3.54061,9.73469,-3.10695,-4.07069,9.95576,2.54608,2.15594,9.85181,1.8213,-2.47936,9.81431,1.15589,-3.5346,9.87,-3.18068,-1.56078,9.85519,-4.06428,1.10001,9.79113,4.12824,-2.23343,9.84267,0.871949,0.905179,9.80764,3.74764,3.40489,9.91551,1.00031,2.32531,9.90167,2.72212,0.990649,9.90389,0.735627,3.57555,10.066,2.30307,4.85502,9.90305,-3.97098,3.68887,10.0258,-4.23833,-4.07247,9.89668,-1.14132,-1.86167,9.83121,2.48742,-1.9835,10.1292,-2.01774,4.41349,9.83981,0.5735,4.29636,9.77001,-3.63261,-0.302356,9.88343,0.00218,7.67487e+006,
4.60093,0.323445,9.87902,-1.39469,3.85457,10.024,1.78778,0.697629,9.98387,-3.65289,-3.32088,10.0931,-4.8965,-1.2767,9.88537,-2.59162,1.62962,9.90645,2.58508,3.18755,9.85084,4.43082,4.23688,9.86631,3.60776,-3.02129,9.97628,1.09733,-0.611259,9.92269,-1.20397,-4.11508,9.92702,-2.20101,-2.24473,9.92105,-0.141816,-3.01971,9.94089,2.60445,-3.88853,9.89008,0.108276,-1.74977,9.78777,0.0750123,4.90672,9.9844,-0.0745347,-4.34182,9.91972,-3.47329,4.13226,9.9108,4.45448,2.10956,9.86354,-3.14761,-3.12992,10.0207,2.92149,-1.38816,9.90383,2.64163,-0.0809816,11.8676,-0.310614,1.68179,9.85243,-0.394189,-2.35798,10.1575,-2.89995,2.69187,10.0072,-4.72893,4.99298,9.87131,3.60634,1.19276,9.92096,-4.11728,2.93857,9.74494,-3.41845,2.32761,10.2132,-2.15025,-3.53997,9.73416,-3.10825,-4.07278,9.9554,2.5457,2.15931,9.85095,1.82098,-2.47941,9.81383,1.15521,-3.5358,9.86952,-3.18189,-1.55986,9.85508,-4.06432,1.09976,9.79146,4.12962,-2.23377,9.84239,0.865604,0.903698,9.80645,3.74961,3.40594,9.91496,0.999123,2.32888,9.90108,2.72551,0.987914,9.90288,0.735593,3.57488,10.0649,2.30394,4.85397,9.90254,-3.97169,3.68847,10.0248,-4.23937,-4.0696,9.89576,-1.14234,-1.85929,9.83072,2.48749,-1.98417,10.1286,-2.01737,4.41254,9.8398,0.57383,4.29386,9.76979,-3.63103,-0.30267,9.88339,0.00219,7.56086e+006,
4.60024,0.321811,9.87895,-1.39411,3.85389,10.0228,1.78617,0.693789,9.98398,-3.65363,-3.3203,10.0919,-4.89632,-1.27705,9.88489,-2.58782,1.62919,9.90588,2.58197,3.19008,9.85019,4.42969,4.23717,9.8657,3.60764,-3.0227,9.97518,1.09632,-0.611102,9.9222,-1.20414,-4.11602,9.92631,-2.20127,-2.24411,9.92069,-0.141609,-3.02026,9.9398,2.60627,-3.88836,9.88935,0.109076,-1.74802,9.78774,0.0740996,4.90543,9.98392,-0.0741468,-4.34063,9.91855,-3.47138,4.13297,9.90979,4.45571,2.11048,9.8635,-3.14795,-3.12913,10.0195,2.9233,-1.38671,9.90304,2.64237,-0.0803717,11.8805,-0.314697,1.68195,9.85217,-0.394181,-2.35812,10.1569,-2.8993,2.69228,10.0058,-4.72977,4.99291,9.87058,3.61009,1.19156,9.92022,-4.11779,2.93865,9.74496,-3.4182,2.32765,10.2124,-2.14855,-3.53932,9.73363,-3.10953,-4.07488,9.95505,2.54532,2.16264,9.85009,1.82067,-2.47943,9.81336,1.15455,-3.537,9.86904,-3.18309,-1.55895,9.85497,-4.06436,1.09951,9.79181,4.13103,-2.23407,9.84211,0.859274,0.902232,9.80527,3.75155,3.40697,9.91441,0.99793,2.33242,9.9005,2.72883,0.985173,9.90187,0.735561,3.57421,10.0637,2.3048,4.85292,9.90204,-3.9724,3.68808,10.0238,-4.24043,-4.06673,9.89483,-1.14335,-1.85689,9.83024,2.48756,-1.98484,10.128,-2.017,4.41157,9.8398,0.574215,4.2913,9.76956,-3.62946,-0.302965,9.88336,0.0022,7.44972e+006,
4.59956,0.320173,9.87888,-1.39353,3.85321,10.0215,1.78458,0.689962,9.98409,-3.65436,-3.31972,10.0907,-4.89614,-1.27741,9.88441,-2.58405,1.62877,9.90531,2.57887,3.19264,9.84955,4.42857,4.23748,9.8651,3.60752,-3.02415,9.97409,1.09532,-0.610962,9.92172,-1.20432,-4.11696,9.9256,-2.20155,-2.24348,9.92034,-0.141402,-3.02081,9.93873,2.60808,-3.8882,9.88863,0.109889,-1.74625,9.78772,0.0731656,4.9041,9.98348,-0.0737657,-4.33936,9.91738,-3.46946,4.13369,9.90879,4.45696,2.11139,9.86347,-3.1483,-3.12834,10.0182,2.9251,-1.38524,9.90225,2.64309,-0.0797716,11.8931,-0.318772,1.6821,9.85192,-0.394179,-2.35826,10.1564,-2.89867,2.69269,10.0044,-4.73061,4.99285,9.86985,3.61384,1.19036,9.91949,-4.11828,2.9387,9.74498,-3.41796,2.32768,10.2117,-2.14687,-3.53867,9.7331,-3.11079,-4.07697,9.9547,2.54492,2.16591,9.84925,1.82036,-2.47943,9.8129,1.15392,-3.53819,9.86857,-3.18429,-1.55804,9.85486,-4.06438,1.09927,9.79216,4.13246,-2.23433,9.84183,0.852958,0.90078,9.80411,3.75346,3.40798,9.91387,0.996734,2.33594,9.89992,2.73209,0.982425,9.90087,0.735531,3.57354,10.0626,2.30564,4.85187,9.90154,-3.97312,3.68768,10.0228,-4.2415,-4.06384,9.89392,-1.14435,-1.85448,9.82977,2.48762,-1.9855,10.1274,-2.01663,4.4106,9.8398,0.574654,4.28868,9.76931,-3.62789,-0.303242,9.88332,0.00221,7.34133e+006,
4.5989,0.318533,9.87881,-1.39295,3.85253,10.0202,1.78301,0.686149,9.9842,-3.65509,-3.31913,10.0895,-4.89595,-1.27776,9.88395,-2.5803,1.62834,9.90475,2.57578,3.19521,9.84892,4.42747,4.23781,9.86451,3.6074,-3.02563,9.97302,1.09432,-0.610838,9.92123,-1.20452,-4.11791,9.92491,-2.20183,-2.24285,9.92,-0.141196,-3.02134,9.93766,2.60988,-3.88806,9.88791,0.110715,-1.74446,9.78769,0.0722106,4.90272,9.98306,-0.0733909,-4.33803,9.91621,-3.46755,4.1344,9.9078,4.45822,2.11231,9.86344,-3.14865,-3.12755,10.017,2.92687,-1.38376,9.90146,2.64381,-0.0791809,11.9056,-0.322836,1.68225,9.85168,-0.394182,-2.35839,10.1558,-2.89803,2.69309,10.003,-4.73145,4.99277,9.86914,3.6176,1.18918,9.91877,-4.11878,2.93873,9.74501,-3.41772,2.32771,10.211,-2.14522,-3.53802,9.73259,-3.11203,-4.07906,9.95435,2.54452,2.16914,9.84842,1.82005,-2.4794,9.81245,1.1533,-3.53938,9.8681,-3.18549,-1.55713,9.85476,-4.06439,1.09904,9.79252,4.13392,-2.23455,9.84154,0.846659,0.899342,9.80296,3.75534,3.40897,9.91334,0.995535,2.33943,9.89936,2.7353,0.979671,9.89987,0.735503,3.57286,10.0615,2.30648,4.85082,9.90104,-3.97383,3.68728,10.0218,-4.2426,-4.06095,9.89301,-1.14534,-1.85205,9.82931,2.48768,-1.98615,10.1267,-2.01626,4.40962,9.8398,0.575145,4.28601,9.76905,-3.62632,-0.3035,9.88329,0.00222,7.23561e+006,
4.59826,0.316889,9.87874,-1.39237,3.85185,10.019,1.78147,0.682349,9.98431,-3.65582,-3.31853,10.0883,-4.89576,-1.2781,9.88348,-2.57657,1.62791,9.90419,2.57271,3.1978,9.84831,4.42637,4.23815,9.86394,3.60728,-3.02715,9.97196,1.09333,-0.610729,9.92075,-1.20473,-4.11886,9.92423,-2.20213,-2.24222,9.91967,-0.140991,-3.02186,9.9366,2.61166,-3.88792,9.8872,0.111553,-1.74265,9.78768,0.0712346,4.9013,9.98268,-0.0730217,-4.33664,9.91505,-3.46563,4.1351,9.90681,4.45949,2.11322,9.86341,-3.14899,-3.12676,10.0157,2.92862,-1.38226,9.90068,2.64452,-0.0785997,11.9179,-0.326889,1.68241,9.85145,-0.39419,-2.35851,10.1552,-2.8974,2.6935,10.0016,-4.7323,4.9927,9.86843,3.62137,1.188,9.91805,-4.11926,2.93874,9.74505,-3.41748,2.32774,10.2102,-2.1436,-3.53736,9.73208,-3.11325,-4.08114,9.95401,2.54411,2.17231,9.8476,1.81975,-2.47935,9.81201,1.15271,-3.54057,9.86765,-3.18669,-1.55623,9.85466,-4.06438,1.09882,9.79288,4.1354,-2.23474,9.84126,0.840376,0.897919,9.80183,3.7572,3.40994,9.91282,0.994334,2.34291,9.89879,2.73845,0.976913,9.89887,0.735477,3.57218,10.0603,2.30731,4.84976,9.90055,-3.97454,3.68689,10.0208,-4.24371,-4.05805,9.89211,-1.14632,-1.8496,9.82885,2.48773,-1.98679,10.1261,-2.01588,4.40863,9.8398,0.575688,4.28329,9.76877,-3.62476,-0.303741,9.88326,0.00223,7.13247e+006,
4.59764,0.315242,9.87868,-1.39179,3.85116,10.0177,1.77995,0.678565,9.98442,-3.65654,-3.31793,10.0871,-4.89556,-1.27844,9.88303,-2.57286,1.62748,9.90363,2.56965,3.20041,9.8477,4.42528,4.23851,9.86336,3.60715,-3.02869,9.97091,1.09235,-0.610637,9.92027,-1.20496,-4.11982,9.92356,-2.20244,-2.24158,9.91934,-0.140786,-3.02238,9.93555,2.61344,-3.8878,9.8865,0.112403,-1.74082,9.78766,0.070238,4.89982,9.98232,-0.0726577,-4.33518,9.91389,-3.4637,4.1358,9.90584,4.46078,2.11413,9.86338,-3.14933,-3.12597,10.0144,2.93035,-1.38074,9.89989,2.64521,-0.0780276,11.9299,-0.330933,1.68257,9.85122,-0.394203,-2.35862,10.1546,-2.89676,2.6939,10.0002,-4.73315,4.99263,9.86774,3.62514,1.18683,9.91735,-4.11974,2.93872,9.7451,-3.41724,2.32777,10.2095,-2.142,-3.53669,9.73157,-3.11444,-4.08323,9.95367,2.54368,2.17544,9.8468,1.81945,-2.47928,9.81157,1.15213,-3.54176,9.8672,-3.18788,-1.55534,9.85457,-4.06437,1.09861,9.79325,4.1369,-2.23489,9.84097,0.834112,0.89651,9.8007,3.75903,3.41089,9.9123,0.993131,2.34636,9.89824,2.74154,0.974149,9.89788,0.735452,3.5715,10.0592,2.30812,4.8487,9.90007,-3.97525,3.6865,10.0198,-4.24485,-4.05515,9.89122,-1.14729,-1.84714,9.82841,2.48778,-1.98743,10.1255,-2.01551,4.40763,9.8398,0.57628,4.28052,9.76848,-3.6232,-0.303964,9.88323,0.00224,7.0318e+006,
4.59704,0.313592,9.87861,-1.39122,3.85048,10.0164,1.77845,0.674796,9.98453,-3.65727,-3.31733,10.0859,-4.89537,-1.27877,9.88258,-2.56918,1.62704,9.90308,2.5666,3.20303,9.84711,4.4242,4.23889,9.8628,3.60702,-3.03026,9.96988,1.09137,-0.610559,9.9198,-1.2052,-4.12079,9.9229,-2.20276,-2.24094,9.91902,-0.140583,-3.02288,9.9345,2.6152,-3.88769,9.88581,0.113264,-1.73898,9.78765,0.0692208,4.89831,9.98199,-0.0722983,-4.33367,9.91273,-3.46178,4.1365,9.90488,4.46207,2.11503,9.86335,-3.14968,-3.12518,10.0132,2.93206,-1.37921,9.89912,2.6459,-0.0774647,11.9418,-0.334966,1.68272,9.85101,-0.394222,-2.35872,10.154,-2.89613,2.6943,9.99875,-4.734,4.99256,9.86705,3.62893,1.18567,9.91665,-4.12022,2.93867,9.74516,-3.41701,2.3278,10.2087,-2.14043,-3.53602,9.73108,-3.11561,-4.0853,9.95333,2.54325,2.17851,9.846,1.81916,-2.47918,9.81115,1.15158,-3.54294,9.86676,-3.18908,-1.55445,9.85447,-4.06434,1.09841,9.79362,4.13842,-2.23501,9.84068,0.827866,0.895116,9.79959,3.76084,3.41182,9.91179,0.991925,2.3498,9.89769,2.74457,0.971381,9.8969,0.73543,3.57082,10.0581,2.30893,4.84765,9.89959,-3.97596,3.68611,10.0188,-4.246,-4.05224,9.89034,-1.14824,-1.84466,9.82797,2.48783,-1.98807,10.1248,-2.01513,4.40663,9.83981,0.576921,4.2777,9.76817,-3.62165,-0.304169,9.8832,0.00225,6.93353e+006,
4.59646,0.311939,9.87855,-1.39064,3.84979,10.0151,1.77698,0.671044,9.98464,-3.65799,-3.31673,10.0847,-4.89517,-1.2791,9.88214,-2.56551,1.6266,9.90252,2.56356,3.20567,9.84653,4.42314,4.23928,9.86225,3.60689,-3.03187,9.96885,1.0904,-0.610497,9.91932,-1.20545,-4.12176,9.92225,-2.20309,-2.2403,9.91871,-0.140381,-3.02338,9.93347,2.61694,-3.8876,9.88512,0.114137,-1.73711,9.78765,0.0681834,4.89675,9.98168,-0.0719428,-4.3321,9.91157,-3.45985,4.1372,9.90393,4.46339,2.11594,9.86333,-3.15001,-3.12439,10.0119,2.93375,-1.37766,9.89834,2.64658,-0.0769106,11.9535,-0.338988,1.68288,9.8508,-0.394245,-2.35882,10.1535,-2.8955,2.6947,9.99734,-4.73485,4.99248,9.86638,3.63271,1.18453,9.91597,-4.12069,2.93861,9.74522,-3.41678,2.32782,10.208,-2.13889,-3.53535,9.73059,-3.11677,-4.08738,9.953,2.54281,2.18154,9.84522,1.81887,-2.47907,9.81073,1.15105,-3.54411,9.86632,-3.19028,-1.55357,9.85438,-4.06431,1.09821,9.794,4.13997,-2.23509,9.84039,0.82164,0.893737,9.7985,3.76261,3.41273,9.9113,0.990718,2.3532,9.89715,2.74754,0.96861,9.89592,0.735409,3.57013,10.057,2.30973,4.84659,9.89911,-3.97668,3.68573,10.0179,-4.24717,-4.04932,9.88946,-1.14919,-1.84217,9.82754,2.48788,-1.98869,10.1242,-2.01475,4.40562,9.83981,0.57761,4.27484,9.76785,-3.6201,-0.304356,9.88318,0.00226,6.84036e+006,
4.59589,0.310281,9.87848,-1.39006,3.84911,10.0138,1.77552,0.667309,9.98476,-3.6587,-3.31611,10.0835,-4.89496,-1.27943,9.8817,-2.56186,1.62611,9.90197,2.56054,3.20833,9.84596,4.42208,4.23969,9.8617,3.60676,-3.03349,9.96784,1.08944,-0.610451,9.91885,-1.20572,-4.12274,9.92161,-2.20343,-2.23966,9.91841,-0.14018,-3.02387,9.93244,2.61868,-3.88751,9.88445,0.115019,-1.73523,9.78765,0.0671263,4.89515,9.98141,-0.0715906,-4.33047,9.91042,-3.45793,4.13791,9.90299,4.4647,2.11684,9.86331,-3.15035,-3.1236,10.0106,2.93542,-1.3761,9.89757,2.64724,-0.0763653,11.9649,-0.342997,1.68305,9.8506,-0.394274,-2.35891,10.1529,-2.89482,2.69513,9.99593,-4.7357,4.99241,9.86571,3.6365,1.18339,9.91529,-4.12119,2.93853,9.74528,-3.41657,2.32783,10.2072,-2.13737,-3.53467,9.73011,-3.1179,-4.08944,9.95267,2.54236,2.18451,9.84445,1.81858,-2.47893,9.81033,1.15054,-3.54529,9.8659,-3.19147,-1.5527,9.85429,-4.06426,1.09802,9.79438,4.14154,-2.23514,9.8401,0.815436,0.892372,9.79741,3.76436,3.41361,9.91081,0.989509,2.35659,9.89662,2.75045,0.965834,9.89495,0.73539,3.56944,10.0558,2.31051,4.84553,9.89864,-3.97739,3.68535,10.0169,-4.24836,-4.0464,9.88859,-1.15012,-1.83966,9.82712,2.48792,-1.98931,10.1235,-2.01437,4.40461,9.83982,0.578346,4.27193,9.76752,-3.61855,-0.304527,9.88315,0.00227,6.74951e+006,
4.59534,0.30862,9.87842,-1.38948,3.84842,10.0126,1.77409,0.663592,9.98487,-3.65941,-3.3155,10.0823,-4.89476,-1.27975,9.88127,-2.55821,1.62557,9.90142,2.55753,3.21101,9.8454,4.42103,4.24012,9.86117,3.60663,-3.03515,9.96684,1.08849,-0.610419,9.91838,-1.206,-4.12372,9.92099,-2.20379,-2.23901,9.91812,-0.13998,-3.02434,9.93142,2.6204,-3.88744,9.88377,0.115912,-1.73334,9.78766,0.0660497,4.89352,9.98115,-0.0712409,-4.32879,9.90926,-3.45601,4.13863,9.90206,4.46603,2.11773,9.86329,-3.15069,-3.12281,10.0094,2.93707,-1.37453,9.89681,2.6479,-0.0758287,11.9762,-0.346992,1.68321,9.85041,-0.394307,-2.35899,10.1523,-2.8941,2.69557,9.99452,-4.73655,4.99233,9.86506,3.64029,1.18226,9.91462,-4.12171,2.93843,9.74535,-3.41637,2.32782,10.2065,-2.13588,-3.53398,9.72963,-3.11901,-4.0915,9.95234,2.5419,2.18743,9.8437,1.8183,-2.47877,9.80993,1.15005,-3.54646,9.86548,-3.19266,-1.55183,9.85421,-4.06422,1.09783,9.79477,4.14312,-2.23516,9.83981,0.809253,0.891021,9.79634,3.76608,3.41448,9.91032,0.988299,2.35995,9.8961,2.7533,0.963056,9.89398,0.735372,3.56875,10.0547,2.31129,4.84448,9.89817,-3.97811,3.68497,10.0159,-4.24957,-4.04347,9.88773,-1.15104,-1.83713,9.82671,2.48796,-1.98993,10.1229,-2.01398,4.40361,9.83983,0.579127,4.26898,9.76718,-3.61701,-0.304681,9.88313,0.00228,6.66089e+006,
4.59481,0.306955,9.87836,-1.3889,3.84773,10.0113,1.77268,0.659893,9.98498,-3.66012,-3.31488,10.0811,-4.89455,-1.28006,9.88085,-2.55458,1.625,9.90087,2.55453,3.2137,9.84485,4.41999,4.24057,9.86064,3.6065,-3.03683,9.96585,1.08754,-0.610401,9.91791,-1.2063,-4.12471,9.92037,-2.20416,-2.23837,9.91783,-0.139782,-3.02481,9.9304,2.62211,-3.88737,9.88311,0.116815,-1.73143,9.78767,0.0649539,4.89184,9.98093,-0.0708934,-4.32706,9.90811,-3.4541,4.13937,9.90114,4.46737,2.11863,9.86328,-3.15102,-3.12202,10.0081,2.93869,-1.37294,9.89605,2.64854,-0.0753006,11.9873,-0.350974,1.68337,9.85023,-0.394346,-2.35906,10.1517,-2.89334,2.69604,9.99313,-4.73741,4.99226,9.86441,3.64408,1.18115,9.91396,-4.12226,2.93831,9.74542,-3.41619,2.3278,10.2057,-2.13442,-3.53329,9.72916,-3.12009,-4.09356,9.95201,2.54143,2.1903,9.84296,1.81802,-2.47859,9.80954,1.14958,-3.54762,9.86506,-3.19385,-1.55097,9.85413,-4.06416,1.09764,9.79516,4.14473,-2.23515,9.83951,0.803092,0.889684,9.79529,3.76777,3.41532,9.90985,0.987087,2.36328,9.89558,2.75609,0.960275,9.89302,0.735357,3.56805,10.0536,2.31206,4.84342,9.89771,-3.97882,3.68461,10.0149,-4.2508,-4.04054,9.88688,-1.15195,-1.83459,9.82631,2.488,-1.99053,10.1222,-2.01358,4.40261,9.83984,0.579953,4.26599,9.76682,-3.61548,-0.30482,9.88311,0.00229,6.57441e+006,
4.5943,0.305286,9.8783,-1.38832,3.84704,10.01,1.77128,0.656213,9.98509,-3.66083,-3.31426,10.0799,-4.89434,-1.28038,9.88044,-2.55095,1.62437,9.90032,2.55154,3.21641,9.84432,4.41896,4.24103,9.86012,3.60637,-3.03854,9.96487,1.0866,-0.610399,9.91744,-1.20661,-4.12571,9.91977,-2.20453,-2.23772,9.91755,-0.139585,-3.02526,9.9294,2.62381,-3.88732,9.88246,0.117727,-1.7295,9.78768,0.0638388,4.89012,9.98072,-0.0705474,-4.32529,9.90696,-3.4522,4.14011,9.90022,4.46871,2.11952,9.86326,-3.15135,-3.12124,10.0068,2.9403,-1.37133,9.89529,2.64918,-0.0747807,11.9982,-0.354942,1.68354,9.85005,-0.394388,-2.35913,10.1511,-2.89254,2.69653,9.99173,-4.73826,4.99219,9.86378,3.64787,1.18005,9.91331,-4.12283,2.93818,9.74549,-3.41603,2.32777,10.205,-2.13298,-3.5326,9.7287,-3.12116,-4.09561,9.95169,2.54095,2.19312,9.84223,1.81774,-2.47839,9.80917,1.14913,-3.54878,9.86466,-3.19504,-1.55012,9.85405,-4.0641,1.09745,9.79556,4.14635,-2.2351,9.83922,0.796955,0.888361,9.79425,3.76944,3.41614,9.90938,0.985875,2.36659,9.89507,2.75883,0.957492,9.89206,0.735343,3.56735,10.0524,2.31282,4.84237,9.89726,-3.97954,3.68424,10.0139,-4.25204,-4.0376,9.88603,-1.15285,-1.83203,9.82591,2.48804,-1.99114,10.1215,-2.01318,4.4016,9.83985,0.580822,4.26295,9.76646,-3.61395,-0.304942,9.88309,0.0023,6.49e+006,
